N	3gram	Vygotskiy__5	Narrotol
1	в том что	14	8
2	с одной стороны	12	7
3	о том что	6	6
4	по отношению к	1	6
5	в отличие от	2	5
6	не может быть	2	5
7	в основе своей	1	4
8	и не в	1	4
9	в данном случае	2	4
10	все же не	1	4
11	с другой стороны	5	4
12	той или иной	2	4
13	можно сказать что	2	4
14	во времени и	1	4
15	состоит в том	2	3
16	в этом отношении	3	3
17	в свою очередь	1	3
18	именно в том	2	2
19	что иное как	2	2
20	может включать в	1	2
21	мы имеем дело	1	2
22	более или менее	1	2
23	в том или	1	2
24	не только о	1	2
25	с точки зрения	2	2
26	сами по себе	2	2
27	можно было бы	3	2
28	то или иное	1	2
29	не то что	1	2
30	так же как	2	2
31	не что иное	2	2
32	не только в	2	2
33	в себя и	1	2
34	этой точки зрения	1	2
35	того или иного	1	2
36	в конечном счете	1	2
37	речь идет о	1	2
38	состоит именно в	1	2
39	том или ином	1	2
40	включать в себя	1	2
41	что они все	1	2
42	не в состоянии	3	1
43	том что в	1	1
44	и того же	2	1
45	и т.д однако	1	1
46	никакого доступа к	1	1
47	в качестве своего	2	1
48	что в этом	6	1
49	только потому что	1	1
50	от всех прочих	1	1
51	что на протяжении	1	1
52	же обстоит дело	2	1
53	дело в том	1	1
54	на самом деле	2	1
55	одной из этих	1	1
56	что один из	1	1
57	в самом деле	5	1
58	в этом смысле	1	1
59	том что он	1	1
60	то же самое	3	1
61	том что оно	1	1
62	к самому герою	1	1
63	же как и	1	1
64	по крайней мере	1	1
65	до сих пор	5	1
66	до известной степени	1	1
67	сам по себе	3	1
68	по отношению ко	1	1
69	только то что	1	1
70	том что именно	1	1
71	и то что	3	1
72	к тому чтобы	1	1
73	его жизни но	1	1
74	и др в	1	1
75	с этой точки	1	1
76	может быть и	2	1
77	не могло быть	1	1
78	и не дает	1	1
79	мы не имеем	1	1
80	и тот же	1	1
81	и при этом	1	1
82	а с другой	4	1
83	и как бы	4	1
84	имеем дело с	1	1
85	иметь в виду	3	1
86	то что он	3	1
87	а не как	1	1
88	она все же	1	1
89	все то что	2	1
90	один и тот	1	1
91	не мог бы	1	1
92	по себе не	2	1
93	и когда он	2	1
94	в том чтобы	2	1
95	само по себе	2	1
96	что все то	1	1
97	что не могло	1	1
98	и тем более	1	1
99	том что по	1	1
100	в русской литературе	1	1
101	одного и того	2	1
102	друг от друга	2	1
103	совершенно очевидно что	2	1
104	на всем протяжении	1	1
105	в себе два	1	1
106	на одном полюсе	3	1
107	друг с другом	3	1
108	то есть к	1	1
109	но еще не	1	1
110	обратим внимание на	1	1
