N	2gram	Propp_Isto_6	PoTuStor
1	может быть	11	17
2	и в	26	16
3	и пр	1	12
4	в этом	12	9
5	таким образом	12	9
6	и только	3	9
7	мы можем	7	9
8	прежде всего	4	9
9	и с	6	8
10	точки зрения	1	8
11	и его	7	8
12	к матери	1	8
13	не может	6	8
14	с его	4	7
15	не только	10	7
16	сказать что	3	7
17	при этом	3	6
18	и это	8	6
19	для него	1	6
20	и к	1	6
21	еще не	9	5
22	отношение к	1	5
23	все эти	8	5
24	ни в	2	5
25	ту сторону	1	5
26	в него	3	5
27	как бы	4	5
28	и ее	3	4
29	и на	12	4
30	и наконец	3	4
31	но в	7	4
32	в этой	2	4
33	в нем	8	4
34	и может	1	4
35	его в	5	4
36	в один	1	4
37	все это	1	4
38	по ту	1	4
39	как мы	4	4
40	с ее	1	4
41	так и	5	4
42	но мы	2	4
43	и желаний	1	4
44	можно сказать	2	4
45	в его	5	4
46	с ними	2	4
47	только в	5	4
48	так как	18	4
49	и даже	1	4
50	но и	9	4
51	и не	10	4
52	все что	4	4
53	отношения к	1	3
54	тех же	1	3
55	во всех	1	3
56	и есть	1	3
57	и как	2	3
58	учение о	1	3
59	и вот	3	3
60	их в	3	3
61	на этом	1	3
62	на этой	2	3
63	том что	10	3
64	сих пор	4	3
65	в одном	3	3
66	в основе	1	3
67	до сих	4	3
68	и оно	1	3
69	к себе	2	3
70	те же	1	3
71	мира и	2	3
72	в том	12	3
73	мы знаем	2	3
74	всяком случае	2	3
75	даже не	1	3
76	в области	1	3
77	и др	2	3
78	вместе с	8	3
79	как это	5	3
80	могут быть	3	3
81	ступенях развития	2	3
82	что в	12	3
83	в этих	2	3
84	а в	3	3
85	то что	6	3
86	между ними	1	3
87	жизни и	2	3
88	во всяком	2	3
89	ту же	2	2
90	же как	3	2
91	еще совершенно	1	2
92	нам кажется	2	2
93	и этот	1	2
94	мы уже	6	2
95	мы не	6	2
96	и о	1	2
97	что можно	1	2
98	того же	2	2
99	на них	1	2
100	из этих	4	2
101	но как	4	2
102	друг на	1	2
103	с этим	2	2
104	в этот	1	2
105	что это	2	2
106	и через	3	2
107	вообще не	3	2
108	он не	2	2
109	и по	4	2
110	то же	5	2
111	связанные с	1	2
112	связанных с	1	2
113	было бы	2	2
114	в жизни	1	2
115	кажется что	2	2
116	по всему	2	2
117	в них	3	2
118	как и	5	2
