N	3gram	Trubetskoy_1	Freidism
1	с точки зрения	8	11
2	по отношению к	9	8
3	во всяком случае	2	7
4	не может быть	3	7
5	в самом деле	5	6
6	мы знаем что	7	4
7	в зависимости от	1	4
8	то же время	2	4
9	в то же	2	4
10	в данном случае	3	4
11	на самом деле	7	4
12	как мы видели	1	4
13	теперь мы должны	1	3
14	для того чтобы	7	3
15	бы то ни	2	3
16	и той же	1	3
17	в свою очередь	2	3
18	с самого начала	1	3
19	одной и той	1	3
20	а потому и	1	2
21	то же самое	1	2
22	что же касается	2	2
23	до сих пор	8	2
24	не отличается от	1	2
25	и не может	1	2
26	но мы знаем	1	2
27	может быть и	4	2
28	что он сам	1	2
29	а с другой	2	2
30	благодаря тому что	1	2
31	все то что	1	2
32	то ни было	2	2
33	с одной стороны	2	2
34	тем не менее	4	2
35	мы уже знаем	1	2
36	в высшей степени	1	2
37	в конце концов	4	2
38	мы видели что	1	2
39	в одну группу	2	1
40	и может быть	2	1
41	нет и не	1	1
42	основе их лежит	1	1
43	ничем не лучше	1	1
44	из него только	1	1
45	что в данном	1	1
46	самом деле если	1	1
47	те же самые	1	1
48	как бы ни	1	1
49	в этом случае	4	1
50	они не могут	1	1
51	целом ряде других	1	1
52	в котором они	1	1
53	о которой мы	2	1
54	мы находим в	1	1
55	как и все	2	1
56	точки зрения настоящего	1	1
57	превратив его в	1	1
58	во всех отношениях	1	1
59	друг на друга	1	1
60	в его душе	1	1
61	в основе их	1	1
62	является одним из	1	1
63	что все эти	1	1
64	только то что	2	1
65	в себе и	1	1
66	во всех этих	2	1
67	из того что	1	1
68	в более позднее	1	1
69	при таких условиях	1	1
70	в индивидуальном сознании	1	1
71	по крайней мере	1	1
72	роль в развитии	1	1
73	мы можем определить	1	1
74	а как бы	1	1
75	более позднее время	1	1
76	из того же	2	1
77	мы не знаем	1	1
78	таким образом и	1	1
79	чтобы ответить на	1	1
80	на первый взгляд	1	1
81	но вместе с	1	1
82	но при этом	1	1
83	по сравнению с	5	1
84	и без того	4	1
85	лет тому назад	1	1
86	как бы синтез	1	1
87	для этого нужно	1	1
88	мы говорили выше	5	1
89	только с точки	1	1
90	в целом ряде	3	1
91	а может быть	1	1
92	потому не может	1	1
93	борьбе за существование	1	1
94	сих пор не	2	1
95	то увидим что	1	1
96	это было бы	1	1
97	таким образом в	3	1
98	то обстоятельство что	1	1
99	в то время	2	1
100	мы уже сказали	1	1
101	в такой форме	2	1
102	то что мы	1	1
103	все же остается	1	1
104	не может служить	2	1
105	о том что	4	1
106	ничего общего с	2	1
107	не только не	1	1
108	одна на другую	1	1
109	но все же	2	1
110	смысле этого слова	1	1
111	которой мы говорили	2	1
112	самом деле ведь	1	1
113	и в нем	1	1
114	в том что	15	1
115	направление в котором	1	1
116	то направление в	1	1
