N	3gram	Propp_Russ_2	FransuaR
1	в том что	18	6
2	как мы уже	1	5
3	в отличие от	3	4
4	на самом же	2	3
5	в этом отношении	1	3
6	в применении к	1	3
7	самом же деле	2	3
8	дело в том	1	2
9	в своей книге	2	2
10	и в других	4	2
11	не входит в	1	2
12	но и в	1	2
13	в это время	1	2
14	с одной стороны	2	2
15	главным образом на	1	2
16	во всех этих	1	2
17	и в том	1	2
18	можно сказать что	1	1
19	в некоторых других	1	1
20	все это позволяет	1	1
21	для него не	1	1
22	а между тем	1	1
23	потому что он	1	1
24	из этих элементов	1	1
25	еще далеко не	1	1
26	в заключение нужно	1	1
27	в настоящее время	1	1
28	одна из основных	1	1
29	и в некоторых	2	1
30	всякой связи с	1	1
31	всяком случае не	1	1
32	на части и	2	1
33	но все это	1	1
34	время этого праздника	1	1
35	может быть только	2	1
36	и многие другие	2	1
37	один из них	1	1
38	от земли и	1	1
39	во всяком случае	1	1
40	с другой стороны	1	1
41	но не только	1	1
42	а за ним	2	1
43	не может быть	3	1
44	в других местах	7	1
45	бросается в глаза	2	1
46	имея в виду	1	1
47	жизни в этом	1	1
48	они как бы	1	1
49	для того чтобы	6	1
50	но это не	1	1
51	оно все же	1	1
52	во многих отношениях	1	1
53	при всем разнообразии	1	1
54	все то что	1	1
55	во время этого	1	1
56	вне связи с	1	1
57	во всей их	1	1
