N	3gram	Bakhtin_Pr_1	Tvorches
1	в то же	3	13
2	то же время	3	12
3	в том что	3	6
4	в конечном счете	4	4
5	но в то	1	4
6	в творчестве достоевского	1	4
7	дело в том	1	3
8	это как бы	1	3
9	то есть не	1	2
10	на самом деле	3	2
11	и т п	13	2
12	в данном случае	4	2
13	не только в	2	2
14	на протяжении всего	1	2
15	можно сказать что	2	2
16	и в то	2	2
17	тем не менее	3	2
18	человека и его	1	2
19	форму и содержание	1	1
20	и в свою	1	1
21	что иное как	1	1
22	хотя и не	1	1
23	образом и в	1	1
24	может быть определен	1	1
25	равно как и	1	1
26	в настоящее время	1	1
27	протяжении всего романа	1	1
28	то же самое	2	1
29	в том же	2	1
30	по отношению к	19	1
31	до сих пор	1	1
32	и в других	1	1
33	хотя бы и	1	1
34	сами по себе	1	1
35	в отличие от	5	1
36	на самом же	1	1
37	не могут быть	2	1
38	то что в	1	1
39	сделать художественное произведение	1	1
40	бы то ни	3	1
41	то что называют	1	1
42	война и мир	1	1
43	содержание в их	1	1
44	и тем не	1	1
45	полном согласии с	1	1
46	бы и в	1	1
47	в своем творчестве	1	1
48	не в его	1	1
49	а в этом	1	1
50	то ни было	2	1
51	с одной стороны	3	1
52	со всеми его	1	1
53	это имеет место	1	1
54	и как бы	1	1
55	и в их	1	1
56	в связи с	1	1
57	может быть понята	1	1
58	души и тела	2	1
59	и в романе	1	1
60	не может и	2	1
61	но в принципе	1	1
62	самом же деле	1	1
63	он живет и	1	1
64	имеет место в	2	1
65	то есть является	1	1
66	лежащая в основе	1	1
67	в свою очередь	1	1
68	и в самом	1	1
69	с другой стороны	4	1
70	в один момент	1	1
71	таким образом и	1	1
72	в полном согласии	1	1
73	в душе его	1	1
74	не что иное	1	1
75	в его художественной	1	1
76	к тому что	1	1
77	быть понята как	1	1
78	к вопросу о	1	1
79	как и в	1	1
80	является как бы	1	1
81	отметить что в	1	1
82	и содержание в	1	1
83	и т д	1	1
84	автор как бы	1	1
