N	2gram	Potebnia_M_4	Literetu
1	а не	12	20
2	и в	23	19
3	может быть	26	17
4	своего рода	1	13
5	то же	14	12
6	и не	18	11
7	как и	14	10
8	в том	23	10
9	но и	11	10
10	тогда как	4	9
11	в этом	23	9
12	состоит в	2	9
13	в то	4	9
14	в мире	2	9
15	же время	3	9
16	не может	11	9
17	не только	10	8
18	и даже	2	8
19	с другой	2	8
20	слова и	5	7
21	том что	12	7
22	так и	6	7
23	с одной	1	7
24	я в	2	7
25	то что	29	7
26	и на	3	6
27	в себе	14	6
28	при этом	15	6
29	не менее	5	6
30	одной стороны	1	6
31	я не	2	5
32	столь же	2	5
33	но не	1	5
34	он не	2	5
35	так в	3	5
36	в качестве	1	5
37	у нас	2	5
38	то есть	34	5
39	того что	14	5
40	вместе с	6	5
41	в сфере	1	4
42	но тем	2	4
43	мы не	8	4
44	того же	1	4
45	по отношению	10	4
46	так что	5	4
47	человека в	2	4
48	для него	5	4
49	точки зрения	4	4
50	не в	11	4
51	даже в	2	4
52	в области	2	4
53	в ней	2	4
54	в его	5	4
55	один из	2	4
56	и других	3	4
57	тем что	10	4
58	прежде всего	1	4
59	в частности	1	4
60	в искусстве	3	4
61	другой стороны	1	4
62	жизни и	1	4
63	что в	17	4
64	речь идет	1	3
65	одним из	1	3
66	и то	5	3
67	идет о	1	3
68	тем же	1	3
69	в сущности	2	3
70	во всех	1	3
71	в этой	1	3
72	то и	4	3
73	в нем	7	3
74	на наш	1	3
75	в глазах	2	3
76	перестает быть	1	3
77	мы с	1	3
78	в их	1	3
79	том чтобы	1	3
80	с точки	3	3
81	тем самым	4	3
82	никогда не	3	3
83	ничего не	1	3
84	и его	2	3
85	данном случае	2	3
86	в себя	1	3
87	всей своей	1	3
88	не с	2	3
89	и с	4	3
90	быть может	4	3
91	в другом	1	3
92	другого в	1	3
93	но с	1	3
94	в поэзии	3	3
95	а в	5	3
96	так как	14	3
97	этом отношении	1	3
98	и др	2	3
99	со стороны	3	3
100	в данном	4	3
101	а именно	4	3
102	но это	3	3
103	и для	2	3
104	обращается к	1	3
105	и как	2	3
106	что он	4	3
107	отношению к	8	3
108	как на	1	3
109	себя как	1	2
110	ту же	3	2
111	и т	7	2
112	слов но	2	2
113	и до	3	2
114	и за	1	2
115	поэзии и	7	2
116	той же	3	2
117	в первый	2	2
118	что нам	1	2
119	в каждой	1	2
120	поэзия как	3	2
121	слово не	1	2
122	к своему	1	2
123	разумеется не	1	2
124	нам представляется	2	2
125	но как	1	2
126	очевидно что	7	2
127	в истории	4	2
128	все же	1	2
129	как уже	1	2
130	и к	6	2
131	но в	8	2
132	то в	3	2
133	жизнь как	1	2
134	в нашем	2	2
135	идут в	1	2
136	и сам	1	2
137	свое время	1	2
138	на жизнь	1	2
139	подобно тому	2	2
140	на этом	1	2
141	в каждом	3	2
142	но уже	3	2
143	в них	3	2
144	нет в	1	2
145	все равно	3	2
146	с тем	7	2
147	и еще	1	2
148	как бы	5	2
149	в такой	1	2
150	и без	2	2
151	мысли и	7	2
152	что я	11	2
153	одном из	2	2
154	тем не	4	2
155	по крайней	5	2
156	на два	1	2
157	не по	1	2
158	для кого	1	2
159	не вполне	2	2
160	перед ним	1	2
161	могут быть	7	2
162	даже и	3	2
163	для того	6	2
164	с образом	1	2
165	в виду	3	2
166	не могу	2	2
167	в ее	2	2
168	еще не	3	2
169	о том	8	2
170	и что	7	2
171	для нас	14	2
172	а также	1	2
173	а потому	1	2
174	и только	3	2
175	крайней мере	5	2
176	не более	1	2
177	было бы	8	2
178	могло бы	1	2
