N	3gram	Bakhtin_Fr_5	Narrotol
1	в данном случае	2	8
2	в том что	6	5
3	к тому же	2	5
4	то же время	9	4
5	той или иной	1	4
6	в то же	9	4
7	не может быть	2	4
8	по отношению к	1	3
9	в этом отношении	5	3
10	для того чтобы	6	3
11	тем не менее	1	3
12	на другой день	1	3
13	о том что	1	2
14	в самом деле	1	2
15	то же самое	2	2
16	до сих пор	3	2
17	в отличие от	2	2
18	в связи с	5	2
19	дело в том	2	2
20	в свою очередь	1	2
21	один из участников	1	2
22	можно сказать что	2	2
23	из этих двух	1	2
24	и того же	1	1
25	что иное как	1	1
26	ни о чем	1	1
27	но именно это	1	1
28	в том числе	4	1
29	сих пор еще	2	1
30	же как и	2	1
31	он не может	1	1
32	с точки зрения	2	1
33	как и все	1	1
34	людей так и	1	1
35	и в то	1	1
36	до известной степени	4	1
37	жизни и смерти	2	1
38	он и не	1	1
39	слова и мысли	1	1
40	тому же принципу	1	1
41	мы еще вернемся	1	1
42	к жизни и	1	1
43	ее и не	1	1
44	может быть и	1	1
45	в предыдущей главе	1	1
46	не могло быть	1	1
47	еще вернемся к	1	1
48	в особенности в	1	1
49	в самом начале	1	1
50	как и в	1	1
51	в ней есть	1	1
52	в значительной степени	1	1
53	говорили что на	1	1
54	друг с другом	2	1
55	потому что в	1	1
56	в нем не	3	1
57	для всего мира	1	1
58	в той или	1	1
59	и та же	1	1
60	одна и та	1	1
61	нем не только	1	1
62	в стороне от	1	1
63	связи с этим	3	1
64	в следующей главе	1	1
65	мы не можем	1	1
66	и т.п в	1	1
67	и в самом	1	1
68	в конечном счете	1	1
69	существенную роль в	2	1
70	прошлого и настоящего	1	1
71	том числе и	2	1
72	но и не	1	1
73	но на этот	1	1
74	одного и того	1	1
75	более глубокий и	1	1
76	друг от друга	1	1
77	не представляется возможным	1	1
78	апостола петра в	1	1
79	не подлежит сомнению	1	1
80	на самом деле	4	1
81	в период его	1	1
82	в отрыве от	2	1
83	но и с	1	1
84	как мы видели	4	1
