N	3gram	Losev_Dial_1	Narrotol
1	в том что	7	8
2	с одной стороны	2	7
3	о том что	2	6
4	не может быть	3	5
5	и не в	1	4
6	можно сказать что	3	4
7	к тому же	1	4
8	той или иной	3	4
9	но все же	1	4
10	с другой стороны	4	4
11	в то же	4	3
12	то же время	4	3
13	в этом отношении	2	3
14	тем не менее	1	3
15	так или иначе	1	2
16	что иное как	1	2
17	не что иное	1	2
18	на первый взгляд	1	2
19	можно было бы	4	2
20	более или менее	3	2
21	то или иное	2	2
22	в связи с	1	2
23	точно так же	2	2
24	сами по себе	1	2
25	с точки зрения	12	2
26	мы имеем дело	1	2
27	в той или	1	2
28	том или ином	1	2
29	по направлению к	1	1
30	или ином отношении	1	1
31	в данный момент	1	1
32	в этом смысле	3	1
33	сам по себе	6	1
34	и даже не	2	1
35	самом деле не	1	1
36	друг с другом	1	1
37	по себе а	2	1
38	перед нами два	1	1
39	или хотя бы	2	1
40	и в то	2	1
41	в том чтобы	1	1
42	в первую очередь	1	1
43	что это за	1	1
44	мы увидим впоследствии	1	1
45	тех или иных	1	1
46	может быть и	3	1
47	до сих пор	2	1
48	иметь в виду	3	1
49	по себе не	5	1
50	не с точки	2	1
51	и в особенности	1	1
52	может показаться что	1	1
53	может и не	2	1
54	несмотря на свою	1	1
55	до известной степени	1	1
56	то же самое	1	1
57	как то что	1	1
58	и не то	1	1
59	на самом деле	2	1
60	в себе момент	1	1
61	никогда не бывает	1	1
62	говорить о разных	1	1
63	далеко не всегда	1	1
64	есть прежде всего	1	1
65	от тех кто	1	1
66	только то что	3	1
67	но от этого	1	1
68	в себе самом	2	1
69	содержит в себе	3	1
70	в самом деле	1	1
71	ни на что	2	1
72	точки зрения не	1	1
73	в чистом виде	1	1
74	есть не что	1	1
75	только потому что	3	1
76	она может быть	1	1
77	никогда и не	1	1
78	но это не	1	1
79	еще не есть	1	1
80	и быть может	1	1
81	дело в том	1	1
82	друг от друга	1	1
83	и не дает	1	1
84	на что не	2	1
85	как мы увидим	1	1
86	а не только	1	1
87	в ней не	1	1
88	само по себе	5	1
89	то что он	1	1
90	по себе без	1	1
91	а не с	1	1
92	том что именно	1	1
93	по крайней мере	4	1
