N	2gram	Vygotskiy__4	Problema
1	то есть	13	46
2	в его	10	43
3	и не	13	42
4	и в	33	38
5	не может	10	27
6	может быть	22	26
7	как бы	25	22
8	по отношению	1	21
9	в художественном	2	20
10	отношению к	1	19
11	и с	2	17
12	и его	5	16
13	в этом	28	15
14	в нем	7	15
15	и т	6	14
16	только в	4	13
17	т п	3	13
18	прежде всего	2	13
19	независимо от	1	13
20	но не	3	12
21	за пределы	1	12
22	в искусстве	2	12
23	художественного произведения	1	11
24	во всех	2	11
25	ни в	3	11
26	и для	3	11
27	таким образом	13	10
28	в их	2	10
29	материала в	3	10
30	к нему	1	10
31	не только	7	9
32	поступка и	1	9
33	не имеет	2	9
34	его в	3	9
35	художественной формы	4	9
36	но и	3	9
37	и как	5	8
38	было бы	12	8
39	точки зрения	6	8
40	место в	2	8
41	в том	21	8
42	и др	1	8
43	художественное произведение	1	8
44	то что	44	8
45	еще не	1	7
46	в самом	12	7
47	вообще не	1	7
48	в плане	1	7
49	как и	5	7
50	не в	2	7
51	содержание в	1	7
52	как мы	4	7
53	с другой	2	7
54	как форма	1	7
55	между тем	1	7
56	слова в	1	7
57	совершенно не	4	7
58	в своей	4	7
59	что в	21	7
60	самом деле	12	6
61	там где	1	6
62	и наконец	2	6
63	в пределах	3	6
64	с точки	4	6
65	ничего не	2	6
66	дело с	3	6
67	содержания и	1	6
68	мы можем	5	6
69	все же	5	6
70	а в	4	6
71	себя как	1	5
72	художественном произведении	1	5
73	тем как	1	5
74	в своем	7	5
75	все эти	6	5
76	при этом	2	5
77	то же	9	5
78	в музыке	1	5
79	это не	6	5
80	в них	2	5
81	рядом с	1	5
82	далеко не	3	5
83	так и	3	5
84	в основе	3	5
85	и о	4	5
86	никогда не	5	5
87	с ним	5	5
88	конечно не	3	5
89	дело и	2	5
90	не на	2	5
91	а не	6	5
92	должно быть	3	5
93	формы и	1	5
94	все они	2	5
95	на самом	6	4
96	в виду	2	4
97	в ней	6	4
98	конечном счете	1	4
99	относится к	1	4
100	как в	3	4
101	но в	2	4
102	к художественному	1	4
103	в нашем	1	4
104	в себе	6	4
105	но они	1	4
106	тем самым	3	4
107	в то	3	4
108	для поэзии	1	4
109	в ее	2	4
110	можно было	4	4
111	о том	20	4
112	в конечном	1	4
113	которых мы	1	4
114	и только	7	4
115	к которому	1	4
116	что не	4	4
117	материал в	1	4
118	художественную форму	1	4
119	и потому	2	4
120	искусства но	1	4
121	хотя бы	2	4
122	сказать что	13	4
123	другой стороны	2	4
124	также и	2	3
125	например в	3	3
126	едва ли	2	3
127	действительности и	1	3
128	которую мы	1	3
129	говорить о	3	3
130	бы то	2	3
131	мы будем	5	3
132	точка зрения	2	3
133	менее всего	1	3
134	значение имеет	3	3
135	значение для	1	3
136	связи и	1	3
137	и к	2	3
138	в целом	5	3
139	он не	11	3
140	как момент	1	3
141	то ни	1	3
142	в мире	3	3
143	а как	2	3
144	несмотря на	1	3
145	том что	22	3
146	есть его	1	3
147	дело только	1	3
148	на него	4	3
149	как его	1	3
150	же время	2	3
151	или как	1	3
152	все то	12	3
153	как только	2	3
154	и это	5	3
155	и от	2	3
156	в дальнейшем	1	3
157	дано в	1	3
158	ясно что	5	3
159	мы в	3	3
160	совершенно невозможно	1	3
161	если бы	10	3
162	к действительности	1	3
163	и сделать	1	3
164	на ее	2	3
165	творчества в	1	3
166	природы и	1	3
167	и содержания	1	3
168	этом смысле	1	3
169	но с	1	3
170	одной из	1	3
171	мы увидим	2	3
172	с одной	3	3
173	и даже	1	3
