1	с точки зрения	5	9
2	до сих пор	1	8
3	не может быть	2	8
4	в большинстве случаев	1	8
5	и не может	1	7
6	в пределах одного	1	6
7	по отношению к	1	5
8	в то же	9	5
9	то же время	7	5
10	в самом деле	1	4
11	как бы в	2	3
12	слова то есть	1	3
13	как раз и	1	3
14	как мы увидим	2	3
15	мы имеем в	1	3
16	более или менее	1	3
17	как и в	1	3
18	с другой стороны	1	3
19	но в то	2	2
20	но и в	3	2
21	двух точек зрения	1	2
22	мы увидим что	1	2
23	для наших целей	1	2
24	можно было бы	1	2
25	нет и не	1	2
26	той или иной	4	2
27	в том что	1	2
28	как мы уже	3	2
29	можно сказать что	2	2
30	на этот вопрос	1	2
31	о том что	2	2
32	на этом мы	1	2
33	нет ничего что	1	1
34	что могло бы	1	1
35	интонации и в	1	1
36	друг друга и	1	1
37	мы не знаем	2	1
38	и тем же	2	1
39	и во всех	1	1
40	тем же языком	2	1
41	здесь таким образом	1	1
42	то что мы	4	1
43	к тому что	2	1
44	не только в	3	1
45	оглядывается на своего	1	1
46	мы будем говорить	2	1
47	хотя бы и	1	1
48	как мы видим	1	1
49	в точном смысле	2	1
50	и соответствующие ей	1	1
51	в виду что	1	1
52	с самого начала	4	1
53	собственном смысле слова	1	1
54	не может не	1	1
55	одно и то	4	1
56	и в жизни	1	1
57	в своей жизни	1	1
58	та же самая	2	1
59	авторской речью а	1	1
60	но при этом	2	1
61	и в то	2	1
62	между этими двумя	1	1
63	по сравнению с	1	1
64	первостепенное значение для	1	1
65	может обойтись без	1	1
66	и т.п если	1	1
67	мы увидим дальше	1	1
68	в значительной степени	2	1
69	не в самом	1	1
70	принадлежит к какому-нибудь	1	1
71	и сам так	2	1
72	литературном произведении но	1	1
73	в этом случае	3	1
74	лишь то что	1	1
75	точек зрения как	1	1
76	мы как бы	1	1
77	а затем и	1	1
78	мы не поймем	1	1
79	может до конца	1	1
80	прежде всего на	1	1
81	прежде всего в	4	1
82	в собственном смысле	1	1
83	остается тем же	1	1
84	сказать что вся	1	1
85	правда мы можем	1	1
86	и ту же	1	1
87	а с помощью	1	1
88	преломляется в словах	1	1
89	языка и не	1	1
90	ничего что могло	1	1
91	представим себе что	1	1
92	приведенный нами отрывок	1	1
93	не может до	1	1
94	но все же	3	1
95	в связи с	2	1
96	неразрывно связано с	1	1
97	то есть к	1	1
98	одну и ту	1	1
99	той роли которую	1	1
100	не может обойтись	1	1
101	иметь в виду	1	1
102	если же он	1	1
103	пространство и время	1	1
104	в себе и	1	1
105	заложенные уже в	1	1
106	человека с человеком	1	1
107	вся внутренняя жизнь	1	1
108	в конце концов	3	1
109	слово как бы	1	1
110	в жизни и	1	1
111	при этом не	1	1
112	в той же	3	1
113	как мы это	1	1
114	одним и тем	1	1
115	и то же	4	1
116	они как бы	1	1
