N	3gram	Voloshinov_1	FransuaR
1	то же время	7	8
2	в то же	9	8
3	в большинстве случаев	1	5
4	как мы уже	2	5
5	в конце концов	3	4
6	и в то	2	4
7	более или менее	1	3
8	но и в	3	3
9	нужно отметить что	1	3
10	для того чтобы	7	3
11	с другой стороны	1	3
12	с самого начала	4	3
13	с точки зрения	5	2
14	в разных местах	2	2
15	до наших дней	1	2
16	не только в	3	2
17	о том что	2	2
18	слов и выражений	1	2
19	как мы видели	3	2
20	можно сказать что	2	1
21	и того же	1	1
22	выражений заимствованных из	1	1
23	само собой разумеется	2	1
24	и к тому	1	1
25	то же самое	4	1
26	и т.п и	2	1
27	о которой мы	1	1
28	до сих пор	1	1
29	из них в	1	1
30	и не может	1	1
31	по мере их	1	1
32	в той же	3	1
33	нет и не	1	1
34	в этом отношении	2	1
35	на площади в	1	1
36	одно и то	3	1
37	мы увидим дальше	1	1
38	но в то	2	1
39	тем что он	1	1
40	на первый взгляд	1	1
41	смысле этого слова	2	1
42	и то же	3	1
43	же как мы	1	1
44	из многочисленных форм	1	1
45	и на его	1	1
46	и как бы	1	1
47	людей но в	1	1
48	но быть может	1	1
49	в связи с	2	1
50	в виду что	1	1
51	так и от	1	1
52	как мы увидим	2	1
53	но в этой	1	1
54	все сказанное нами	1	1
55	то же слово	2	1
56	не может быть	2	1
57	черт знает что	1	1
58	мы уже знаем	1	1
59	и так называемые	1	1
60	в нашем смысле	1	1
61	из них были	1	1
62	даже и в	1	1
63	в свою очередь	4	1
64	речи и как	1	1
65	в конечном счете	1	1
66	их как бы	1	1
67	мы не знаем	2	1
68	но даже и	1	1
69	одного и того	1	1
70	сказать что вся	1	1
71	мы видим что	2	1
72	тех или иных	3	1
73	теперь мы можем	1	1
74	на самом деле	3	1
75	в том что	1	1
76	в разговоре с	1	1
77	мы видели что	2	1
