N	2gram	Bakhtin_Pr_3	Psycholo
1	то что	9	37
2	и в	53	30
3	в том	14	27
4	что в	2	24
5	и что	1	23
6	потому что	5	23
7	том что	5	21
8	таким образом	6	20
9	все время	1	20
10	для того	1	20
11	как бы	14	19
12	что он	4	17
13	не только	4	16
14	в этом	8	14
15	в самом	2	14
16	то есть	48	13
17	в сущности	10	12
18	вместе с	2	12
19	может быть	12	11
20	как на	1	11
21	о том	2	10
22	и то	1	9
23	никогда не	2	9
24	так как	7	9
25	с другой	2	9
26	для этого	1	9
27	не может	2	9
28	сказать что	10	9
29	мы имеем	1	8
30	что это	2	8
31	при этом	3	8
32	заключается в	1	8
33	не в	2	8
34	и это	3	8
35	мы видим	2	8
36	а не	11	8
37	могут быть	4	8
38	то же	6	7
39	зависимости от	2	7
40	но не	5	7
41	в нем	10	7
42	точки зрения	4	7
43	в основе	5	7
44	этих двух	2	7
45	мы можем	5	7
46	как это	2	7
47	в зависимости	2	6
48	мы уже	5	6
49	что если	1	6
50	в своем	1	6
51	и если	3	6
52	что она	1	6
53	на этом	1	6
54	что все	1	6
55	как и	11	6
56	у шекспира	1	6
57	и его	10	6
58	как будто	2	6
59	или в	1	6
60	и здесь	1	6
61	по мнению	1	6
62	и тем	2	6
63	уже в	2	6
64	тем что	2	6
65	но и	7	6
66	именно в	2	6
67	мы все	2	6
68	и не	15	6
69	и для	4	6
70	жизни и	9	6
71	еще не	5	5
72	что они	1	5
73	что именно	2	5
74	когда он	1	5
75	в себе	5	5
76	в целом	1	5
77	в этой	1	5
78	было бы	5	5
79	рядом с	1	5
80	несмотря на	2	5
81	сих пор	5	5
82	же самое	1	5
83	как мы	5	5
84	но в	5	5
85	один из	6	5
86	в двух	2	5
87	дело с	1	5
88	только в	4	5
89	именно на	1	5
90	до сих	5	5
91	и потому	5	5
92	другой стороны	1	5
93	в своих	2	5
94	как только	1	4
95	то это	1	4
96	в ней	7	4
97	друг к	1	4
98	могли бы	1	4
99	и к	5	4
100	мы говорили	1	4
101	и заключается	2	4
102	в основу	1	4
103	к другу	1	4
104	есть не	1	4
105	в них	2	4
106	в своей	3	4
107	из которых	1	4
108	казалось бы	3	4
109	как она	1	4
110	мы найдем	3	4
111	по сравнению	4	4
112	внимание на	1	4
113	в его	8	4
114	не можем	1	4
115	только на	1	4
116	содержания и	1	4
117	в конце	3	4
118	должен был	1	4
119	говорит о	2	4
120	прежде всего	15	4
121	там где	1	4
122	о чем	1	4
123	сравнению с	4	4
124	именно это	1	4
125	в результате	1	4
126	показать как	1	4
127	от него	3	4
128	и все	10	4
129	а в	2	4
130	в их	2	3
131	по его	1	3
132	той же	5	3
133	мы не	4	3
134	в каждой	1	3
135	и на	18	3
136	в ее	3	3
137	как в	7	3
138	и наконец	2	3
139	для ее	3	3
140	в которой	2	3
141	из этих	1	3
142	на его	3	3
143	он не	3	3
144	состоит в	1	3
145	не как	1	3
146	в силу	1	3
147	так например	2	3
148	можно было	1	3
149	человека в	3	3
150	об этом	1	3
151	показать насколько	1	3
152	это не	6	3
153	эти два	2	3
154	показывает что	1	3
155	и уже	2	3
156	в этих	5	3
157	но он	2	3
158	и вся	3	3
159	вовсе не	3	3
160	есть нечто	1	3
161	самого начала	4	3
162	одна из	7	3
163	но только	1	3
164	этом отношении	1	3
165	с самого	3	3
166	так и	6	3
167	времени и	2	3
168	остановимся на	1	3
169	именно потому	1	3
170	что и	3	3
171	видим что	1	3
172	тот же	2	3
173	так что	1	3
174	у него	1	3
175	что на	1	3
176	под влиянием	1	3
177	в той	2	3
178	действие и	1	3
179	героя в	1	3
180	не существует	1	3
181	формы и	3	3
182	дело и	1	3
183	целый ряд	1	3
184	мы должны	4	3
185	хотя бы	2	3
186	и сейчас	1	3
187	и другие	9	3
188	это в	1	3
189	к этому	4	3
190	в таком	2	3
191	от этой	1	2
192	ли мы	1	2
193	ту же	1	2
194	того же	2	2
195	это и	1	2
196	из самых	2	2
197	и до	5	2
198	если я	1	2
199	он как	1	2
200	время как	1	2
201	но она	1	2
202	что иное	1	2
203	событий и	2	2
204	и он	1	2
205	он был	1	2
206	иное как	1	2
207	не найдем	1	2
208	в последних	1	2
209	с его	2	2
210	во всех	12	2
211	на самом	1	2
212	по отношению	2	2
213	себе и	1	2
214	отличие от	1	2
215	друг от	1	2
216	в одной	2	2
217	от друга	1	2
218	его на	1	2
219	с этим	2	2
220	перед нами	5	2
221	он в	2	2
222	все эти	9	2
223	к самому	4	2
224	вопроса о	1	2
225	как он	2	2
226	образом и	1	2
227	одной и	1	2
228	даже прямо	1	2
229	в нее	1	2
230	в каждом	4	2
231	как они	1	2
232	а затем	4	2
233	и с	6	2
234	в глазах	1	2
235	из них	4	2
236	только о	1	2
237	о которых	1	2
238	все равно	4	2
239	или наоборот	2	2
240	чем в	1	2
241	элемента в	1	2
242	как все	1	2
243	в котором	1	2
244	с точки	2	2
245	в отличие	1	2
246	и той	2	2
247	и под	3	2
248	бы сразу	1	2
249	в то	5	2
250	того как	1	2
251	что их	1	2
252	своего героя	1	2
253	и так	3	2
254	во всем	2	2
255	в образах	1	2
256	все то	3	2
257	нет ни	2	2
258	он видит	1	2
259	если же	1	2
260	знаем что	1	2
261	в себя	6	2
262	мог бы	1	2
263	наше внимание	1	2
264	что дело	1	2
265	и даже	2	2
266	ничего не	6	2
267	или иной	1	2
268	строго говоря	1	2
269	и та	1	2
270	но мы	1	2
271	или на	2	2
272	очень хорошо	3	2
273	можно сказать	8	2
274	но во	1	2
275	в форме	6	2
276	которые он	1	2
277	этом смысле	1	2
278	быть и	2	2
279	в большей	2	2
280	обе эти	3	2
281	что даже	1	2
282	это очень	4	2
283	в качестве	1	2
284	бы по	1	2
285	связи с	1	2
286	не дает	1	2
287	в душе	1	2
288	дает ему	1	2
289	представить себе	1	2
290	и трагедии	1	2
291	мы находим	2	2
292	даже и	2	2
293	чтобы показать	1	2
294	с той	1	2
295	себя и	2	2
296	и самый	5	2
297	в рассказе	2	2
298	характеров и	1	2
299	с помощью	1	2
300	в эпосе	1	2
301	над ним	1	2
302	по существу	5	2
303	с этой	1	2
304	все это	8	2
305	что касается	2	2
306	которых он	1	2
307	лицо и	1	2
308	той или	1	2
309	и ни	1	2
310	конце концов	1	2
311	в романе	1	2
312	между ними	2	2
313	не знает	4	2
314	противоречий и	1	2
315	не что	1	2
316	себе не	1	2
317	нас не	1	2
318	одним из	3	1
319	например в	5	1
320	в сфере	1	1
321	этого романа	1	1
322	связана с	2	1
323	в такой	1	1
324	силы и	2	1
325	здесь и	4	1
326	и неприятные	1	1
327	лежащая в	1	1
328	и внешних	1	1
329	нем нет	3	1
330	др в	2	1
331	разобраться и	1	1
332	самое же	1	1
333	содержание но	1	1
334	развитие в	2	1
335	почти все	1	1
336	роман в	1	1
337	мы и	2	1
338	конечно и	4	1
339	начала в	1	1
340	все так	1	1
341	скверный анекдот	1	1
342	на них	1	1
343	что через	1	1
344	столь же	1	1
345	возможности и	2	1
346	с трагическим	1	1
347	в сюжете	1	1
348	хода событий	1	1
349	видели что	2	1
350	мы будем	1	1
351	а только	1	1
352	связано с	1	1
353	для других	2	1
354	не все	1	1
355	души и	1	1
356	вступают в	2	1
357	отношение к	6	1
358	тут же	1	1
359	не просто	1	1
360	сюжетом и	1	1
361	значение имеет	1	1
362	форме и	1	1
363	внешних проявлений	1	1
364	один и	1	1
365	относится к	1	1
366	которые не	2	1
367	деле эти	1	1
368	и различные	1	1
369	еще и	1	1
370	и где	1	1
371	хотя и	4	1
372	царства и	1	1
373	произведения мы	1	1
374	более или	3	1
375	этой цели	1	1
376	можно сделать	1	1
377	и отчасти	2	1
378	тон и	1	1
379	в литературном	1	1
380	жизнь как	1	1
381	или во	1	1
382	не сделал	1	1
383	потому может	1	1
384	романа но	1	1
385	и тот	3	1
386	тому же	2	1
387	во многих	1	1
388	были связаны	2	1
389	так сказать	5	1
390	иногда же	1	1
391	широкое и	2	1
392	главным образом	3	1
393	время и	1	1
394	всех остальных	1	1
395	из авторов	1	1
396	но именно	1	1
397	о которой	1	1
398	собственном смысле	2	1
399	и вообще	3	1
400	не к	1	1
401	из виду	1	1
402	братья карамазовы	1	1
403	по своему	6	1
404	на земле	14	1
405	что тут	1	1
406	можно даже	1	1
407	с собой	1	1
408	подход к	1	1
409	бы дать	1	1
410	и может	1	1
411	на этой	1	1
412	на протяжении	5	1
413	уж не	1	1
414	в жизни	8	1
415	и смерти	2	1
416	но уже	1	1
417	самый характер	1	1
418	этого слова	1	1
419	это положение	1	1
420	оказываются здесь	1	1
421	далеко не	2	1
422	собою и	1	1
423	его слова	1	1
424	проявляется в	4	1
425	в один	2	1
426	или менее	3	1
427	в эту	3	1
428	которую он	1	1
429	благодаря этому	1	1
430	и помимо	1	1
431	ее элементами	1	1
432	человеком и	1	1
433	представление о	1	1
434	оказывается что	1	1
435	от себя	1	1
436	не менее	3	1
437	где она	1	1
438	но эта	1	1
439	которые в	1	1
440	в россии	1	1
441	и всякого	1	1
442	был только	1	1
443	по крайней	1	1
444	повести в	1	1
445	самое мы	1	1
446	их в	2	1
447	бы быть	1	1
448	даже в	1	1
449	вбирает в	1	1
450	если и	1	1
451	к некоторым	1	1
452	при всех	2	1
453	вплоть до	4	1
454	но они	4	1
455	отличную от	1	1
456	иной раз	1	1
457	на кладбище	3	1
458	принадлежат к	1	1
459	на него	1	1
460	в процессе	1	1
461	когда они	1	1
462	и отдельных	1	1
463	на самый	1	1
464	в самых	1	1
465	это еще	2	1
466	людям и	2	1
467	карамазова и	1	1
468	на язык	4	1
469	в разных	4	1
470	человека за	1	1
471	всего на	1	1
472	к ней	1	1
473	сцены в	1	1
474	вот что	2	1
475	и теперь	1	1
476	только с	1	1
477	в области	3	1
478	построено на	2	1
479	если только	1	1
480	ума и	2	1
481	т.п и	1	1
482	к себе	6	1
483	и другой	3	1
484	в других	1	1
485	элемент в	1	1
486	должны быть	1	1
487	и зрителей	1	1
488	этого и	1	1
489	важно было	1	1
490	всегда есть	1	1
491	в фокусе	1	1
492	всегда в	1	1
493	в применении	1	1
494	обычно в	3	1
495	элементы в	2	1
496	бы что	1	1
497	с ее	1	1
498	в некоторых	4	1
499	здесь не	4	1
500	он утверждает	1	1
501	рассматривать как	1	1
502	на другой	1	1
503	многочисленных и	1	1
504	и от	3	1
505	в собственном	2	1
506	и этим	1	1
507	значение в	4	1
508	шекспира и	1	1
509	убеждение в	1	1
510	поэтому мы	1	1
511	с первым	1	1
512	проблем и	1	1
513	и которые	2	1
514	реальной жизни	1	1
515	каждого из	2	1
516	здесь нет	1	1
517	во многом	2	1
518	к самой	1	1
519	совершенно невозможно	1	1
520	о нем	1	1
521	часто и	1	1
522	что самая	1	1
523	и т.д	2	1
524	но к	3	1
525	имеем дело	1	1
526	и поступки	1	1
527	это вполне	1	1
528	его жизни	1	1
529	на иных	1	1
530	после того	1	1
531	автоматизма и	1	1
532	это была	2	1
533	и во	4	1
534	между тем	2	1
535	комедии и	1	1
536	которые мы	2	1
537	нуждается в	1	1
538	сильное и	1	1
539	человека из	1	1
540	есть с	2	1
541	крайней мере	1	1
542	романа в	1	1
543	достоевского которые	1	1
544	вытекают из	1	1
545	и создает	3	1
546	и пусть	2	1
547	на которой	1	1
548	которое было	1	1
549	который один	1	1
550	о его	1	1
551	если скажем	1	1
552	не о	2	1
553	своей сущности	1	1
554	действие в	2	1
555	одной из	4	1
556	к чисто	1	1
557	и действительно	1	1
558	несколько типичных	1	1
559	всех его	1	1
560	во времени	1	1
561	и ее	6	1
