N	3gram	Vinokur_St_2	formyVre
1	и т п	3	11
2	с точки зрения	2	8
3	в связи с	1	7
4	для того чтобы	5	7
5	в том же	2	4
6	то же время	1	4
7	в то же	1	4
8	и в особенности	1	3
9	в том числе	1	3
10	и в этом	2	3
11	в том что	16	3
12	и т д	6	3
13	в другом месте	2	2
14	что в этом	1	2
15	в этом случае	1	2
16	до сих пор	5	2
17	сами по себе	2	2
18	потому что они	1	2
19	в этом отношении	9	2
20	не похож на	1	2
21	к тому времени	2	1
22	к участию в	1	1
23	в виду что	1	1
24	и для самого	1	1
25	на самом деле	1	1
26	в котором он	1	1
27	так что в	1	1
28	том что он	5	1
29	и как он	1	1
30	т д описание	1	1
31	важно подчеркнуть что	1	1
32	в конце концов	1	1
33	что он не	4	1
34	в отличие от	2	1
35	то что в	2	1
36	но он не	1	1
37	с тех пор	1	1
38	вместе с тем	5	1
39	для борьбы с	1	1
40	одно и то	1	1
41	эту борьбу с	1	1
42	из того же	1	1
43	в данном случае	1	1
44	так и на	1	1
45	и то же	1	1
46	по сравнению с	1	1
47	века и в	2	1
48	совершенно особое место	1	1
49	не до конца	2	1
50	гл iii в	1	1
51	для него самого	2	1
52	его борьба с	1	1
53	большую роль в	1	1
54	с другой стороны	3	1
55	вместо того чтобы	1	1
56	прежде всего к	1	1
57	в своем рассказе	1	1
58	в то время	1	1
59	и вместе с	1	1
60	в свою очередь	1	1
61	ни для кого	1	1
62	о том что	11	1
63	в одном из	3	1
64	с тем что	2	1
65	как она была	1	1
66	такую большую роль	1	1
67	с самого начала	3	1
68	один у другого	1	1
69	как бы ни	1	1
70	т п в	1	1
71	но все же	2	1
72	и в результате	1	1
73	но в отношении	1	1
74	в данном отношении	1	1
75	на границе между	1	1
76	к тому что	5	1
77	как мы видели	1	1
78	и в другом	1	1
