N	3gram	Vinokur_St_2	Istorich
1	и т д	6	18
2	до сих пор	5	6
3	точно так же	1	6
4	в этом случае	1	5
5	вместе с тем	5	5
6	в том что	16	5
7	но все же	2	4
8	что он не	4	4
9	так же как	3	4
10	в связи с	1	4
11	по отношению к	1	3
12	с тем что	2	3
13	в другом месте	2	2
14	иметь в виду	3	2
15	на самом деле	1	2
16	вместо того чтобы	1	2
17	с другой стороны	3	2
18	о том что	11	2
19	и вместе с	1	2
20	с самого начала	3	2
21	на то что	2	2
22	после того как	4	2
23	дело не в	1	2
24	к тому же	2	2
25	к тому времени	2	1
26	том что в	2	1
27	говорит об этом	2	1
28	в виду что	1	1
29	не столько с	1	1
30	на своем пути	1	1
31	в одной из	2	1
32	в зависимости от	1	1
33	сам по себе	1	1
34	в отличие от	2	1
35	за то что	2	1
36	с которыми он	1	1
37	ничего не говорится	1	1
38	не то что	1	1
39	в это время	2	1
40	уже потому что	1	1
41	т е в	1	1
42	в обоих случаях	1	1
43	в высшей степени	1	1
44	и то же	1	1
45	тем не менее	2	1
46	так или иначе	1	1
47	но вместе с	1	1
48	то что он	2	1
49	не говорится о	1	1
50	и в котором	1	1
51	тем что в	1	1
52	потому что они	1	1
53	что действующие лица	1	1
54	на вопрос о	1	1
55	об этом можно	1	1
56	и пр в	1	1
57	видим и здесь	1	1
58	сих пор в	1	1
59	что у него	1	1
60	не только не	2	1
61	но я не	1	1
62	по его мнению	1	1
63	этом можно судить	1	1
64	по этому поводу	2	1
65	том что он	5	1
66	надо иметь в	1	1
67	и в другом	1	1
