N	3gram	Medvedev_V_1	Psycholo
1	в том что	5	17
2	для того чтобы	3	13
3	в самом деле	1	11
4	и т п	9	8
5	не может быть	8	8
6	то же самое	1	6
7	до сих пор	1	5
8	в этом отношении	13	5
9	в художественном произведении	4	5
10	мы знаем что	2	4
11	том случае если	1	4
12	можно было бы	2	4
13	в том случае	1	4
14	так же как	1	4
15	в данном случае	1	4
16	о том что	3	4
17	только в том	2	4
18	сами по себе	1	3
19	в том чтобы	2	3
20	в конце концов	2	3
21	в то время	1	3
22	никогда не может	1	3
23	в конечном счете	5	3
24	таким образом и	1	3
25	это то что	1	2
26	подобно тому как	2	2
27	и не может	2	2
28	что он не	1	2
29	на этот вопрос	1	2
30	то время как	1	2
31	не в том	2	2
32	и в процессе	2	2
33	по сравнению с	1	2
34	которая не может	2	2
35	каждый из них	1	2
36	во всяком случае	1	2
37	этой точки зрения	2	2
38	в этой области	3	2
39	таким образом в	2	2
40	то же время	5	2
41	в свою очередь	1	2
42	того или иного	1	2
43	и никогда не	1	2
44	с другой стороны	8	2
45	что при всем	1	2
46	в то же	5	2
47	заключает в себе	1	2
48	к тому что	3	2
49	мы видим что	1	2
50	и т д	14	2
51	с его точки	1	1
52	то все же	1	1
53	бессознательного в искусстве	1	1
54	и может быть	1	1
55	а между тем	1	1
56	в силу того	1	1
57	в чем же	2	1
58	имеем в виду	1	1
59	в этом смысле	1	1
60	а не по	1	1
61	что для него	1	1
62	того или другого	1	1
63	о том как	3	1
64	то прежде всего	1	1
65	же как и	1	1
66	в свете этих	1	1
67	что и самые	1	1
68	его точки зрения	1	1
69	в таком случае	1	1
70	в процессе творчества	1	1
71	в зависимости от	5	1
72	леонардо да винчи	1	1
73	но и в	1	1
74	что все эти	1	1
75	не было бы	4	1
76	только то что	2	1
77	не один раз	1	1
78	и во всех	1	1
79	кроме того что	1	1
80	что в них	1	1
81	может быть даже	1	1
82	в противном случае	2	1
83	это и значит	1	1
84	ли это что	1	1
85	с этой точки	1	1
86	по крайней мере	2	1
87	как если бы	1	1
88	то или иное	1	1
89	вместе с тем	3	1
90	сводится именно к	1	1
91	по аналогии с	1	1
92	в ней не	1	1
93	одно и то	1	1
94	от того что	2	1
95	приводит к тому	1	1
96	а не только	1	1
97	взгляд на художественное	1	1
98	приходится главным образом	1	1
99	значит ли это	1	1
100	лежит в основе	1	1
101	ни к какому	1	1
102	с одной стороны	2	1
103	в действительной жизни	1	1
104	и то же	1	1
105	как будто бы	1	1
106	не могут быть	1	1
107	с того момента	1	1
108	имеем дело с	1	1
109	евгения онегина не	1	1
110	в художественную форму	1	1
111	все же не	1	1
112	в связи с	3	1
113	а потому и	1	1
114	может быть определена	1	1
115	ответ на этот	1	1
116	бы не было	2	1
117	бросается в глаза	1	1
118	художественного произведения и	1	1
119	дело так будто	1	1
120	более или менее	6	1
121	в светлое поле	1	1
122	том смысле что	1	1
123	в этом и	2	1
124	ничего общего с	1	1
125	не только не	2	1
126	более значительными аргументами	1	1
127	и в искусстве	1	1
128	можно сказать что	4	1
129	совершенно очевидно что	1	1
130	что у художников	1	1
131	после того как	1	1
132	все это имеет	1	1
133	все зависит от	1	1
134	по этому поводу	7	1
135	в том смысле	1	1
136	не значит что	1	1
137	те или иные	1	1
138	мы встречаемся с	1	1
139	светлое поле сознания	1	1
140	не имеет ничего	1	1
141	является только наиболее	1	1
142	в них по	1	1
