N	2gram	Nazirov_Tv_1	Mirosoze
1	и в	21	46
2	у достоевского	28	34
3	в нем	3	22
4	у него	7	22
5	может быть	5	21
6	в этом	6	20
7	не только	7	18
8	и не	7	18
9	никогда не	3	18
10	для него	6	18
11	есть лишь	1	17
12	во имя	2	16
13	но и	3	15
14	не может	4	15
15	человека в	6	14
16	как и	12	13
17	ведет к	2	13
18	иван карамазов	2	13
19	а не	5	13
20	не есть	1	13
21	к человеку	3	12
22	прежде всего	4	12
23	потому что	5	12
24	и он	2	11
25	не было	1	11
26	но он	2	11
27	в ней	2	11
28	у нас	1	11
29	но в	7	10
30	та же	4	10
31	в себе	2	10
32	он не	8	10
33	он был	1	9
34	не в	2	9
35	не знает	2	9
36	и есть	1	8
37	и достоевский	2	8
38	в своем	4	8
39	на земле	3	8
40	так как	3	8
41	если нет	1	8
42	она не	1	8
43	переходит в	2	8
44	в любви	2	8
45	человека к	1	8
46	как бы	17	8
47	но это	5	8
48	для достоевского	4	8
49	человека и	4	7
50	связана с	1	7
51	человеческой природы	1	7
52	в мире	4	7
53	как в	8	7
54	и к	1	7
55	в этой	5	7
56	человек не	1	7
57	русской земли	1	7
58	зла и	1	7
59	человеческой личности	3	7
60	хотя бы	5	7
61	что он	6	7
62	достоевского есть	1	6
63	что это	1	6
64	в бесах	3	6
65	в русской	5	6
66	не могу	2	6
67	он сам	6	6
68	и здесь	1	6
69	в народе	1	6
70	жизнь в	1	6
71	и зла	2	6
72	так же	3	6
73	того что	3	6
74	жизни и	3	6
75	по преимуществу	2	5
76	то же	13	5
77	есть не	2	5
78	я не	3	5
79	к преступлению	1	5
80	не способен	1	5
81	совсем не	1	5
82	достоевского была	1	5
83	в самом	3	5
84	бы и	1	5
85	и вот	1	5
86	что она	2	5
87	что все	3	5
88	бога и	2	5
89	в своей	4	5
90	в отношении	1	5
91	в конце	1	5
92	достоевский не	4	5
93	и его	6	5
94	к тому	2	5
95	и это	1	5
96	достоевского к	3	5
97	добра и	3	5
98	это не	4	5
99	один из	4	5
100	в его	13	5
101	к злу	1	5
102	свою свободу	1	5
103	то что	8	5
104	гармонии и	1	5
105	и все	6	5
106	в духе	2	5
107	также и	1	4
108	к чему	1	4
109	жизни это	1	4
110	с его	11	4
111	на деле	2	4
112	чем у	1	4
113	в жизни	2	4
