N	2gram	Vygotskiy__4	PoTuStor
1	может быть	12	17
2	и в	20	16
3	в этом	24	9
4	таким образом	25	9
5	и только	4	9
6	мы можем	5	9
7	прежде всего	2	9
8	и с	4	8
9	точки зрения	24	8
10	и его	5	8
11	не может	6	8
12	совершенно не	3	8
13	не только	15	7
14	в сознание	1	7
15	сказать что	6	7
16	самом деле	7	6
17	конечно не	1	6
18	при этом	12	6
19	с точки	11	6
20	и это	2	6
21	для него	2	6
22	и к	5	6
23	еще не	2	5
24	в чем	3	5
25	все эти	5	5
26	что такое	5	5
27	ни в	3	5
28	нуждается в	1	5
29	в него	2	5
30	как бы	7	5
31	на самом	1	4
32	и ее	1	4
33	и на	6	4
34	отнюдь не	3	4
35	но в	3	4
36	в этой	3	4
37	в нем	2	4
38	и может	1	4
39	его в	6	4
40	в один	3	4
41	мысли и	2	4
42	все это	1	4
43	самого начала	1	4
44	как мы	13	4
45	с самого	1	4
46	так и	5	4
47	но мы	1	4
48	можно сказать	1	4
49	в его	11	4
50	с ними	1	4
51	только в	10	4
52	и их	1	4
53	так как	10	4
54	и даже	1	4
55	но и	9	4
56	и не	8	4
57	тех же	1	3
58	едва ли	2	3
59	и значение	1	3
60	во всех	1	3
61	и есть	1	3
62	и как	9	3
63	на две	1	3
64	мы полагаем	1	3
65	их в	2	3
66	на этом	3	3
67	на этой	1	3
68	этом смысле	8	3
69	том что	35	3
70	никаких оснований	2	3
71	сих пор	1	3
72	в одном	1	3
73	и притом	1	3
74	в основе	17	3
75	до сих	1	3
76	те же	6	3
77	по сравнению	4	3
78	представлений и	3	3
79	на язык	1	3
80	с другими	1	3
81	в том	42	3
82	только на	2	3
83	мы знаем	1	3
84	всяком случае	3	3
85	полагаем что	1	3
86	даже не	1	3
87	в области	4	3
88	ребенка и	9	3
89	вместе с	8	3
90	и потому	1	3
91	как это	9	3
92	сравнению с	3	3
93	могут быть	7	3
94	в основном	1	3
95	ступенях развития	1	3
96	что в	19	3
97	в этих	3	3
98	а в	2	3
99	то что	15	3
100	между ними	4	3
101	во всяком	4	3
102	ту же	2	2
103	же как	6	2
104	этой теории	4	2
105	в самом	6	2
106	мы уже	5	2
107	мы не	1	2
108	из сказанного	1	2
109	говорить о	1	2
110	что можно	1	2
111	того же	9	2
112	между собой	5	2
113	из этих	2	2
114	совсем не	1	2
115	но как	2	2
116	друг на	5	2
117	с этим	5	2
118	в этот	1	2
119	что это	2	2
120	т.е не	1	2
121	вообще не	2	2
122	он не	1	2
123	момента в	2	2
124	и по	1	2
125	то же	16	2
126	по своему	4	2
127	связанные с	1	2
128	было бы	8	2
129	почти совершенно	1	2
130	как и	9	2
131	это нечто	1	2
132	на первый	4	2
133	в своей	7	2
134	почти не	1	2
135	знаем что	1	2
136	войти в	1	2
137	в детской	1	2
138	можем сказать	1	2
139	и вся	1	2
140	этих трех	2	2
141	возникает в	4	2
142	не менее	3	2
143	никогда не	5	2
144	и лишь	1	2
145	здесь же	1	2
146	понятия и	9	2
147	что на	2	2
148	в каком	2	2
149	не могут	3	2
150	что оно	4	2
151	т.е в	1	2
152	существует только	2	2
153	на основе	10	2
154	только то	1	2
155	для этого	1	2
156	с ним	1	2
157	находится в	1	2
158	является по	2	2
159	о том	5	2
160	другими словами	2	2
161	для нас	4	2
162	ранних ступенях	2	2
163	что и	9	2
164	во всей	4	2
165	может иметь	1	2
166	один из	3	2
167	образов и	2	2
168	мы видим	10	2
169	что он	6	2
170	и действительно	1	2
171	и так	1	2
172	всех его	1	2
173	со всеми	3	2
174	если мы	10	2
175	в начале	2	2
176	и других	3	2
177	эти понятия	3	2
178	у него	2	2
179	и т.п	2	2
180	характерно для	1	2
181	что не	1	2
182	на друга	5	2
183	не на	1	2
184	в развитии	25	2
185	что мы	7	2
186	с помощью	31	2
187	в частности	5	2
188	необходимость и	1	2
189	так же	11	2
190	в область	1	2
191	с этой	4	2
192	в свое	2	2
193	в систему	1	2
194	но это	1	2
195	и таким	1	2
196	и для	4	2
197	не существует	1	2
198	сознания и	1	2
199	ни было	1	2
200	нет никаких	1	2
201	не есть	2	2
202	это делает	1	2
203	не знает	2	2
204	всех других	1	2
205	ее в	1	2
206	к этому	4	2
207	они не	2	2
208	переносятся на	1	1
209	отношении и	1	1
210	говоря о	2	1
211	человека и	1	1
212	и то	10	1
213	он может	1	1
214	шаг за	1	1
215	явления и	1	1
216	что эти	2	1
217	не имеют	3	1
218	высшей степени	2	1
219	каком отношении	1	1
220	но должны	1	1
221	его не	1	1
222	мы имеем	2	1
223	этой фазе	1	1
224	что между	1	1
225	что если	2	1
226	ассоциативных связей	1	1
227	вопрос о	1	1
228	одних и	1	1
229	на место	3	1
230	нам в	2	1
231	создало человеческое	1	1
232	в основных	1	1
233	так чтобы	1	1
234	оно есть	1	1
235	план в	2	1
236	я не	1	1
237	в сновидении	3	1
238	но даже	1	1
239	не совсем	2	1
240	и оперирует	1	1
241	же что	1	1
242	зависимости от	2	1
243	в ней	2	1
244	настоящая работа	1	1
245	могущие быть	1	1
246	как один	1	1
247	первый план	4	1
248	иное как	1	1
249	столь же	3	1
250	бы то	1	1
251	их так	1	1
252	чем это	1	1
253	но не	3	1
254	попытались вскрыть	1	1
255	к процессу	1	1
256	ребенка можно	1	1
257	не входит	1	1
258	значение и	1	1
259	мы сейчас	1	1
260	что они	14	1
261	для объяснения	2	1
262	в течение	1	1
263	общего с	1	1
264	дает нам	1	1
265	все же	5	1
266	однако не	1	1
267	в полном	1	1
268	оценок но	1	1
269	хотя и	1	1
270	когда он	3	1
271	из сознания	1	1
272	не являются	3	1
273	его к	4	1
274	увидим что	5	1
275	уже не	1	1
276	та же	1	1
277	точку зрения	1	1
278	ступени развития	2	1
279	привести к	2	1
280	а во-вторых	1	1
281	предметов и	2	1
282	нужно как	1	1
283	в нашем	4	1
284	не оставляет	1	1
285	их объединяет	1	1
286	как он	4	1
287	во многих	2	1
288	полового созревания	1	1
289	по мнению	2	1
290	методы познания	1	1
291	на его	3	1
292	теории и	2	1
293	что она	1	1
294	главным образом	1	1
295	а просто	1	1
296	именно то	2	1
297	различные формы	1	1
298	с нашим	1	1
299	образом и	1	1
300	только те	1	1
301	наших глазах	1	1
302	практически он	1	1
303	но вместе	2	1
304	свое время	2	1
305	из него	2	1
306	приходим к	1	1
307	подобно тому	2	1
308	мы говорили	3	1
309	без исключения	1	1
310	у ребенка	13	1
311	то ни	1	1
312	как они	4	1
313	различие между	3	1
314	той же	6	1
315	момент и	1	1
316	по смыслу	3	1
317	на все	3	1
318	в единую	1	1
319	входит в	2	1
320	мы на	1	1
321	может стать	2	1
322	и определение	1	1
323	не чем	1	1
324	для них	1	1
325	он является	1	1
326	различает два	1	1
327	с тем	6	1
328	одна и	1	1
329	уже у	1	1
330	друга в	1	1
331	и того	5	1
332	одного и	6	1
333	но если	1	1
334	что есть	1	1
335	и мышления	3	1
336	обыденной жизни	1	1
337	мыслью о	1	1
338	в следующем	2	1
339	это наше	1	1
340	никакому сомнению	2	1
341	происхождения из	1	1
342	значение для	1	1
343	но эта	1	1
344	выше мы	1	1
345	исключительно на	1	1
346	которые в	4	1
347	иным как	1	1
348	есть еще	1	1
349	двух групп	1	1
350	на один	4	1
351	есть прежде	1	1
352	в смысле	4	1
353	и отсюда	1	1
354	тогда когда	8	1
355	в сущности	4	1
356	сталкиваемся с	1	1
357	сводится в	1	1
358	период полового	1	1
359	что иное	1	1
360	того чтобы	7	1
361	только не	5	1
362	вытекает из	1	1
363	не имеет	2	1
364	это мы	2	1
365	и всегда	1	1
366	ничего не	1	1
367	этих двух	1	1
368	они являются	7	1
369	нашим понятием	1	1
370	того в	1	1
371	в русском	1	1
372	во всем	3	1
373	к этим	2	1
374	связи с	3	1
375	ничто не	1	1
376	в сознании	4	1
377	в виду	3	1
378	ребенка не	7	1
379	уже и	2	1
380	и делает	1	1
381	мы и	2	1
382	с другом	7	1
383	и со	1	1
384	содержания как	1	1
385	от того	3	1
386	без точного	1	1
387	мы узнаем	2	1
388	их лежит	2	1
389	ребенка к	3	1
390	отличается от	2	1
391	же самое	7	1
392	одну и	1	1
393	к тому	6	1
394	бы он	1	1
395	день и	1	1
396	что при	2	1
397	как известно	3	1
398	ничего общего	3	1
399	бы по	1	1
400	своего развития	10	1
401	этом неизбежно	1	1
402	без всякого	1	1
403	данном случае	2	1
404	на нашу	1	1
405	характер и	1	1
406	в себя	1	1
407	говорили что	1	1
408	приводит к	3	1
409	роль в	4	1
410	и что	8	1
411	и сам	1	1
412	что может	1	1
413	и ту	1	1
414	можно было	6	1
415	мог бы	1	1
416	даны в	2	1
417	если бы	5	1
418	не опирается	1	1
419	с чего	1	1
420	мы вправе	1	1
421	в разных	1	1
422	связанная с	1	1
423	о нем	1	1
424	развития в	6	1
425	и здесь	2	1
426	два момента	1	1
427	и т.д	2	1
428	в детском	4	1
429	на вопрос	1	1
430	имеем дело	1	1
431	внимание на	3	1
432	и та	1	1
433	говорит об	1	1
434	как наиболее	2	1
435	нас в	3	1
436	очень близко	1	1
437	этот момент	1	1
438	на одном	2	1
439	в другой	2	1
440	быть даже	1	1
441	все время	4	1
442	это приводит	1	1
443	для ребенка	2	1
444	к нему	2	1
445	что здесь	2	1
446	она служит	1	1
447	и история	3	1
448	он что	2	1
449	но так	2	1
450	мы сталкиваемся	1	1
451	что только	1	1
452	сомнению что	1	1
453	тот же	9	1
454	на другие	1	1
455	дело с	1	1
456	истории его	1	1
457	мы увидим	1	1
458	близкое к	1	1
459	перенесения значения	2	1
460	первой стадии	1	1
461	никак нельзя	1	1
462	с одной	9	1
463	в качестве	21	1
464	себя в	3	1
465	же и	1	1
466	оказывается в	1	1
467	уже в	6	1
468	и они	1	1
469	то и	1	1
470	в конкретной	1	1
471	в нашей	2	1
472	это значение	3	1
473	не будут	1	1
474	ним и	1	1
475	в конце	1	1
476	те формы	1	1
477	как его	1	1
478	случае не	2	1
479	развития ребенок	1	1
480	как раз	1	1
481	этом отношении	7	1
482	они становятся	1	1
483	даже и	1	1
484	перейти к	1	1
485	для того	5	1
486	логического предела	1	1
487	без всякой	1	1
488	со стороны	3	1
489	в истинном	2	1
490	держится это	1	1
491	и сознание	1	1
492	в высшей	2	1
493	с другой	12	1
494	на ее	1	1
495	эта работа	1	1
496	и тех	2	1
497	здесь в	1	1
498	являются только	1	1
499	в свою	2	1
500	на чем	1	1
501	а с	2	1
502	на которые	1	1
503	думается нам	2	1
504	близко к	1	1
505	связано с	1	1
506	у нас	1	1
507	одной стороны	9	1
508	на этот	3	1
509	и самый	1	1
510	а не	7	1
511	с которым	2	1
512	не всегда	1	1
513	в связи	3	1
514	в момент	1	1
515	влияния на	2	1
516	предположить что	1	1
517	в данном	2	1
518	тому как	2	1
519	ребенком и	3	1
520	а потом	2	1
521	наконец и	1	1
522	друг с	7	1
523	из представлений	1	1
524	в состоянии	1	1
525	том смысле	2	1
526	т.е те	1	1
527	быть не	1	1
528	сейчас же	2	1
529	задолго до	1	1
530	и часто	1	1
531	наше предположение	1	1
532	мышления в	16	1
533	формы и	3	1
534	не подлежит	3	1
535	и другими	1	1
536	ли они	1	1
537	которая в	2	1
538	еще более	1	1
539	теряет свою	1	1
540	мы должны	11	1
541	ключом к	4	1
542	только что	4	1
543	же в	1	1
544	основе их	3	1
545	по поводу	1	1
546	и практически	1	1
547	является его	1	1
548	нет ничего	1	1
549	в период	1	1
550	чрезвычайно характерная	1	1
551	в точности	1	1
552	что такие	2	1
553	не что	1	1
554	чем иным	1	1
555	за шагом	1	1
556	которому в	1	1
557	в своих	1	1
558	этой точки	4	1
559	к логическому	1	1
560	это в	2	1
