N	3gram	Losev_Prob_4	RusskieA
1	в том что	8	15
2	и т д	3	9
3	вместе с тем	3	6
4	и в других	2	4
5	в связи с	3	4
6	о том что	3	4
7	к тому что	1	4
8	в настоящее время	1	3
9	с точки зрения	11	3
10	тем не менее	10	3
11	что иное как	2	2
12	мы не будем	2	2
13	в это время	1	2
14	и потому что	1	2
15	это не значит	1	2
16	по домам и	1	2
17	друг к другу	1	2
18	в свою очередь	1	2
19	к выводу что	1	2
20	но все же	1	2
21	по этому поводу	1	2
22	том что этот	1	2
23	не значит что	1	2
24	не что иное	2	2
25	по содержанию и	1	1
26	ни о каких	2	1
27	потому что он	2	1
28	а следовательно и	1	1
29	хотя и не	2	1
30	еще далеко не	1	1
31	только потому что	1	1
32	сказать что в	1	1
33	настоящей работе мы	2	1
34	одном и том	1	1
35	иметь в виду	1	1
36	точно так же	3	1
37	в настоящей работе	2	1
38	на самом деле	3	1
39	всяком случае не	1	1
40	т д и	1	1
41	же как и	1	1
42	в таком случае	1	1
43	на самом же	2	1
44	в себе и	2	1
45	что не только	1	1
46	и т п	1	1
47	можно было бы	4	1
48	это не имеет	2	1
49	к другому и	1	1
50	не только в	4	1
51	и том же	1	1
52	даже если бы	1	1
53	и в нашем	1	1
54	имеет ничего общего	2	1
55	как будто бы	2	1
56	приходит к выводу	1	1
57	и как бы	1	1
58	не только для	2	1
59	потому что она	2	1
60	во всяком случае	4	1
61	имеет много разных	1	1
62	так же как	1	1
63	самом же деле	2	1
64	не имеет ничего	2	1
65	бросается в глаза	1	1
66	сливаются в одно	1	1
67	здесь мы имеем	2	1
68	и все другие	1	1
69	одновременно является и	1	1
70	в одном и	1	1
71	в то время	2	1
72	об этом мы	1	1
73	ничего общего с	2	1
74	никак не может	1	1
75	вопрос о том	1	1
76	несмотря на все	1	1
77	на то что	1	1
78	содержанию и по	1	1
79	у нас в	1	1
80	для нас не	1	1
81	как и в	1	1
82	в данном случае	5	1
