N	3gram	Propp_Isto_6	StatiiOP
1	и т д	8	21
2	в том что	5	17
3	о том что	4	11
4	для того чтобы	1	10
5	можно было бы	2	8
6	до сих пор	4	7
7	в данном случае	3	6
8	с другой стороны	8	6
9	во всяком случае	2	6
10	не может быть	3	5
11	т д но	1	4
12	не только в	4	4
13	так например в	1	4
14	так и в	1	4
15	что и в	2	4
16	на то что	1	4
17	том что в	2	3
18	по отношению к	2	3
19	то или иное	1	3
20	так же как	1	3
21	на эти вопросы	1	3
22	это не значит	1	3
23	и мн др	1	3
24	но все же	2	3
25	не значит что	1	3
26	в свое время	1	2
27	так как в	1	2
28	в том числе	1	2
29	в этом случае	6	2
30	и в том	1	2
31	но и в	2	2
32	и то что	1	2
33	что в нем	2	2
34	том числе и	1	2
35	а иногда и	1	2
36	это прежде всего	1	2
37	с одной стороны	7	2
38	но в целом	1	2
39	в то время	3	2
40	всяком случае в	1	2
41	так или иначе	1	2
42	т е в	2	2
43	тем что в	1	2
44	а также и	1	2
45	мне кажется что	1	2
46	вообще не существует	1	2
47	речь идет о	1	2
48	из этих двух	1	2
49	в том смысле	1	2
50	тем не менее	1	2
51	как и в	2	2
52	должны были бы	1	1
53	однако и в	1	1
54	что должны быть	1	1
55	в другом месте	1	1
56	на том что	1	1
57	потому что он	2	1
58	в обоих случаях	1	1
59	если бы она	1	1
60	если таким образом	1	1
61	в которых он	1	1
62	к концу жизни	1	1
63	как производное от	1	1
64	том что он	1	1
65	же как и	1	1
66	в одной из	1	1
67	и что от	1	1
68	в зависимости от	1	1
69	что в одном	1	1
70	только то что	2	1
71	еще не означает	1	1
72	точно так же	2	1
73	на этот вопрос	1	1
74	прямом смысле этого	1	1
75	это может быть	1	1
76	о том как	3	1
77	то время как	3	1
78	в прямом смысле	1	1
79	а с другой	1	1
80	всяком случае не	1	1
81	они есть в	1	1
82	что от этого	1	1
83	что у нас	1	1
84	сих пор не	1	1
85	надо сказать что	1	1
86	таким образом в	1	1
87	и некоторые другие	1	1
88	том смысле что	1	1
89	но то что	1	1
90	смысле этого слова	1	1
91	и не может	1	1
92	с этой стороны	1	1
93	в какой-то степени	1	1
94	после того как	2	1
95	но это не	1	1
96	так как по	1	1
97	т д в	1	1
98	по так называемым	1	1
