N	2gram	Bakhtin_Pr_5	DiskursI
1	в качестве	1	34
2	не только	10	28
3	в том	5	23
4	а не	4	22
5	то есть	16	20
6	том что	3	19
7	может быть	14	17
8	как и	18	16
9	и в	35	16
10	в этом	14	15
11	еще не	7	14
12	но и	14	14
13	при этом	2	13
14	и т.п	6	12
15	по своей	2	11
16	но не	6	11
17	прежде всего	12	11
18	и не	27	11
19	как в	5	10
20	далеко не	1	10
21	с другой	4	10
22	по отношению	6	9
23	в нем	16	9
24	не может	18	9
25	с одной	1	9
26	отношению к	7	9
27	отнюдь не	1	8
28	но в	19	8
29	своего рода	2	8
30	о том	2	8
31	так и	8	8
32	в себе	5	7
33	то же	15	7
34	не в	10	7
35	в основе	1	7
36	роль в	1	7
37	в его	21	7
38	только в	6	7
39	в своем	2	6
40	пока еще	2	6
41	и как	2	6
42	и на	6	5
43	во всех	3	5
44	отличие от	2	5
45	тому же	3	5
46	в котором	3	5
47	в их	1	5
48	в отличие	2	5
49	в процессе	1	5
50	в себя	1	5
51	сводится к	3	5
52	или иной	4	5
53	можно сказать	1	5
54	а с	3	5
55	в данном	1	5
56	как бы	31	5
57	к тому	6	5
58	а в	7	5
59	то что	10	5
60	в своей	4	5
61	в которых	2	4
62	с его	7	4
63	в сторону	2	4
64	отношение к	6	4
65	и к	12	4
66	уже не	3	4
67	в целом	3	4
68	на его	4	4
69	не как	3	4
70	лишь в	7	4
71	в них	4	4
72	потому что	8	4
73	для себя	7	4
74	и т.д	3	4
75	же время	10	4
76	между тем	4	4
77	во втором	1	4
78	одной из	2	4
79	что он	24	4
80	для него	14	4
81	в особенности	1	4
82	по своим	1	4
83	что не	4	4
84	связи с	1	4
85	не является	1	4
86	что в	6	4
87	того же	1	3
88	и потому	1	3
89	в первом	2	3
90	в каждой	2	3
91	столь же	2	3
92	той или	4	3
93	в одной	3	3
94	с этим	3	3
95	перед нами	1	3
96	в самом	6	3
97	т.п но	1	3
98	вследствие этого	1	3
99	зрения на	1	3
100	это не	3	3
101	общения с	1	3
102	и того	2	3
103	точки зрения	7	3
104	в своих	1	3
105	однако в	2	3
106	бы быть	1	3
107	по себе	4	3
108	в то	11	3
109	он мог	1	3
110	к той	1	3
111	таким образом	7	3
112	они и	1	3
113	в строгом	1	3
114	как не	1	3
115	свою очередь	1	3
116	в ее	3	3
117	в произведении	2	3
118	времени и	2	3
119	еще в	4	3
120	и даже	5	3
121	или на	1	3
122	что и	3	3
123	хотя бы	2	3
124	из них	3	3
125	тем что	4	3
126	при всей	1	3
127	себе не	1	3
128	по своему	4	3
129	тому как	2	3
130	того что	3	3
131	один из	1	3
132	все же	8	3
133	в свою	1	3
134	сказать что	3	3
135	другой стороны	3	3
136	отношения к	1	2
137	одним из	1	2
138	например в	2	2
139	к другому	16	2
140	в сущности	14	2
141	совпадает с	2	2
142	ему в	1	2
143	в виду	3	2
144	слово не	2	2
145	служит для	1	2
146	сказать и	1	2
147	но как	4	2
148	за пределы	3	2
149	себя в	2	2
150	определяется не	2	2
151	как к	5	2
152	что касается	1	2
153	хотя и	2	2
154	когда он	3	2
155	в этой	1	2
156	так сказать	2	2
157	не следует	1	2
158	он ни	1	2
159	подобно тому	2	2
160	и по	2	2
161	на этом	2	2
162	так например	1	2
163	человека в	1	2
164	в каждом	6	2
165	об этом	1	2
166	того или	1	2
167	с человеком	3	2
168	одного и	1	2
169	в г	1	2
170	и без	4	2
171	мысли и	1	2
172	однако уже	1	2
173	по крайней	1	2
174	не менее	2	2
175	но они	1	2
176	что с	2	2
177	внутренней речи	5	2
178	к такому	1	2
179	и его	14	2
180	крайней мере	1	2
181	к себе	18	2
182	отличается от	1	2
183	же самое	1	2
184	значительной степени	1	2
185	мысли о	1	2
186	оно не	1	2
187	и он	2	2
188	как мы	8	2
189	с ее	3	2
190	говорит и	1	2
191	данном случае	1	2
192	характер и	2	2
193	в пределах	11	2
194	приводит к	2	2
195	же касается	1	2
196	но зато	4	2
197	в другом	12	2
198	было в	2	2
199	кого и	1	2
200	и вообще	2	2
201	в построении	2	2
202	о нем	2	2
203	во всяком	4	2
204	и что	6	2
205	самому себе	1	2
