N	3gram	Tiupa_Narr_2	Problema
1	о том что	4	9
2	с точки зрения	2	8
3	в том что	8	8
4	в связи с	1	7
5	тем не менее	4	5
6	что иное как	1	3
7	в этом смысле	1	3
8	точно так же	2	3
9	может быть только	1	3
10	то время как	1	3
11	далеко не всегда	1	3
12	с одной стороны	5	3
13	а с другой	1	3
14	в то время	1	3
15	можно сказать что	3	3
16	не что иное	1	3
17	по отношению к	5	2
18	никак не может	1	2
19	до сих пор	1	2
20	в таком случае	1	2
21	но и в	2	2
22	в данном случае	6	2
23	не может быть	2	2
24	во всяком случае	1	2
25	для того чтобы	1	2
26	не мог быть	1	2
27	в чем не	1	1
28	хотя и не	2	1
29	то что я	1	1
30	сказать что он	1	1
31	вовсе и не	1	1
32	одним и тем	1	1
33	на самом деле	2	1
34	в себе самом	2	1
35	в самом деле	1	1
36	свидетельствует о том	1	1
37	как раз и	1	1
38	и он не	1	1
39	он говорит о	1	1
40	не входит в	1	1
41	что только в	1	1
42	в этом отношении	3	1
43	по аналогии с	1	1
44	видя в нем	2	1
45	можно было бы	1	1
46	здесь не в	1	1
47	с этой стороны	1	1
48	с этой точки	1	1
49	едва ли не	1	1
50	на эту тему	1	1
51	он вовсе не	1	1
52	не в его	1	1
53	и тем же	1	1
54	как раз в	1	1
55	не только в	6	1
56	на первый взгляд	1	1
57	состоит в том	4	1
58	а также и	1	1
59	так или иначе	1	1
60	в результате его	1	1
61	что у него	1	1
62	мере в какой	2	1
63	этой точки зрения	1	1
64	в себе но	1	1
65	ни в чем	1	1
66	то же время	3	1
67	так и в	1	1
68	что в ней	1	1
69	у него есть	1	1
70	то есть в	1	1
71	всей жизни в	1	1
72	что никогда не	1	1
73	от солнца и	1	1
74	той или иной	3	1
75	в большинстве случаев	1	1
76	в то же	3	1
77	в том смысле	1	1
78	в xix в	1	1
79	и все же	2	1
80	по его мнению	1	1
81	к тому же	4	1
82	это свидетельствует о	1	1
83	которая не в	1	1
84	в нем не	1	1
