N	3gram	Losev_Vlad_3	DiskursI
1	в том что	10	13
2	с одной стороны	3	9
3	о том что	8	5
4	в отличие от	3	4
5	то же время	2	4
6	к тому же	5	4
7	а с другой	2	3
8	той или иной	1	3
9	не может быть	6	3
10	с другой стороны	2	3
11	в то же	3	3
12	что же касается	5	2
13	том что в	3	2
14	не говоря уже	1	2
15	в том числе	1	2
16	то же самое	1	2
17	одной стороны и	2	2
18	и не только	1	2
19	в основе своей	1	2
20	а не только	2	2
21	в данном случае	2	2
22	не только в	1	2
23	более или менее	5	2
24	сказать и о	1	2
25	только в том	3	2
26	в этом случае	1	1
27	еще и в	2	1
28	дело в том	5	1
29	а потому и	1	1
30	в этом последнем	1	1
31	в котором он	1	1
32	также и в	2	1
33	в этом смысле	3	1
34	внимание на то	1	1
35	свидетельствует о том	2	1
36	как раз и	5	1
37	значении этого слова	1	1
38	о том как	1	1
39	с точки зрения	6	1
40	и должны быть	1	1
41	до сих пор	1	1
42	том случае если	2	1
43	и в то	2	1
44	хотя бы и	3	1
45	том что вся	1	1
46	сам по себе	2	1
47	в строгом смысле	1	1
48	в первую очередь	1	1
49	только то что	1	1
50	в таком случае	2	1
51	перед нами не	1	1
52	также и все	1	1
53	в противном случае	1	1
54	вместе с тем	6	1
55	есть она сама	1	1
56	и далеко не	1	1
57	одно и то	1	1
58	не могло быть	1	1
59	как мы видели	3	1
60	содержит в себе	4	1
61	далеко не всегда	1	1
62	и в том	2	1
63	именно в этой	1	1
64	не дошли до	1	1
65	кто из вас	1	1
66	и потому что	2	1
67	как будто бы	1	1
68	в известном смысле	1	1
69	то что оба	1	1
70	существенная роль в	1	1
71	в том случае	3	1
72	потому что в	1	1
73	в связи с	2	1
74	и не могло	1	1
75	котором он говорит	1	1
76	том что он	1	1
77	во всяком случае	3	1
78	хотя бы на	1	1
79	в новое время	1	1
80	только в составе	1	1
81	в этом отношении	2	1
82	все того же	1	1
83	в этом же	1	1
84	необходимо отметить что	1	1
85	это и есть	1	1
86	там же с	6	1
87	не может существовать	1	1
88	с самого начала	1	1
89	заключается в том	1	1
90	в этом рассуждении	1	1
91	несмотря на все	1	1
92	только при наличии	1	1
93	на то что	2	1
94	может и не	1	1
95	в данном отношении	1	1
96	и то же	1	1
97	возможна только в	1	1
98	в том и	1	1
99	тем не менее	9	1
100	в себе не	1	1
