N	3gram	Tiupa_Anal_1	Dialekti
1	с точки зрения	4	9
2	в том что	9	9
3	что иное как	5	8
4	не что иное	4	8
5	по крайней мере	1	7
6	не может быть	16	6
7	то же время	6	6
8	в то же	8	6
9	есть не что	3	5
10	для того чтобы	3	5
11	в этом смысле	1	4
12	субъекта и объекта	1	4
13	не в том	3	4
14	подобно тому как	3	4
15	в результате которой	1	4
16	только тогда когда	1	4
17	и той же	1	3
18	не говоря уже	1	3
19	говоря уже о	1	3
20	то или иное	1	3
21	одной и той	1	3
22	в данный момент	1	2
23	равно как и	1	2
24	о том как	1	2
25	слово о личности	1	2
26	сам по себе	1	2
27	есть в сущности	1	2
28	ни в коем	2	2
29	в собственном смысле	1	2
30	с этой точки	1	2
31	в коем случае	2	2
32	но в то	2	2
33	ни на что	1	2
34	случае не есть	1	2
35	этой точки зрения	1	2
36	один из возможных	1	2
37	то что мы	1	2
38	коем случае не	2	2
39	в свою очередь	1	2
40	и в частности	1	2
41	в течение всего	1	2
42	но прежде всего	1	1
43	всего своего изменения	1	1
44	ни с какой	1	1
45	от себя и	2	1
46	мы имеем дело	4	1
47	прежде всего в	1	1
48	а не в	3	1
49	такой же точно	1	1
50	совершенно неизменным в	1	1
51	сознательно или бессознательно	1	1
52	точки зрения в	1	1
53	самом же деле	1	1
54	не было и	1	1
55	именно в этом	2	1
56	в зависимости от	1	1
57	только для того	1	1
58	в той же	1	1
59	в отличие от	6	1
60	и та же	1	1
61	на самом же	1	1
62	того и другого	2	1
63	нечто остающееся совершенно	1	1
64	и не будет	1	1
65	нет ничего что	1	1
66	в основе своей	2	1
67	всех трех моментов	1	1
68	и не в	4	1
69	в том случае	1	1
70	как и на	1	1
71	исходя из того	2	1
72	субъект и объект	1	1
73	не будет никогда	1	1
74	в новом свете	1	1
75	что не есть	1	1
76	что то что	1	1
77	в данном случае	2	1
78	не только в	1	1
79	и выявляющее личность	1	1
80	личности слово принадлежащее	1	1
81	вслед за ним	1	1
82	есть слово о	1	1
83	и в сущности	1	1
84	едва ли возможно	1	1
85	и при этом	1	1
86	неизменным в течение	1	1
87	о личности слово	1	1
88	и как бы	1	1
89	по природе своей	2	1
90	в нашем случае	3	1
91	в связи с	1	1
92	течение всего своего	1	1
93	отнюдь не всегда	1	1
94	есть нечто остающееся	1	1
95	лишь в том	3	1
96	собой один из	1	1
97	я не могу	1	1
98	никогда другой такой	1	1
99	принадлежащее личности выражающее	1	1
100	было и не	1	1
101	же точно личности	1	1
102	абсолютно самородна оригинальна	1	1
103	личности выражающее и	1	1
104	с той или	1	1
105	а вместе с	1	1
106	вместе с ним	2	1
107	или можно сказать	1	1
108	остающееся совершенно неизменным	1	1
109	одна и та	1	1
110	о том что	3	1
111	и вместе с	1	1
112	оригинальна не было	1	1
113	и не может	4	1
114	включает в себя	1	1
115	с другой стороны	2	1
116	будет никогда другой	1	1
117	самородна оригинальна не	1	1
118	в особенности же	1	1
119	тех или иных	2	1
120	оно и не	1	1
121	она есть нечто	1	1
122	из того что	3	1
123	выражающее и выявляющее	1	1
124	слово принадлежащее личности	1	1
125	эти два плана	1	1
126	том случае если	1	1
127	той или иной	6	1
128	другой такой же	1	1
