N	2gram	Bakhtin_Pr_5	Tragedij
1	и в	35	18
2	в романе	1	10
3	в этом	14	9
4	в бесах	1	9
5	не только	10	8
6	он сам	6	7
7	и с	12	7
8	и на	6	7
9	может быть	14	7
10	как бы	31	7
11	и не	27	7
12	но в	19	6
13	и его	14	6
14	же время	10	6
15	что он	24	6
16	у него	4	6
17	то же	15	5
18	все же	8	5
19	что это	4	5
20	это не	3	5
21	как и	18	5
22	в то	11	5
23	в дальнейшем	2	5
24	так и	8	5
25	это очень	1	5
26	не может	18	5
27	у достоевского	12	5
28	а я	10	5
29	я не	8	4
30	еще не	7	4
31	в себе	5	4
32	в целом	3	4
33	что достоевский	1	4
34	в этой	1	4
35	в нем	16	4
36	об этом	1	4
37	том что	3	4
38	что я	13	4
39	достоевский не	1	4
40	и что	6	4
41	но и	14	4
42	и даже	5	4
43	прежде всего	12	4
44	так же	7	4
45	но это	6	4
46	все это	14	4
47	что в	6	4
48	и все	15	4
49	то что	10	4
50	достоевского в	3	3
51	в мире	4	3
52	и он	2	3
53	своего рода	2	3
54	эпизод с	2	3
55	отнюдь не	1	3
56	как в	5	3
57	в своем	2	3
58	и как	2	3
59	все эти	3	3
60	при этом	2	3
61	то есть	16	3
62	должно быть	3	3
63	что с	2	3
64	о чем	1	3
65	на суде	2	3
66	что вы	2	3
67	с ее	3	3
68	и сам	7	3
69	мог бы	2	3
70	жизнь и	2	3
71	с ним	7	3
72	к нему	13	3
73	в его	21	3
74	один из	1	3
75	уже в	3	3
76	записках из	1	3
77	для него	14	3
78	в конце	5	3
79	как будто	4	3
80	один в	2	3
81	в основном	1	3
82	ставрогина и	1	3
83	если б	3	2
84	ивана карамазова	4	2
85	в первом	2	2
86	и до	1	2
87	что эти	1	2
88	а как	2	2
89	общество в	1	2
90	по замыслу	11	2
91	никогда не	4	2
92	и то	5	2
93	другим в	1	2
94	он был	1	2
95	столь же	2	2
96	в преступлении	1	2
97	с его	7	2
98	ее к	1	2
99	отношение к	6	2
100	отличие от	2	2
101	тут же	1	2
102	не просто	2	2
103	так что	5	2
104	романах достоевского	4	2
105	перед нами	1	2
106	говорит что	1	2
107	я к	2	2
108	впечатление что	1	2
109	в самом	6	2
110	в письмах	1	2
111	бы и	2	2
112	то и	1	2
113	в записках	2	2
114	он не	13	2
115	что же?	1	2
116	но все	4	2
117	что все	2	2
118	его в	4	2
119	знает что	3	2
120	я все	5	2
121	ни в	2	2
122	нет в	3	2
123	с тем	3	2
124	не мог	3	2
125	я ведь	4	2
126	любви и	1	2
127	к ивану	1	2
128	замыслу достоевского	7	2
129	в отличие	2	2
130	что говорит	1	2
131	вопрос о	2	2
132	но эта	2	2
133	не в	10	2
134	отцом и	1	2
135	настасья филипповна	5	2
136	что этот	1	2
137	раз и	3	2
138	но они	1	2
139	этими двумя	2	2
140	одна из	1	2
141	я буду	1	2
142	не могут	1	2
143	его за	4	2
144	он и	5	2
145	к тому	6	2
146	и это	5	2
147	в ее	3	2
148	данном случае	1	2
149	он вообще	1	2
150	первого же	1	2
151	еще в	4	2
152	а что	2	2
153	ничего не	3	2
154	лицо его	1	2
155	о том	2	2
156	в глаза	5	2
157	что и	3	2
158	в том	5	2
159	между этими	1	2
160	и ее	1	2
161	ставрогина к	2	2
162	на всем	1	2
163	уже не	3	2
164	в виде	7	2
165	в душе	2	2
166	в одном	6	2
167	друг друга	2	2
168	не случайно	2	2
169	на меня	6	2
170	тем что	4	2
171	с иваном	1	2
172	чем он	1	2
173	говорит о	2	2
174	до конца	4	2
175	в рассказе	2	2
176	под влиянием	3	2
177	было в	2	2
178	с первого	1	2
179	я тебе	1	2
180	в данном	1	2
181	ненависть к	2	2
182	и вас	1	2
183	очень важно	2	2
184	о его	1	2
185	еще раз	1	2
186	в силах	2	2
187	это уже	2	2
188	для достоевского	2	2
189	потому что	8	2
190	я и	2	1
191	а между	3	1
192	ту же	1	1
193	одним из	1	1
194	например в	2	1
195	я его	1	1
196	цинизма и	1	1
197	сам по	2	1
198	самом деле	10	1
199	силы и	1	1
200	это и	3	1
201	о нет	1	1
202	если другой	2	1
203	поэтому он	3	1
204	проникает в	2	1
205	голову что	1	1
206	высшей степени	3	1
207	достоевский считал	1	1
208	той же	2	1
209	исповеди ставрогина	3	1
210	сильное впечатление	1	1
211	что уже	1	1
212	откровенностью и	1	1
213	в вашей	2	1
214	событий и	1	1
215	ему в	1	1
216	в виду	3	1
217	начала в	1	1
218	не способен	1	1
219	за этот	1	1
220	в ней	2	1
221	он обратился	1	1
222	быть в	2	1
223	в чем	4	1
224	во всех	3	1
225	мысль что	1	1
226	в двойнике	10	1
227	в петербурге	1	1
228	но не	6	1
229	отказ от	1	1
230	но как	4	1
231	в голове	2	1
232	всем его	1	1
233	с отцом	1	1
234	этот тон	3	1
235	а он	3	1
236	с совершенно	1	1
237	за пределы	3	1
238	руку и	1	1
239	его романа	1	1
240	ненавистью и	1	1
241	тебе и	1	1
242	протяжении романа	1	1
243	чем же	1	1
244	материалом для	2	1
245	в центре	1	1
246	вот я	3	1
247	вот как	4	1
248	голядкина в	1	1
249	мысль о	1	1
250	и наконец	7	1
251	стиля и	1	1
252	x в	1	1
253	вы сами	2	1
254	них он	2	1
255	именно эта	1	1
256	чего же	1	1
257	то в	2	1
258	оттого что	1	1
259	в которой	2	1
260	автор в	2	1
261	сливается с	4	1
262	он в	4	1
263	бы не	2	1
264	же слова	2	1
265	говорит не	1	1
266	жизнь как	1	1
267	как он	2	1
268	исповедь ставрогина	3	1
269	в братьях	3	1
270	ответом на	1	1
271	не могла	1	1
272	человек не	1	1
273	и если	1	1
274	вообще не	2	1
275	так сказать	2	1
276	одному из	1	1
277	роли в	1	1
278	чем у	1	1
279	его самого	1	1
280	к одному	3	1
281	не как	3	1
282	что тут	2	1
283	никому не	1	1
284	и по	2	1
285	на этом	2	1
286	что сам	2	1
287	таким образом	7	1
288	последнее слово	4	1
289	я вам	5	1
290	здесь мы	1	1
291	а затем	2	1
292	же не	4	1
293	за то	1	1
294	в другом	12	1
295	конечно в	2	1
296	на все	1	1
297	о пусть	1	1
298	лишь в	7	1
299	это было	2	1
300	и сердце	1	1
301	известно что	1	1
302	характерный для	1	1
303	но уже	2	1
304	в них	4	1
305	достоевский и	1	1
306	достоевского и	2	1
307	в высшей	3	1
308	из подполья	35	1
309	этого не	3	1
310	всю жизнь	2	1
311	эту тему	1	1
312	которой он	3	1
313	и знаете	1	1
314	когда я	5	1
315	для чего	1	1
316	произведениях достоевского	2	1
317	же я	2	1
318	перед собой	1	1
319	но я	2	1
320	же ведь	1	1
321	и при	1	1
322	в своей	4	1
323	в такой	4	1
324	почти не	1	1
325	в котором	3	1
326	человеком и	1	1
327	перед другим	1	1
328	знает и	5	1
329	хочу чтобы	2	1
330	понятно что	2	1
331	очень может	1	1
332	знал и	1	1
333	где на	1	1
334	чтоб я	1	1
335	и вот	4	1
336	но он	4	1
337	тем не	1	1
338	речи в	2	1
339	с такими	1	1
340	им под	1	1
341	на всю	2	1
342	по себе	4	1
343	тому что	2	1
344	в эпилоге	1	1
345	так он	1	1
346	не менее	2	1
347	ну да	2	1
348	она не	1	1
349	самого начала	8	1
350	считает что	1	1
351	на котором	1	1
352	как его	3	1
353	тогда и	2	1
354	нельзя ли	1	1
355	творчества достоевского	1	1
356	но только	3	1
357	он с	6	1
358	только не	1	1
359	и всегда	1	1
360	в самой	1	1
361	бы сказали	1	1
362	или как	3	1
363	успокоиться на	1	1
364	к ней	2	1
365	по своей	2	1
366	к вам	1	1
367	связи с	1	1
368	входят в	1	1
369	x здесь	1	1
370	что на	2	1
371	ли это	2	1
372	ну а	1	1
373	перед ним	1	1
374	в стиле	4	1
375	к себе	18	1
376	строится как	2	1
377	глаза в	1	1
378	сладострастие в	1	1
379	и чужой	1	1
380	что оно	2	1
381	его с	5	1
382	за что	1	1
383	и т.д	3	1
384	к речи	1	1
385	где он	4	1
386	в применении	1	1
387	вы не	2	1
388	образы и	1	1
389	как мы	8	1
390	того чтобы	1	1
391	не хочу	4	1
392	всего этого	3	1
393	достоевского к	1	1
394	я вдруг	1	1
395	в душу	2	1
396	говорит иван	1	1
397	с самого	8	1
398	настасьи филипповны	7	1
399	говорили что	4	1
400	и оскорбляет	1	1
401	роль в	1	1
402	человека с	3	1
403	с собой	2	1
404	можно было	2	1
405	на нее	2	1
406	больше в	1	1
407	не выдержал	1	1
408	в последующих	1	1
409	во многом	1	1
410	заставляет ее	1	1
411	по сравнению	1	1
412	за этими	1	1
413	в последней	1	1
414	в диалог	1	1
415	на них	7	1
416	собою но	1	1
417	говорил что	1	1
418	здесь достоевский	1	1
419	и должно	1	1
420	мире достоевского	3	1
421	всем протяжении	1	1
422	на вопрос	2	1
423	знает но	1	1
424	но мы	1	1
425	после того	1	1
426	в исповеди	5	1
427	чтобы не	2	1
428	от него	6	1
429	все в	1	1
430	связь между	1	1
431	между тем	4	1
432	нуждается в	3	1
433	отметить что	1	1
434	говорит он	4	1
435	в форме	3	1
436	все время	4	1
437	и она	1	1
438	смеялся он	1	1
439	о своих	1	1
440	нет он	1	1
441	для самого	1	1
442	и пусть	2	1
443	виде отдельных	1	1
444	того что	3	1
445	он есть	2	1
446	как самоцель	1	1
447	о рассказе	1	1
448	и дело	1	1
449	и ненависть	1	1
450	согласиться с	1	1
451	с ними	5	1
452	что даже	2	1
453	только в	6	1
454	во всем	4	1
455	такого как	1	1
456	приходит в	1	1
457	что ж	1	1
458	с одной	1	1
459	всегда с	2	1
460	вот что	1	1
461	есть в	1	1
462	я я	1	1
463	эти черты	1	1
464	мы бы	1	1
465	только на	4	1
