N	2gram	Medvedev_S_1	Myshleni
1	таким образом	2	26
2	в том	5	24
3	и в	3	23
4	том что	2	21
5	в целом	1	20
6	в этом	5	17
7	то что	2	17
8	не только	3	16
9	как и	1	14
10	может быть	2	14
11	но и	2	14
12	в его	3	14
13	что в	2	14
14	с помощью	1	13
15	не может	1	12
16	как бы	2	11
17	с другой	1	10
18	прежде всего	1	10
19	между тем	1	9
20	одной стороны	1	9
21	и не	1	9
22	то же	2	8
23	в процессе	1	8
24	нашей работы	1	8
25	с одной	1	8
26	мы не	1	7
27	по отношению	2	7
28	в этой	1	7
29	в то	1	7
30	что он	1	7
31	отношению к	2	7
32	в сущности	1	6
33	все это	7	6
34	столь же	1	6
35	в силу	1	6
36	и его	1	6
37	о том	1	6
38	связь между	1	6
39	только в	2	6
40	тем что	1	6
41	именно в	1	6
42	между собой	1	5
43	бы в	1	5
44	перед нами	1	5
45	и как	1	5
46	и более	1	5
47	на основании	1	5
48	представить себе	1	5
49	для этого	1	5
50	по себе	1	5
51	тому что	1	5
52	мысли в	1	5
53	и что	2	5
54	так и	1	5
55	тем более	2	5
56	мы должны	1	5
57	в котором	1	4
58	в чем	1	4
59	но не	1	4
60	все эти	1	4
61	что она	1	4
62	что все	1	4
63	было бы	2	4
64	в своей	1	4
65	не в	3	4
66	а с	1	4
67	по существу	2	4
68	стоит только	1	4
69	она должна	1	4
70	в результате	2	4
71	хотя бы	1	4
72	полагает что	1	3
73	друг от	1	3
74	все же	1	3
75	что это	1	3
76	на все	1	3
77	и мы	2	3
78	ничего не	1	3
79	в области	1	3
80	факта что	1	3
81	же самое	1	3
82	от друга	1	3
83	может не	1	3
84	на отдельные	1	3
85	связи с	1	3
86	всяком случае	1	3
87	вовсе не	1	3
88	на этот	1	3
89	раньше всего	1	3
90	только для	1	3
91	во всяком	1	3
92	и должны	1	2
93	что эти	1	2
94	нашей науки	2	2
95	первый план	1	2
96	только тогда	1	2
97	за пределы	2	2
98	и наконец	1	2
99	главным образом	2	2
100	существу дела	1	2
101	в них	1	2
102	иначе говоря	1	2
103	на первый	1	2
104	в этих	1	2
105	его построения	1	2
106	даже в	1	2
107	к изучению	1	2
108	никогда не	1	2
109	благодаря тому	1	2
110	же время	1	2
111	больше того	1	2
112	бы он	1	2
113	в конце	2	2
114	мы думаем	1	2
115	наконец в	1	2
116	из современных	1	2
117	один из	1	2
118	без этого	1	2
119	в виде	1	2
120	или даже	2	2
121	значении слова	1	2
122	в частности	2	2
123	и потому	1	2
124	в данном	1	2
125	в смысле	2	2
126	а в	1	2
127	между ними	1	2
128	не способен	1	1
129	еще не	2	1
130	любой области	1	1
131	конечном счете	1	1
132	очевидно что	2	1
133	и будет	1	1
134	он ни	1	1
135	сама по	1	1
136	вопросом о	1	1
137	психологии и	1	1
138	новое и	1	1
139	на психологию	1	1
140	и заключается	2	1
141	этих вопросов	1	1
142	методологической системы	1	1
143	для изучения	1	1
144	вытекающих из	1	1
145	по крайней	1	1
146	тем именно	1	1
147	этой области	1	1
148	результате его	1	1
149	в область	1	1
150	это дает	1	1
151	работы как	1	1
152	как будто	2	1
153	вот в	1	1
154	всему этому	1	1
155	представляется нам	1	1
156	по самому	1	1
157	когда мы	1	1
158	ли не	1	1
159	как только	2	1
160	слова но	1	1
161	опираясь на	1	1
162	ибо по	1	1
163	только то	1	1
164	никак не	1	1
165	против этого	1	1
166	от общих	1	1
167	единства и	1	1
168	происходит не	1	1
169	в конечном	1	1
170	это не	1	1
171	которая должна	1	1
172	обобщения которые	1	1
173	именно на	1	1
174	влияет на	1	1
175	это неизбежно	1	1
176	не дает	1	1
177	эти два	1	1
178	него для	1	1
179	может служить	1	1
180	у него	1	1
181	нужно было	2	1
182	в любой	1	1
183	работах и	1	1
184	не было	1	1
185	зависит от	1	1
186	отнюдь не	1	1
187	это значит	1	1
188	что метод	1	1
189	утверждает в	1	1
190	раскрыть перспективы	1	1
191	в строгом	1	1
192	но сам	1	1
193	остается в	1	1
194	крайней мере	1	1
195	области знания	1	1
196	он по	1	1
197	это как	1	1
198	конце концов	2	1
199	все то	1	1
200	принять его	1	1
201	только как	2	1
202	в заключение	1	1
