N	3gram	Bakhtin_Pr_4	Mirosoze
1	не может быть	8	17
2	но и в	2	4
3	все творчество достоевского	1	4
4	и вместе с	1	4
5	мы увидим что	2	3
6	в братьях карамазовых	2	3
7	и в нем	1	3
8	и в конце	1	2
9	не может не	1	2
10	прежде всего в	1	2
11	по отношению к	5	2
12	до сих пор	8	2
13	и не может	7	2
14	хотя бы и	1	2
15	в свою противоположность	1	2
16	у достоевского и	1	2
17	он никогда не	1	2
18	не только в	1	2
19	в конце концов	1	2
20	он уже не	1	2
21	в нем не	1	2
22	он живет в	1	2
23	достоевского прежде всего	1	2
24	в этом он	1	2
25	никогда не может	1	2
26	я хотел бы	1	2
27	в высшей степени	1	2
28	а не к	1	1
29	нет и не	2	1
30	очень важное место	1	1
31	но она не	1	1
32	нельзя понять его	1	1
33	а вовсе не	1	1
34	имеем в виду	3	1
35	в себе самом	2	1
36	ивана карамазова в	1	1
37	в самом деле	4	1
38	себе что он	1	1
39	у достоевского в	2	1
40	как и все	4	1
41	в отличие от	3	1
42	в романах достоевского	4	1
43	не знает что	1	1
44	может быть и	1	1
45	иное отношение к	1	1
46	его личности и	1	1
47	и есть подлинная	1	1
48	в значительной степени	1	1
49	по сравнению с	1	1
50	с разных сторон	1	1
51	герой из подполья	1	1
52	во всяком случае	1	1
53	и в самой	2	1
54	как бы в	3	1
55	в отношении к	2	1
56	что до сих	1	1
57	между тем как	1	1
58	как бы не	1	1
59	ставит нас перед	1	1
60	в себе и	1	1
61	занимает очень важное	1	1
62	между этими двумя	1	1
63	в него как	1	1
64	что совершается в	1	1
65	настасьи филипповны и	1	1
66	преступления и наказания	3	1
67	есть уже не	1	1
68	мы имеем в	3	1
69	у достоевского он	1	1
70	о том что	2	1
71	и ту же	1	1
72	есть прежде всего	1	1
73	и во всем	1	1
74	можно было бы	2	1
75	одну и ту	1	1
76	в том что	2	1
77	все это не	1	1
78	выходит за пределы	1	1
79	выходят за пределы	2	1
