N	2gram	Bakhtin_Fr_4	Problema
1	и не	16	28
2	то есть	21	27
3	не только	10	24
4	только в	2	23
5	в виде	1	22
6	вовсе не	9	21
7	и в	29	20
8	в том	7	20
9	ни в	2	17
10	все эти	9	16
11	смысле слова	1	15
12	то что	4	15
13	потому что	1	15
14	точки зрения	4	14
15	у нас	1	14
16	но и	9	14
17	также и	4	13
18	перед нами	4	13
19	даже и	2	13
20	в нашем	4	12
21	в себе	3	12
22	том что	3	12
23	с точки	2	11
24	прежде всего	8	11
25	подобного рода	2	11
26	как будто	2	11
27	и его	8	10
28	так и	11	10
29	в качестве	3	10
30	при помощи	1	10
31	нашем смысле	1	10
32	в этом	11	9
33	может быть	2	9
34	и даже	3	9
35	все это	4	9
36	но в	12	8
37	таким образом	20	8
38	если бы	1	8
39	что он	4	8
40	в той	2	8
41	в результате	4	8
42	и все	13	8
43	то же	10	7
44	мы не	1	7
45	в ней	3	7
46	еще не	4	7
47	и с	9	7
48	это не	5	7
49	здесь не	3	7
50	есть в	2	7
51	с другой	4	7
52	именно в	2	7
53	сказать что	5	7
54	и потому	1	7
55	при этом	3	6
56	всех этих	3	6
57	об этом	1	6
58	как и	12	6
59	в данном	1	6
60	и без	1	6
61	же самое	1	6
62	в виду	2	6
63	и вообще	1	6
64	а также	2	6
65	что здесь	3	6
66	по своему	4	6
67	но это	4	6
68	и от	1	6
69	для нас	1	6
70	другой стороны	3	6
71	в таком	1	6
72	на самом	4	5
73	но не	2	5
74	как в	2	5
75	хотя и	2	5
76	и если	1	5
77	в нем	5	5
78	да и	2	5
79	в них	7	5
80	в этих	2	5
81	и очень	1	5
82	только и	1	5
83	и вполне	3	5
84	и о	5	5
85	в ее	3	5
86	данном случае	1	5
87	о том	2	5
88	можно сказать	1	5
89	жизни и	4	5
90	уже не	2	5
91	здесь перед	1	5
92	так как	7	5
93	здесь в	6	5
94	не может	2	5
95	так же	7	5
96	или в	2	5
97	это и	5	4
98	но даже	1	4
99	кроме того	2	4
100	и есть	4	4
101	и наконец	2	4
102	уже в	2	4
103	в этой	13	4
104	что она	1	4
105	времени и	2	4
106	в своей	5	4
107	в одном	1	4
108	в отношении	1	4
109	в разных	3	4
110	в самой	1	4
111	и образ	1	4
112	можно было	1	4
113	жизнь и	4	4
114	с ним	2	4
115	и во	1	4
116	одной из	2	4
117	и ее	1	4
118	или даже	1	4
119	ни с	2	4
120	уже давно	2	4
121	с этим	1	4
122	как бы	8	4
123	как раз	2	4
124	тех или	1	4
125	и для	2	4
126	в то	10	4
127	самом деле	1	3
128	и этот	1	3
129	он как	1	3
130	но она	2	3
131	в каждой	1	3
132	и на	11	3
133	он был	2	3
134	но как	3	3
135	явлений и	1	3
136	тут же	1	3
137	же и	3	3
138	в своем	3	3
139	и к	2	3
140	бы и	1	3
141	или иных	1	3
142	но все	1	3
143	из них	6	3
144	в жизни	2	3
145	связи с	2	3
146	вплоть до	1	3
147	дело не	1	3
148	правда в	1	3
149	можно ли	1	3
150	казалось бы	1	3
151	самой жизни	1	3
152	уже и	2	3
153	к тому	2	3
154	в самых	1	3
155	образы и	1	3
156	как мы	10	3
157	другими словами	2	3
158	в буквальном	1	3
159	и весь	1	3
160	все в	2	3
161	к нему	3	3
162	в его	8	3
163	что и	1	3
164	всякого рода	2	3
165	для всех	1	3
166	конечно не	4	3
167	здесь мы	1	3
168	для него	1	3
169	мы можем	3	3
170	тем что	4	3
171	само собой	1	3
172	для того	3	3
173	еще и	7	3
174	в связи	1	3
175	нет ничего	2	3
176	к его	1	3
177	независимо от	1	3
178	что мы	1	3
179	в условиях	1	3
180	только для	4	3
181	между прочим	2	3
182	и как	3	3
183	все они	5	3
184	в мифе	1	3
185	из этого	2	3
186	что в	1	3
187	мы здесь	2	2
188	и то	2	2
189	за собой	1	2
190	по преимуществу	3	2
191	в которой	4	2
192	время как	1	2
193	говорить о	1	2
194	не вполне	1	2
195	ему в	1	2
196	которое в	1	2
197	и он	1	2
198	в чем	3	2
199	нет и	1	2
200	за пределы	1	2
201	что они	2	2
202	относится к	1	2
203	стороны и	1	2
204	все же	3	2
205	более или	3	2
206	то в	3	2
207	что это	5	2
208	только один	1	2
209	тому же	1	2
210	на его	2	2
211	что каждая	2	2
212	он не	3	2
213	с ее	3	2
214	новое и	2	2
215	на земле	1	2
216	и независимо	1	2
217	как они	1	2
218	не будет	1	2
219	на этой	2	2
220	его в	9	2
221	весь мир	5	2
222	далеко не	5	2
223	и тогда	1	2
224	или менее	3	2
225	в котором	2	2
226	мы находим	1	2
227	и всякого	1	2
228	того же	5	2
229	но они	4	2
230	в обоих	1	2
231	друг друга	2	2
232	дело в	2	2
233	здесь на	1	2
234	весь этот	2	2
235	но только	2	2
236	того чтобы	3	2
237	и по	5	2
238	во всем	1	2
239	буквальном смысле	1	2
240	у меня	2	2
241	и полной	1	2
242	они и	1	2
243	и это	2	2
244	здесь также	1	2
245	остановимся на	1	2
246	и что	1	2
247	учения о	2	2
248	там же	3	2
249	это было	1	2
250	с его	4	2
251	женщины у	1	2
252	в литературе	4	2
253	тот же	3	2
254	с ними	3	2
255	дело с	1	2
256	очень много	1	2
257	то он	2	2
258	по этому	1	2
259	со всеми	1	2
260	себя в	2	2
261	эти образы	3	2
262	только на	1	2
263	в конце	9	2
264	то время	2	2
265	в других	2	2
266	же деле	2	2
267	без всякой	1	2
268	этих образов	2	2
269	в самом	1	2
270	говорит о	1	2
271	а наоборот	1	2
272	все время	3	2
273	в это	1	2
274	слова то	1	2
275	был в	1	2
276	самом же	2	2
277	хотя они	1	2
278	еще более	1	2
279	будто бы	1	2
280	только что	1	2
281	жизни в	2	2
282	в частности	3	2
283	но этот	2	2
284	всех других	1	2
285	как известно	2	1
286	но особенно	1	1
287	с жизнью	2	1
288	человека и	1	1
289	по адресу	2	1
290	связана с	4	1
291	силы и	1	1
292	поставлена здесь	1	1
293	перед лицом	2	1
294	так весело	1	1
295	и до	5	1
296	что эти	1	1
297	и такое	1	1
298	они продолжают	1	1
299	в году	3	1
300	другую более	1	1
301	здесь нам	1	1
302	что вся	1	1
303	же как	1	1
304	при анализе	1	1
305	и тут	1	1
306	не была	1	1
307	на свою	1	1
308	и самой	1	1
309	с религиозными	1	1
310	так называемые	2	1
311	жизни это	1	1
312	это время	1	1
313	на них	2	1
314	всегда можно	1	1
315	и наивного	1	1
316	а следовательно	1	1
317	и всего	1	1
318	уверить что	1	1
319	а тем	1	1
320	действительности тем	1	1
321	в быту	1	1
322	символом и	1	1
323	не все	1	1
324	если в	2	1
325	отношение к	1	1
326	единая и	2	1
327	образов но	1	1
328	первый взгляд	1	1
329	его на	1	1
330	чем мы	1	1
331	этой картине	1	1
332	как к	3	1
333	это был	2	1
334	жизни они	1	1
335	всей этой	1	1
336	кто не	1	1
337	этом же	1	1
338	в единый	1	1
339	напомним что	1	1
340	в действительности	1	1
341	в противоположность	1	1
342	но прямо	1	1
343	них он	1	1
344	в этот	1	1
345	говорят о	1	1
346	в целом	1	1
347	он в	1	1
348	бы не	2	1
349	думать что	1	1
350	особенно ясным	1	1
351	античной мифологии	1	1
352	с их	1	1
