N	2gram	Berdyaev_M_2	Komedia
1	и в	46	22
2	и не	18	21
3	т е	4	16
4	том что	4	13
5	в том	3	12
6	так как	8	11
7	ни в	3	10
8	потому что	12	10
9	в самом	5	9
10	до сих	3	9
11	вместе с	2	9
12	сих пор	3	9
13	в этом	20	8
14	его в	3	8
15	в своем	8	8
16	к ней	2	8
17	что отец	1	8
18	о том	3	8
19	если бы	3	8
20	в его	5	8
21	что и	4	8
22	что он	7	8
23	то же	5	7
24	не по	1	7
25	об этом	1	7
26	в конце	5	7
27	о чем	1	7
28	только что	1	7
29	а в	2	7
30	в свою	4	7
31	того же	1	6
32	самом деле	1	6
33	так что	2	6
34	и его	5	6
35	к тому	5	6
36	того чтобы	4	6
37	и что	2	6
38	для того	5	6
39	может быть	21	6
40	к этому	1	6
41	не хочет	1	5
42	отношение к	8	5
43	более чем	2	5
44	но в	10	5
45	не только	18	5
46	он не	10	5
47	в своей	5	5
48	в которых	1	5
49	связи с	2	5
50	к себе	2	5
51	и сам	1	5
52	хотя и	2	5
53	с ним	3	5
54	любви к	7	5
55	к нему	2	5
56	что в	4	5
57	по отношению	2	5
58	тем что	3	5
59	прежде всего	12	5
60	все это	1	5
61	он знает	1	4
62	на себя	1	4
63	в ней	11	4
64	он был	9	4
65	с другой	1	4
66	нет и	1	4
67	когда он	1	4
68	то что	5	4
69	в себе	10	4
70	что она	5	4
71	но все	1	4
72	совпадают с	1	4
73	и с	3	4
74	с тем	1	4
75	точки зрения	2	4
76	не в	9	4
77	в отношении	5	4
78	у него	22	4
79	и здесь	6	4
80	друг друга	12	4
81	так и	4	4
82	и поэтому	2	4
83	не дает	1	4
84	но и	15	4
85	до конца	4	4
86	а не	13	4
87	и для	7	4
88	бы в	2	4
89	хотя бы	7	4
90	речи о	1	4
91	так же	6	4
92	говорить о	1	3
93	на них	1	3
94	с его	4	3
95	в ее	1	3
96	с этим	1	3
97	и к	7	3
98	и этим	2	3
99	в которой	2	3
100	в этой	7	3
101	и тот	2	3
102	как он	3	3
103	на то	1	3
104	в нем	22	3
105	что ни	1	3
106	приводит к	1	3
107	было бы	1	3
108	в них	3	3
109	все равно	3	3
110	как и	13	3
111	чем в	2	3
112	но если	1	3
113	себе в	2	3
114	с точки	1	3
115	отцом и	1	3
116	их в	1	3
117	отец и	1	3
118	не имеет	4	3
119	никогда не	18	3
120	ничего не	2	3
121	он так	2	3
122	возможно что	1	3
123	любовь к	8	3
124	не о	2	3
125	что не	2	3
126	не так	3	3
127	отношению к	2	3
128	на которые	1	3
129	перед ним	4	3
130	один из	5	3
131	не может	15	3
132	по своему	1	3
133	как бы	8	3
134	с этой	1	3
135	в целом	1	3
136	из себя	1	3
137	бы он	1	3
138	не знает	9	3
139	все что	4	3
140	в какой	1	3
141	отношения к	2	2
142	человека и	7	2
143	о любви	1	2
144	такое же	1	2
145	перед лицом	1	2
146	его не	2	2
147	не спасает	1	2
148	мы не	1	2
149	в сущности	2	2
150	х годов	1	2
151	и он	11	2
152	и на	3	2
153	во всех	2	2
154	в изображении	1	2
155	с отцом	1	2
156	за пределы	1	2
157	что они	3	2
158	как в	7	2
159	свою вину	2	2
160	целый ряд	1	2
161	всего лишь	1	2
162	бы не	2	2
163	раз в	1	2
164	только один	1	2
165	если он	2	2
166	и если	2	2
167	на его	2	2
168	после этого	1	2
169	людей и	3	2
170	человека в	14	2
171	в мире	7	2
172	не с	1	2
173	это не	5	2
174	отца и	1	2
175	в развитии	1	2
176	остается в	1	2
177	не мог	3	2
178	которую он	1	2
179	доводит до	1	2
180	и без	1	2
181	в котором	1	2
182	сам он	2	2
183	тому что	4	2
184	она не	8	2
185	в основе	2	2
186	к концу	1	2
187	ему и	1	2
188	хочет быть	1	2
189	нет ни	2	2
190	все еще	1	2
191	и это	5	2
192	вывод что	1	2
193	роль в	1	2
194	в образе	3	2
195	можно было	2	2
196	она была	1	2
197	в эпоху	1	2
198	сама она	1	2
199	от своей	2	2
200	именно потому	1	2
201	а также	1	2
202	в другом	1	2
203	на вопрос	1	2
204	и во	3	2
205	которой мы	1	2
206	между тем	2	2
207	все время	2	2
208	за ней	1	2
209	тот же	2	2
210	пор не	1	2
211	должен быть	4	2
212	и любовь	2	2
213	к отцу	1	2
214	у тебя	1	2
215	и ее	1	2
216	уже в	2	2
217	чем они	1	2
218	был бы	1	2
219	до того	1	2
220	этом отношении	1	2
221	они будут	1	2
222	от того	3	2
223	хоть и	1	2
224	себя и	3	2
225	к человеку	12	2
226	не было	11	2
227	своей любви	1	2
228	его на	4	2
229	к своему	2	2
230	в пределах	1	2
231	не могут	1	2
232	своей вины	1	2
233	сравнению с	1	2
234	нет ничего	3	2
235	выходит из	1	2
236	все остальные	1	2
237	и все	5	2
238	конце концов	1	2
239	человека не	4	2
240	из этой	2	2
241	е в	2	2
242	не будет	3	2
243	а о	1	2
244	между ними	1	2
245	которым он	1	2
246	все к	2	2
247	из этого	1	2
248	в свое	1	2
249	к этой	1	2
250	по сравнению	1	2
251	в своих	3	2
252	это в	1	2
253	формы и	1	1
254	всем и	1	1
255	я и	2	1
256	любовь в	2	1
257	он считает	2	1
258	чтобы не	3	1
259	себе путь	2	1
260	что женщина	2	1
261	из любви	1	1
262	свою жену	1	1
263	к другому	3	1
264	с изображением	1	1
265	равно что	2	1
266	если жизнь	1	1
267	всех окружающих	1	1
268	если я	2	1
269	а совершенно	1	1
270	это совершенно	1	1
271	преступления и	1	1
272	будет легче	1	1
273	вопрос о	6	1
274	еще до	1	1
275	глубины и	1	1
276	совсем иное	2	1
277	принадлежит к	2	1
278	а для	2	1
279	требует от	1	1
280	я не	5	1
281	к существенному	1	1
282	они были	3	1
283	для нашей	2	1
284	жизни это	4	1
285	он сам	6	1
286	все эти	1	1
287	не был	2	1
288	со словами	1	1
289	человека перед	1	1
290	в чем	3	1
291	тем как	1	1
292	к которой	3	1
293	и сравнительно	1	1
294	и всякий	1	1
295	препятствием для	1	1
296	если в	1	1
297	должны были	1	1
298	себе и	2	1
299	началось и	1	1
300	друга и	1	1
301	человеку и	3	1
302	которые не	1	1
303	себя за	1	1
304	независимо от	1	1
305	одном из	1	1
306	как к	2	1
307	это был	1	1
308	там не	1	1
309	на земле	8	1
310	и как	1	1
311	его образа	1	1
312	в действительности	2	1
313	от этого	2	1
314	моментов в	1	1
315	для которого	1	1
316	говорят о	1	1
317	из жизни	1	1
318	отказывается от	1	1
319	человек у	1	1
320	человеческой судьбы	1	1
321	в нашем	7	1
322	право на	1	1
323	и те	2	1
324	опять не	1	1
325	человек не	7	1
326	к одному	1	1
327	не к	2	1
328	принадлежат к	3	1
329	на этом	2	1
330	в нее	1	1
331	же пути	1	1
332	в каждом	3	1
333	что все	5	1
334	же не	1	1
335	то чтобы	1	1
336	чем я	2	1
337	той же	3	1
338	говорил что	1	1
339	на пиру	1	1
340	еще вернемся	2	1
341	вот например	1	1
342	начала что	1	1
343	свободного человека	1	1
344	и тем	1	1
345	из первых	1	1
346	его и	1	1
347	две женщины	1	1
348	для них	1	1
