N	3gram	Tiupa_Vved_1	Mirosoze
1	не может быть	3	17
2	не было бы	1	5
3	а не в	1	4
4	но и в	2	4
5	добра и зла	1	4
6	заключает в себе	1	3
7	и в самом	1	3
8	по отношению к	7	2
9	к тому чтобы	1	2
10	не только в	2	2
11	как будто бы	3	2
12	в нем не	1	2
13	на этом пути	1	2
14	а не только	1	2
15	в высшей степени	2	2
16	но и от	1	1
17	что иное как	1	1
18	а не к	1	1
19	никогда не было	1	1
20	и бунта но	1	1
21	не только художественная	1	1
22	может быть названа	1	1
23	так и не	1	1
24	в зависимости от	1	1
25	в отличие от	2	1
26	но это не	1	1
27	у него нет	1	1
28	что есть на	1	1
29	утра до вечера	1	1
30	в значительной степени	1	1
31	в жизни так	1	1
32	по природе своей	1	1
33	не в том	1	1
34	во всяком случае	1	1
35	одна и та	1	1
36	на людей и	1	1
37	как бы в	1	1
38	как бы не	1	1
39	с того что	1	1
40	и по своим	1	1
41	о том что	4	1
42	но не в	1	1
43	не что иное	1	1
44	можно было бы	2	1
45	и та же	1	1
46	в том что	3	1
47	с утра до	1	1
48	но и с	1	1
49	не только от	1	1
50	стало быть не	1	1
