N	4gram	Vygotskiy__4	StatiiOP
1	в то время как	1	4
2	состоит в том что	3	2
3	в том что здесь	1	2
4	все более и более	2	2
5	заключается в том что	13	2
6	в том отношении что	1	1
7	сомнения в том что	1	1
8	но на самом деле	1	1
9	с тем что мы	1	1
10	никакого сомнения в том	1	1
11	на то что эти	1	1
12	с этой точки зрения	4	1
13	одной и той же	4	1
14	до самого последнего времени	1	1
15	в том смысле что	1	1
16	если принять во внимание	1	1
17	одних и тех же	1	1
18	а с другой стороны	1	1
19	это находит свое выражение	1	1
20	на вопрос о том	1	1
21	на то что в	1	1
22	в том виде в	1	1
23	том виде в каком	1	1
24	можно сказать что они	1	1
25	не говоря уже о	1	1
26	в собственном смысле этого	4	1
