N	2gram	Potebnia_M_2	Problemy
1	и не	19	31
2	и в	24	29
3	в его	2	24
4	может быть	23	24
5	в этом	8	22
6	а не	18	22
7	в нем	9	19
8	как бы	9	19
9	для него	10	18
10	не только	15	15
11	то что	20	15
12	то же	12	14
13	не как	3	14
14	и его	2	14
15	рядом с	3	14
16	но и	9	14
17	с точки	1	13
18	уже не	4	13
19	таким образом	11	12
20	как и	7	12
21	не может	12	12
22	в самом	4	10
23	этом смысле	2	10
24	в то	6	10
25	только в	11	10
26	в одном	6	10
27	там где	4	10
28	все эти	2	9
29	с его	2	9
30	все же	5	9
31	это не	3	9
32	если бы	11	9
33	в единство	1	9
34	же время	2	9
35	но не	12	9
36	по отношению	2	8
37	последнее слово	1	8
38	что в	16	8
39	по себе	15	8
40	в каждом	2	8
41	как не	3	8
42	в том	18	8
43	что он	4	8
44	потому что	49	8
45	а как	1	7
46	и на	8	7
47	за пределы	2	7
48	и как	6	7
49	но в	4	7
50	в себе	10	7
51	входит в	1	7
52	с другими	5	7
53	том что	8	7
54	не в	13	7
55	вовсе не	9	7
56	так и	5	7
57	прежде всего	7	7
58	а в	8	7
59	одним из	1	6
60	самом деле	2	6
61	так же	2	6
62	в одной	1	6
63	как в	10	6
64	сливается с	1	6
65	в целом	3	6
66	что она	3	6
67	его в	3	6
68	в самой	3	6
69	могут быть	8	6
70	к нему	1	6
71	в единстве	1	6
72	так как	10	6
73	и потому	2	6
74	не могут	7	6
75	все это	2	6
76	на самом	2	5
77	должна быть	1	5
78	той же	3	5
79	же что	3	5
80	у него	2	5
81	с их	1	5
82	перед нами	1	5
83	он не	1	5
84	но все	2	5
85	сознание и	4	5
86	было бы	13	5
87	мысли и	1	5
88	мир и	1	5
89	или как	1	5
90	и это	2	5
91	и о	1	5
92	еще не	4	5
93	с ним	5	5
94	ничего не	1	5
95	между тем	6	5
96	именно в	1	5
97	и др	1	5
98	сознания и	1	5
99	во всяком	7	5
100	и т	6	4
101	и самого	1	4
102	тем как	2	4
103	сознания не	1	4
104	и наконец	1	4
105	бы и	1	4
106	так сказать	4	4
107	перестает быть	2	4
108	человека в	3	4
109	или наконец	1	4
110	должно быть	2	4
111	но эта	1	4
112	их в	2	4
113	раз и	1	4
114	как мы	1	4
