N	3gram	Vinokur_Ku_1	Istorich
1	и т д	14	18
2	в этих случаях	1	8
3	до сих пор	4	6
4	точно так же	1	6
5	в этом случае	2	5
6	вместе с тем	3	5
7	мы имеем в	1	5
8	в том что	15	5
9	но все же	2	4
10	так же как	1	4
11	не только в	1	4
12	в связи с	3	4
13	по отношению к	8	3
14	с тем что	1	3
15	можно было бы	3	3
16	с одной стороны	1	3
17	мы увидим что	2	3
18	и может быть	1	2
19	что иное как	1	2
20	потому что он	1	2
21	мере того как	3	2
22	иметь в виду	1	2
23	стоит в связи	1	2
24	на самом деле	2	2
25	по мере того	3	2
26	т д и	2	2
27	вместо того чтобы	1	2
28	случаев в которых	1	2
29	в таких случаях	1	2
30	во всех этих	1	2
31	но они не	1	2
32	не что иное	1	2
33	и ничего не	1	2
34	с другой стороны	6	2
35	не может быть	3	2
36	на его пути	1	2
37	же эти случаи	1	2
38	всех этих случаях	1	2
39	о том что	5	2
40	и вместе с	1	2
41	на то что	2	2
42	после того как	1	2
43	дело не в	1	2
44	о том как	3	1
45	в силу которой	1	1
46	до наших дней	1	1
47	он должен быть	1	1
48	мог бы привести	1	1
49	т д по	1	1
50	как только мы	1	1
51	то это значит	1	1
52	т е она	1	1
53	у нас все	2	1
54	друг от друга	1	1
55	что можно было	1	1
56	естественно поэтому что	2	1
57	есть случаи когда	1	1
58	потому что ее	1	1
59	что мы имеем	1	1
60	в зависимости от	5	1
61	стоит в несомненной	1	1
62	в отличие от	1	1
63	а может быть	1	1
64	т е с	1	1
65	в разных языках	1	1
66	не то что	1	1
67	в это время	1	1
68	известно и в	1	1
69	т е в	2	1
70	до конца и	1	1
71	вплотную подойти к	1	1
72	и в его	1	1
73	смысле этого слова	1	1
74	и то же	1	1
75	ни один из	1	1
76	тем не менее	4	1
77	еще не все	1	1
78	в несомненной связи	1	1
79	нужно было бы	2	1
80	так или иначе	2	1
81	несомненной связи с	1	1
82	в пределах данного	1	1
83	т д все	1	1
84	хотя бы на	1	1
85	далеко еще не	1	1
86	потому что они	1	1
87	в тех случаях	2	1
88	вовсе не в	1	1
89	все же остается	1	1
90	однако не в	1	1
91	но дело не	1	1
92	здесь необходимо еще	1	1
93	тех случаях когда	2	1
94	том что он	4	1
95	может рассматриваться как	1	1
96	внутренняя организация и	1	1
97	не в этом	1	1
