N	3gram	Losev_Dial_3	RusskieA
1	в том что	3	18
2	в данном случае	1	6
3	т е в	4	5
4	и т д	23	5
5	так же как	2	4
6	о том что	5	4
7	не может быть	6	3
8	подобно тому как	4	3
9	только тогда когда	3	3
10	тем не менее	10	2
11	что иное как	6	2
12	же как и	1	2
13	может быть только	1	2
14	не что иное	6	2
15	мы не можем	2	2
16	в то время	4	2
17	в таком виде	1	2
18	с одной стороны	3	2
19	том что в	1	1
20	необходимо решить вопрос	1	1
21	факты как например	1	1
22	что каждый из	1	1
23	чем в других	1	1
24	нас в данном	1	1
25	не было ни	2	1
26	потому что в	1	1
27	иметь в виду	2	1
28	в виду что	1	1
29	показывает что в	1	1
30	но так как	1	1
31	более или менее	1	1
32	так что в	1	1
33	т е не	4	1
34	того или другого	1	1
35	христианского учения о	1	1
36	не отличаются от	1	1
37	т е что	6	1
38	виду что все	1	1
39	а так как	1	1
40	в этом отношении	1	1
41	из того что	2	1
42	ничего не говорится	1	1
43	а иногда и	1	1
44	нас к необходимости	1	1
45	все то же	1	1
46	в применении к	1	1
47	но в особенности	1	1
48	во всяком случае	2	1
49	получается так что	1	1
50	во многих местах	1	1
51	и в этом	2	1
52	то время как	4	1
53	в такой же	1	1
54	но может быть	1	1
55	с другой стороны	2	1
56	и в том	1	1
57	кто во что	1	1
58	и в таком	1	1
59	быть не только	1	1
60	именно тогда когда	1	1
61	он был бы	1	1
62	во всем этом	1	1
63	и все это	1	1
64	на то что	3	1
65	как одна из	1	1
66	и таким образом	1	1
67	животных и т	1	1
68	как и в	3	1
69	это и есть	2	1
70	можно понимать как	1	1
71	в христианской религии	1	1
