N	2gram	Propp_Isto_3	Komedia
1	и в	22	22
2	т е	16	13
3	том что	8	12
4	но и	12	11
5	в том	9	11
6	не только	14	10
7	в то	2	10
8	из них	7	10
9	и т	16	9
10	как и	3	9
11	может быть	11	9
12	таким образом	10	8
13	должны были	3	8
14	о том	3	8
15	и его	4	8
16	в одном	2	8
17	и не	12	8
18	в этой	5	7
19	то же	6	6
20	тому же	2	6
21	и по	1	6
22	не в	4	6
23	ни в	2	6
24	одного из	2	6
25	что он	9	6
26	к тому	3	6
27	а в	6	6
28	что в	15	6
29	как в	2	5
30	то время	2	5
31	на его	3	5
32	при этом	2	5
33	во время	6	5
34	потому что	3	5
35	так и	2	5
36	и даже	2	5
37	между тем	2	5
38	один из	5	5
39	уже в	1	5
40	в его	3	5
41	прежде всего	3	5
42	с другой	7	5
43	все это	1	5
44	другой стороны	7	5
45	время от	2	4
46	время как	2	4
47	что они	8	4
48	но в	10	4
49	в нем	9	4
50	т д	15	4
51	и вот	2	4
52	в другом	2	4
53	известно что	2	4
54	точки зрения	2	4
55	в котором	2	4
56	одном из	3	4
57	так как	7	4
58	как мы	8	4
59	так в	6	4
60	ясно что	1	4
61	а также	2	4
62	что и	9	4
63	в качестве	2	4
64	мы можем	6	4
65	тем что	4	4
66	же в	2	4
67	к этому	7	4
68	же как	2	3
69	в тех	2	3
70	мы не	1	3
71	и о	2	3
72	и на	4	3
73	в чем	3	3
74	как правило	2	3
75	с одной	2	3
76	в этом	17	3
77	все же	5	3
78	хотя и	2	3
79	и как	3	3
80	в целом	3	3
81	и и	2	3
82	на то	1	3
83	главным образом	1	3
84	да и	2	3
85	он не	5	3
86	здесь мы	5	3
87	и с	4	3
88	его в	3	3
89	в них	6	3
90	и ее	3	3
91	вопрос о	2	3
92	не менее	5	3
93	однако в	1	3
94	на всю	1	3
95	даже в	2	3
96	по отношению	2	3
97	того как	1	3
98	казалось бы	1	3
99	ничего не	6	3
100	на землю	2	3
101	у нас	4	3
102	могут быть	5	3
103	и сам	1	3
104	во второй	1	3
105	на море	1	3
106	после того	2	3
107	там же	2	3
108	в частности	5	3
109	как из	1	3
110	в образе	1	3
111	тот же	1	3
112	одной из	1	3
113	только в	4	3
114	и у	3	3
115	в виде	2	3
116	в начале	1	3
117	за счет	2	3
118	отношение к	4	3
119	у него	3	3
120	после смерти	2	3
121	так же	3	3
122	как это	4	3
123	по своему	1	3
124	одной стороны	2	3
125	в течение	6	3
126	см ниже	1	3
127	не мог	2	3
128	здесь в	1	3
129	и все	3	3
130	все остальные	1	3
131	отношению к	2	3
132	к людям	1	2
133	это однако	1	2
134	здесь и	2	2
135	ту же	2	2
136	чтобы вернуть	1	2
137	почти всегда	1	2
138	видеть в	1	2
139	в доме	12	2
140	из всех	1	2
141	в и	1	2
142	принадлежит к	1	2
143	на себя	2	2
144	в большом	8	2
145	которые он	1	2
146	столь же	1	2
147	тем как	1	2
148	к сожалению	1	2
149	относится к	2	2
150	чем же	1	2
151	независимо от	2	2
152	от до	1	2
153	что по	2	2
154	со своей	1	2
155	право на	1	2
156	не следует	1	2
157	в первую	1	2
158	в силу	2	2
159	на этом	4	2
160	на все	2	2
161	было бы	3	2
162	и тем	1	2
163	для них	3	2
164	ни одной	1	2
165	мы видели	13	2
166	такой же	2	2
167	по сообщению	1	2
168	в следующем	1	2
169	всяком случае	2	2
170	но он	4	2
171	тем не	5	2
172	не раз	2	2
173	правда в	1	2
174	одна из	2	2
175	это еще	2	2
176	к ней	4	2
177	ему и	1	2
178	как будто	2	2
179	а мы	3	2
180	ли это	2	2
181	одному из	1	2
182	указывает на	1	2
183	с ее	1	2
184	на нем	1	2
185	в себя	1	2
186	что у	3	2
187	для этого	1	2
188	образом в	2	2
189	находится в	4	2
190	и здесь	7	2
191	нас в	1	2
192	от них	3	2
193	также в	1	2
194	указывает что	1	2
195	еще не	10	2
196	который в	1	2
197	именно на	1	2
198	вернуться к	1	2
199	а то	2	2
200	мы знаем	2	2
201	могли быть	1	2
202	вовсе не	2	2
203	они с	1	2
204	в других	4	2
205	со стороны	3	2
206	даже не	2	2
207	до сих	5	2
208	то и	6	2
209	которых мы	1	2
210	не может	4	2
211	вместе с	9	2
212	за тем	1	2
213	или по	5	2
214	но не	7	2
215	это были	1	2
216	в состоянии	1	2
217	к нему	5	2
218	сих пор	5	2
219	но это	3	2
220	между прочим	3	2
221	мы найдем	2	2
222	или в	11	2
223	видно из	1	2
224	то что	7	2
225	в свою	4	2
226	где он	1	2
227	ее в	3	2
228	во всяком	2	2
229	все что	3	2
230	в союзе	1	1
231	также и	1	1
232	обычно в	1	1
233	в этот	2	1
