N	2gram	Vygotskiy__6	Vvedenie
1	и в	28	32
2	в том	28	31
3	в этом	27	30
4	том что	19	26
5	может быть	13	26
6	не только	16	22
7	для того	8	21
8	того чтобы	10	20
9	таким образом	18	19
10	то что	28	16
11	потому что	22	15
12	так как	10	15
13	не может	19	14
14	в самом	8	13
15	в нем	7	13
16	о том	1	13
17	в их	3	12
18	представляет собой	3	12
19	в его	3	12
20	того что	24	12
21	только в	18	12
22	и не	11	12
23	как на	3	12
24	как мы	10	11
25	в ее	1	11
26	и именно	1	11
27	ясно что	4	11
28	в данном	2	11
29	что такое	3	11
30	языка и	5	10
31	что в	17	10
32	то же	7	9
33	в истории	1	9
34	и как	6	9
35	но в	5	9
36	по себе	3	9
37	между тем	1	9
38	в той	4	9
39	этом смысле	2	9
40	а только	2	8
41	это не	5	8
42	не в	4	8
43	тем не	1	8
44	не менее	2	8
45	с другой	2	8
46	именно в	4	8
47	самом деле	2	7
48	вопрос о	5	7
49	но не	10	7
50	все же	2	7
51	к выводу	1	7
52	было бы	9	7
53	точки зрения	13	7
54	можно было	7	7
55	выводу что	1	7
56	дело с	2	7
57	как нечто	1	7
58	прежде всего	2	7
59	смысле этого	1	7
60	в большей	1	7
61	только как	1	7
62	смысле слова	1	6
63	и это	1	6
64	из этих	3	6
65	как он	1	6
66	широком смысле	1	6
67	его в	6	6
68	с тем	5	6
69	как и	6	6
70	представить себе	3	6
71	вовсе не	1	6
72	в то	6	6
73	в качестве	4	6
74	тем что	8	6
75	не могут	5	6
76	о природе	2	6
77	один из	3	6
78	этот вопрос	3	6
79	и его	3	6
80	в руки	1	6
81	и даже	1	6
82	до сих	3	6
83	но и	10	6
84	сих пор	3	6
85	все это	2	6
86	работы над	1	6
87	одним из	2	5
88	в целом	3	5
89	иное как	1	5
90	в широком	1	5
91	с их	1	5
92	об этом	1	5
93	и тем	5	5
94	данном случае	1	5
95	в них	3	5
96	но если	4	5
97	в которых	2	5
98	сказать что	13	5
99	могут быть	5	5
100	быть в	1	5
101	как например	1	5
102	так что	6	5
103	представляют собой	3	5
104	на этот	4	5
105	а не	3	5
106	по своему	2	5
107	она есть	1	5
108	как бы	11	5
109	другой стороны	2	5
110	есть и	1	5
111	вместе с	7	5
112	и то	4	4
113	как это	3	4
114	связи между	6	4
115	в чисто	1	4
116	в первом	4	4
117	той же	4	4
118	в и	1	4
119	мы имеем	4	4
120	язык как	1	4
121	что иное	1	4
122	по отношению	10	4
123	не просто	1	4
124	независимо от	3	4
125	от этого	3	4
126	уже не	1	4
127	в себе	4	4
128	и заключается	1	4
129	должен был	3	4
130	в своей	2	4
131	в котором	2	4
132	по сравнению	15	4
133	не имеет	6	4
134	в разных	5	4
135	только с	1	4
136	большей мере	1	4
137	в каждом	3	4
138	на вопрос	2	4
139	при том	1	4
140	и т.д	3	4
141	внимание на	2	4
142	и что	6	4
143	как она	1	4
144	еще не	8	4
145	что он	18	4
146	и ее	1	4
147	с одной	1	4
148	этого понятия	3	4
149	в виде	1	4
150	речь в	2	4
151	как раз	6	4
152	этом отношении	3	4
153	одной стороны	1	4
154	и обратно	4	4
155	научного исследования	1	4
156	по мере	3	4
157	еще и	1	4
158	о чем	1	4
159	сравнению с	14	4
160	с этой	2	4
161	этом случае	2	4
162	особого рода	1	4
163	относящихся к	3	4
164	только что	2	4
165	а в	2	4
166	не что	1	4
167	отношению к	10	4
168	собственном смысле	1	3
169	что уже	2	3
170	в сущности	7	3
171	и на	5	3
172	он сам	2	3
173	в различных	1	3
174	в чем	6	3
175	ответ на	1	3
176	в центре	1	3
177	стороны и	1	3
178	однако не	1	3
179	хотя и	3	3
180	с понятием	2	3
181	и к	6	3
182	за собой	3	3
183	сливается с	1	3
184	что это	1	3
185	все эти	2	3
186	в этой	5	3
187	в известном	1	3
188	что она	1	3
189	как оно	3	3
190	при этом	3	3
191	если бы	7	3
192	что представляет	1	3
193	не как	1	3
194	отношений между	10	3
195	вообще не	6	3
196	на этом	4	3
197	на этой	5	3
198	заключается в	7	3
199	мы видели	8	3
200	чем в	2	3
201	в этих	2	3
202	что сказано	1	3
203	этой работы	1	3
204	этой области	2	3
205	тогда когда	6	3
206	дело в	1	3
207	дело не	1	3
208	своей природе	4	3
209	связи с	3	3
210	в области	6	3
211	в каком	1	3
212	языка в	2	3
213	но все	1	3
214	себе что	2	3
215	должен быть	1	3
216	в собственном	1	3
217	на том	2	3
218	во второй	2	3
219	и вообще	2	3
220	вот почему	2	3
221	можно сказать	6	3
222	что с	3	3
223	к нему	1	3
224	раньше чем	2	3
225	культурного развития	1	3
226	может оказаться	1	3
227	в начале	1	3
228	и других	7	3
229	из них	2	3
230	в известной	1	3
231	в одном	2	3
232	в конце	2	3
233	что и	4	3
234	отношение к	7	3
235	но что	4	3
236	он мог	2	3
