N	2gram	Propp_Isto_2	FransuaR
1	и в	15	40
2	и его	3	17
3	прежде всего	5	16
4	в этом	11	15
5	мы уже	6	13
6	не только	18	13
7	в его	6	13
8	и не	11	13
9	вовсе не	1	12
10	что в	12	12
11	как и	2	11
12	но и	14	11
13	таким образом	7	10
14	как мы	1	10
15	в сущности	2	9
16	он не	8	9
17	в них	1	9
18	может быть	17	9
19	той же	2	8
20	и на	4	8
21	все эти	4	8
22	и с	4	8
23	во время	2	8
24	в том	6	8
25	у него	4	8
26	но в	6	8
27	то же	10	7
28	он и	3	7
29	в виду	2	7
30	в одном	5	7
31	и др	4	7
32	этот образ	1	7
33	во всех	2	6
34	в самом	1	6
35	в этих	11	6
36	в то	1	6
37	связи с	8	6
38	связь с	4	6
39	и других	1	6
40	мы еще	1	6
41	до конца	1	6
42	в той	1	6
43	он говорит	1	6
44	в своей	1	6
45	к этому	1	6
46	в нем	7	5
47	так сказать	2	5
48	и для	2	5
49	в особенности	2	5
50	связаны с	1	5
51	мы видим	8	5
52	то что	12	5
53	не было	2	5
54	а не	5	5
55	в связи	5	5
56	в ней	4	4
57	xix века	1	4
58	в истории	1	4
59	жизнью и	1	4
60	мы слышим	1	4
61	было бы	5	4
62	ни в	2	4
63	том что	7	4
64	в эту	2	4
65	в их	3	4
66	даже в	1	4
67	того чтобы	2	4
68	у нас	1	4
69	мы встречаем	1	4
70	и смертью	1	4
71	о том	3	4
72	и о	1	4
73	так в	3	4
74	роль в	3	4
75	особенно в	1	4
76	и здесь	9	4
77	а также	2	4
78	и во	1	4
79	один из	8	4
80	только на	1	4
81	из них	2	4
82	так как	14	4
83	до сих	6	4
84	здесь в	2	4
85	века и	1	4
86	не видит	3	4
87	и потому	1	4
88	сих пор	7	4
89	в основном	2	4
90	все это	3	4
91	видно что	6	4
92	еще более	1	4
93	самом деле	2	3
94	на самом	2	3
95	и есть	5	3
96	только для	1	3
97	он был	3	3
98	с его	1	3
99	по отношению	3	3
100	отличие от	1	3
101	в этой	4	3
102	кроме того	2	3
103	и как	1	3
104	и наконец	5	3
105	и к	1	3
106	в себе	4	3
107	связанные с	1	3
108	при этом	4	3
109	всех этих	3	3
110	но дело	1	3
111	об этом	11	3
112	мы видели	2	3
113	в отличие	1	3
114	их в	2	3
115	я вас	1	3
116	вплоть до	1	3
117	в таких	2	3
118	дело не	4	3
119	одна из	2	3
120	во всем	1	3
121	о нем	4	3
122	они были	2	3
123	но все	5	3
124	здесь не	2	3
125	не подлежит	1	3
126	можно было	5	3
127	в другом	9	3
128	другими словами	4	3
129	связь между	1	3
130	нуждается в	1	3
131	что и	6	3
132	в свете	2	3
133	и следовательно	1	3
134	еще не	9	3
135	только в	6	3
136	человеческой натуры	1	3
137	так и	5	3
138	же и	3	3
139	одно из	2	3
140	тем что	4	3
141	в других	3	3
142	связан с	5	3
143	и прежде	1	3
144	сказать что	2	3
145	там где	1	3
146	жизнь в	1	3
147	в частности	1	3
148	не может	5	3
149	вместе с	7	3
150	ко всем	1	3
151	как в	5	3
152	во все	1	3
153	как бы	6	3
154	в более	1	3
155	но это	4	3
156	а в	12	3
157	к этой	4	3
158	они не	4	3
159	например в	2	2
160	связана с	6	2
161	наших дней	1	2
162	это и	1	2
163	и этот	1	2
164	мы не	3	2
165	при анализе	1	2
166	большую роль	1	2
167	хотя бы	2	2
168	эту связь	1	2
169	за него	2	2
170	но не	2	2
171	тут же	2	2
172	из важнейших	1	2
173	до наших	1	2
174	вот как	1	2
175	в течение	1	2
176	что он	24	2
177	все же	9	2
178	и той	1	2
179	его к	1	2
180	в этот	1	2
181	лежит на	1	2
182	в которой	2	2
183	в целом	1	2
184	он в	3	2
185	из этих	3	2
186	в дальнейшем	1	2
187	говорят о	2	2
188	и если	2	2
189	к тем	1	2
190	на его	2	2
191	как он	3	2
192	свидетельствует о	1	2
193	одной и	1	2
194	здесь мы	3	2
195	и сделал	1	2
196	внутренности и	1	2
197	не боится	2	2
198	далеко не	1	2
199	в общей	1	2
200	характер и	1	2
201	уже к	1	2
202	в котором	5	2
203	представление о	2	2
204	он дает	2	2
205	своего рода	1	2
206	но он	4	2
207	что было	1	2
208	и очень	1	2
209	не менее	1	2
210	как о	1	2
211	этого явления	1	2
212	на землю	1	2
213	до того	1	2
214	год на	1	2
215	они и	1	2
216	и это	3	2
217	на основе	1	2
218	огонь и	1	2
219	здесь он	1	2
220	одного из	1	2
221	здесь нет	2	2
222	никакому сомнению	1	2
223	в разных	2	2
224	говорит об	1	2
225	образом в	1	2
226	особое значение	1	2
227	с другой	2	2
228	это не	2	2
229	говорит он	1	2
230	к нему	5	2
231	и так	2	2
232	который в	1	2
233	но как	1	2
234	и ее	2	2
235	в эти	1	2
236	уже в	2	2
237	и они	4	2
238	в следующих	1	2
239	слова в	2	2
240	в нашей	2	2
241	него и	1	2
242	мы знаем	11	2
243	в системе	2	2
244	не были	1	2
245	со всем	1	2
246	подлежит никакому	1	2
247	именно в	2	2
248	о чем	1	2
249	очень часто	4	2
250	материал и	1	2
251	с этим	5	2
252	к жизни	1	2
253	образ и	1	2
254	в состоянии	3	2
255	есть и	2	2
256	этого слова	1	2
257	смерти к	1	2
258	в книге	1	2
259	потому что	9	2
260	ноги и	1	2
261	хотя в	3	2
262	одной из	4	2
263	мы увидим	8	2
264	отношению к	3	2
265	из этого	1	2
266	и другие	4	2
267	книга которая	1	1
268	и т	19	1
269	не думает	1	1
270	что образ	1	1
271	это делает	1	1
272	века но	1	1
273	так у	2	1
274	последней главе	1	1
275	не хочет	1	1
276	из его	1	1
277	почти всегда	1	1
278	высшей степени	1	1
279	особенно часто	3	1
280	в несколько	1	1
281	есть не	1	1
282	тех действий	1	1
283	мы имеем	15	1
284	социальной и	1	1
285	под ними	1	1
286	конечно все	1	1
287	не делает	1	1
288	что иное	2	1
289	принадлежит к	2	1
290	мальчика и	1	1
291	свою особую	1	1
292	требует от	1	1
293	все здесь	1	1
294	вместо того	2	1
295	но чтобы	1	1
296	не совсем	3	1
297	на мир	1	1
298	и он	1	1
299	на которых	1	1
300	кто ее	1	1
301	иное как	2	1
302	его здесь	1	1
303	дело вовсе	1	1
304	тем как	1	1
305	и рождения	1	1
306	попавшими в	1	1
307	часто имеет	1	1
308	видели что	3	1
309	о смерти	1	1
310	после его	1	1
311	и приобрел	1	1
312	др с	1	1
313	что они	10	1
314	связи и	1	1
315	встречается не	1	1
316	в одной	4	1
317	эта связь	3	1
318	перед нами	2	1
319	смысле этого	2	1
320	когда он	3	1
321	так одна	1	1
322	говорит что	3	1
323	был связан	1	1
324	себе не	1	1
325	от этого	1	1
326	именно эта	1	1
327	со своей	1	1
328	явления не	1	1
329	что это	6	1
330	представляет собой	5	1
331	в тех	2	1
332	одном образе	1	1
333	право на	3	1
334	им в	1	1
335	он делает	2	1
336	и тот	1	1
337	но его	2	1
338	имеем в	5	1
339	после чего	1	1
340	если он	1	1
341	но на	1	1
342	не могла	2	1
343	с новым	1	1
344	иногда по	2	1
345	все они	1	1
346	оно было	1	1
347	к миру	1	1
348	показал как	1	1
349	он должен	2	1
350	душу и	1	1
351	мы выделяем	1	1
352	так часто	1	1
353	подобно тому	3	1
354	что ни	1	1
355	и по	2	1
356	так например	1	1
357	в основу	1	1
358	могла бы	2	1
359	а затем	2	1
360	он знал	2	1
361	главным образом	2	1
362	в совершенно	1	1
363	связанных с	1	1
364	была в	1	1
365	момент и	1	1
366	а как	1	1
367	его в	10	1
368	это было	1	1
369	при встрече	1	1
370	с другими	2	1
371	это одна	1	1
372	в преисподней	1	1
373	смерть и	1	1
374	для них	1	1
375	это положение	1	1
376	превращаются в	1	1
377	в высшей	1	1
378	этого не	5	1
379	с тем	9	1
380	несмотря на	1	1
381	есть он	1	1
382	чем в	1	1
383	этом в	1	1
384	такой же	2	1
385	даже те	1	1
386	представлением об	1	1
387	остается в	1	1
388	этот материал	2	1
389	этом случае	5	1
390	и их	2	1
391	этой связи	1	1
392	можно найти	5	1
393	в преисподнюю	1	1
394	бы привести	2	1
395	из которой	1	1
396	к одному	1	1
397	был жив	1	1
398	знаем что	12	1
399	от его	1	1
400	всякий раз	1	1
401	человеческого тела	2	1
402	в трудах	1	1
403	но эта	1	1
404	которые в	1	1
405	не в	7	1
406	и эти	2	1
407	и более	2	1
408	в прошлом	1	1
409	что этот	3	1
410	в детских	1	1
411	по себе	1	1
412	случае мы	2	1
413	особым образом	1	1
414	на историческую	2	1
415	и длинные	1	1
