N	2gram	Trubetskoy_1	Tvorches
1	и в	26	20
2	не только	10	13
3	никогда не	5	11
4	как бы	12	11
5	таким образом	22	10
6	в то	4	10
7	в его	5	10
8	и его	1	9
9	и не	8	9
10	при этом	3	8
11	и с	10	8
12	в том	11	8
13	может быть	10	8
14	в этом	15	8
15	прежде всего	2	8
16	но и	9	8
17	то же	4	7
18	это не	1	7
19	представление о	6	7
20	же время	2	7
21	потому что	7	7
22	не может	4	7
23	что в	9	7
24	как и	1	6
25	в своей	1	6
26	что он	4	6
27	так и	6	6
28	в конце	6	6
29	у него	1	6
30	именно в	2	6
31	а не	5	6
32	все это	6	6
33	еще не	2	5
34	и на	2	5
35	но не	8	5
36	все же	6	5
37	в этой	4	5
38	если он	1	5
39	в мире	5	5
40	то есть	4	5
41	о том	6	5
42	и даже	3	5
43	но это	1	5
44	так же	5	5
45	мы не	1	4
46	все эти	6	4
47	что они	1	4
48	как в	1	4
49	когда он	3	4
50	но в	7	4
51	за собой	3	4
52	не в	2	4
53	на его	1	4
54	что она	1	4
55	на стороне	1	4
56	соответствии с	1	4
57	если бы	3	4
58	ничего не	1	4
59	в чем	1	4
60	мы видим	1	4
61	в душе	1	4
62	а в	4	4
63	в соответствии	1	4
64	если не	2	4
65	и потому	6	4
66	и от	4	4
67	том что	7	4
68	одним из	2	3
69	же как	3	3
70	и отчасти	1	3
71	человека и	1	3
72	и через	1	3
73	на западе	3	3
74	он сам	1	3
75	а с	7	3
76	по отношению	1	3
77	тогда как	1	3
78	в одной	1	3
79	это был	1	3
80	отношению к	3	3
81	в себе	6	3
82	в нем	4	3
83	он не	4	3
84	в образе	2	3
85	так например	2	3
86	человека в	1	3
87	его в	1	3
88	в самом	4	3
89	в котором	4	3
90	в их	1	3
91	место в	1	3
92	однако этот	1	3
93	в которых	4	3
94	тем что	1	3
95	казалось бы	1	3
96	и это	2	3
97	с ним	1	3
98	до сих	5	3
99	любви к	1	3
100	между тем	2	3
101	этот вопрос	1	3
102	уже не	3	3
103	в начале	2	3
104	для него	3	3
105	так как	9	3
106	то что	7	3
107	превращается в	2	3
108	вместе с	15	3
109	в пользу	2	3
