N	4gram	Trubetskoy_1	Myshleni
1	заключается в том что	1	4
2	друг с другом в	1	2
3	указывает на то что	1	2
4	которая в свою очередь	1	2
5	точно так же как	1	1
6	дело в том что	1	1
7	таким образом оказывается что	1	1
8	и с точки зрения	1	1
9	в том что только	1	1
10	бы речь шла о	1	1
11	само собой разумеется что	1	1
12	его можно было бы	1	1
13	говорить о том что	1	1
14	если бы речь шла	2	1
15	то это потому что	2	1
16	что с точки зрения	1	1
17	в том числе и	1	1
18	в то же время	10	1
19	связаны друг с другом	1	1
20	в свою очередь является	1	1
21	которых мы говорили выше	1	1
22	состоит в том чтобы	1	1
23	в том что для	1	1
24	о котором мы говорили	1	1
25	о которых мы говорили	1	1
26	только для того чтобы	1	1
