N	2gram	Vygotskiy__1	Psycholo
1	то что	17	37
2	и в	23	30
3	в том	24	27
4	что в	14	24
5	и что	5	23
6	потому что	6	23
7	том что	21	21
8	того чтобы	17	20
9	таким образом	26	20
10	все время	6	20
11	для того	15	20
12	как бы	11	19
13	на то	5	17
14	что он	7	17
15	не только	16	16
16	и мы	3	16
17	если мы	2	16
18	в этом	17	14
19	в самом	7	14
20	как раз	4	13
21	так же	16	13
22	показать что	2	12
23	в сущности	6	12
24	с одной	8	12
25	одной стороны	9	12
26	вместе с	9	12
27	может быть	14	11
28	если бы	5	11
29	что мы	5	11
30	как на	4	11
31	о том	6	10
32	и то	3	9
33	никогда не	2	9
34	так как	7	9
35	с другой	10	9
36	для этого	5	9
37	не может	12	9
38	сказать что	11	9
39	мы увидим	1	9
40	самом деле	3	8
41	что это	3	8
42	он должен	2	8
43	при этом	4	8
44	заключается в	8	8
45	с тем	7	8
46	сейчас же	1	8
47	не в	4	8
48	сущности говоря	2	8
49	к тому	4	8
50	и это	3	8
51	тому что	5	8
52	того что	15	8
53	мы видим	4	8
54	а не	3	8
55	могут быть	3	8
56	и т	1	7
57	то же	8	7
58	зависимости от	2	7
59	но не	4	7
60	все же	3	7
61	и как	5	7
62	в нем	1	7
63	точки зрения	26	7
64	по себе	5	7
65	в основе	8	7
66	этих двух	3	7
67	мы можем	6	7
68	как это	2	7
69	в зависимости	2	6
70	мы уже	1	6
71	что если	2	6
72	в своем	3	6
73	говорит что	4	6
74	и если	3	6
75	что она	4	6
76	на этом	2	6
77	факт что	3	6
78	что все	4	6
79	ясно что	2	6
80	как и	14	6
81	никак не	1	6
82	что с	2	6
83	и его	6	6
84	как будто	1	6
85	когда мы	1	6
86	в совершенно	1	6
87	или в	1	6
88	и здесь	1	6
89	о котором	2	6
90	по мнению	1	6
91	и тем	6	6
92	уже в	3	6
93	тем что	6	6
94	но и	14	6
95	именно в	6	6
96	кажется нам	1	6
97	же точно	9	6
98	и не	9	6
99	и для	1	6
100	что оно	3	6
101	совершенно не	1	6
102	жизни и	2	6
103	еще не	1	5
104	по этому	1	5
105	ответ на	3	5
106	что они	3	5
107	что именно	3	5
108	когда он	2	5
109	в себе	6	5
110	в целом	20	5
111	в этой	7	5
112	было бы	4	5
113	несмотря на	2	5
114	был бы	2	5
115	сих пор	4	5
116	стоит только	4	5
117	только не	1	5
118	же самое	3	5
119	как мы	5	5
120	но в	5	5
121	один из	2	5
122	в двух	2	5
123	только в	6	5
124	именно на	1	5
125	до сих	4	5
126	а с	4	5
127	и потому	2	5
128	бы в	5	5
129	обратиться к	3	5
130	другой стороны	9	5
131	в своих	5	5
132	как только	1	4
133	то это	1	4
134	в виду	1	4
135	в ней	1	4
136	друг к	1	4
137	как говорит	2	4
138	стороны и	1	4
139	могли бы	6	4
140	и к	4	4
141	мы говорили	3	4
142	и заключается	1	4
143	в основу	2	4
144	к другу	2	4
145	есть не	2	4
146	в них	2	4
147	с такой	2	4
148	в своей	4	4
149	не могли	2	4
150	что эта	2	4
151	из которых	3	4
152	и именно	1	4
153	заключает в	1	4
154	указывает на	2	4
155	по сравнению	6	4
156	действия и	2	4
157	на примере	2	4
158	мы могли	7	4
159	внимание на	1	4
160	в его	14	4
161	на одном	1	4
162	это противоречие	1	4
163	только что	4	4
164	этот вопрос	3	4
165	не можем	1	4
166	чувств и	1	4
167	в конце	2	4
168	должен был	1	4
169	от того	6	4
170	дело происходит	1	4
171	прежде всего	10	4
172	которых мы	2	4
173	как ни	1	4
174	там где	2	4
175	в частности	2	4
176	тот факт	1	4
177	о чем	2	4
178	сравнению с	5	4
179	в результате	4	4
180	показать как	1	4
181	и все	5	4
182	а в	2	4
183	сам по	3	3
184	в их	3	3
185	по его	1	3
186	той же	2	3
187	полагает что	3	3
188	мы не	7	3
189	в учении	1	3
190	из того	5	3
191	и на	8	3
192	первый план	2	3
193	в ее	2	3
194	мы сейчас	1	3
195	как в	4	3
196	и наконец	2	3
197	в которой	3	3
198	из этих	3	3
199	на его	1	3
200	он не	5	3
201	состоит в	1	3
202	в силу	6	3
203	так например	1	3
204	одно и	2	3
205	можно было	3	3
206	в другом	7	3
207	об этом	3	3
208	это не	1	3
209	т д	1	3
210	эти два	1	3
211	ни в	4	3
212	повод для	2	3
213	показывает что	3	3
214	очень легко	1	3
215	мы с	1	3
216	в этих	2	3
217	бы мы	1	3
218	вопрос о	7	3
219	и вся	1	3
220	вовсе не	3	3
221	самого начала	8	3
222	двоякого рода	1	3
223	находятся в	1	3
224	учения о	6	3
225	этом отношении	4	3
226	в каком	3	3
227	с другом	4	3
228	образом что	3	3
229	что при	1	3
230	данном случае	2	3
231	учении о	1	3
232	и говорит	1	3
233	с самого	8	3
234	котором мы	1	3
235	что у	2	3
236	так и	5	3
237	остановимся на	1	3
238	именно потому	1	3
239	и поэтому	2	3
240	образом мы	1	3
241	что и	1	3
242	которое мы	3	3
243	что нам	1	3
244	так что	1	3
245	с двумя	2	3
246	для него	2	3
247	в состоянии	2	3
248	у него	1	3
249	со стороны	1	3
250	и между	1	3
251	чем у	1	3
252	на этот	3	3
253	и составляет	1	3
254	под влиянием	2	3
255	в данном	2	3
256	думается что	5	3
257	друг с	4	3
258	как из	1	3
259	не существует	1	3
260	целый ряд	4	3
261	мы должны	5	3
262	хотя бы	4	3
263	в свою	4	3
264	в психологии	10	3
265	и сейчас	1	3
266	и другие	1	3
267	по поводу	1	3
268	это в	1	3
269	к этому	4	3
270	в таком	1	3
271	ту же	1	2
272	же как	6	2
273	бы для	1	2
274	почти не	1	2
275	этой теории	1	2
276	и до	2	2
277	что эти	2	2
278	едва ли	2	2
279	с таким	3	2
280	отношения к	3	2
281	чувства которые	1	2
282	что между	2	2
283	которую мы	4	2
284	он как	2	2
285	оба эти	3	2
286	время как	4	2
287	с но	3	2
288	для нашей	1	2
289	почти на	2	2
290	собой в	1	2
291	это различение	1	2
292	между собой	5	2
293	с его	4	2
294	во всех	3	2
295	предположить что	1	2
296	на самом	1	2
297	по отношению	7	2
298	очевидно что	1	2
299	себе и	2	2
300	отличие от	1	2
301	друг от	3	2
302	и нам	2	2
303	психологической теории	2	2
304	в одной	3	2
305	от друга	3	2
306	его на	2	2
307	с этим	6	2
308	перед нами	5	2
309	нам кажется	1	2
310	показали что	4	2
311	в противоположность	2	2
312	стороны мы	1	2
313	бы сказать	2	2
314	он в	3	2
315	все эти	4	2
316	в ответ	1	2
317	в нашем	2	2
318	вопроса о	2	2
319	как он	3	2
320	точно как	1	2
321	по самому	1	2
322	оно в	1	2
323	образом и	3	2
324	и вот	2	2
325	том чтобы	3	2
326	одной и	2	2
327	что от	1	2
328	и следовательно	3	2
329	но все	2	2
330	как они	1	2
331	а затем	5	2
332	каком отношении	1	2
333	и дальше	1	2
334	и с	9	2
335	образом если	1	2
336	я переживаю	1	2
337	из них	1	2
338	говоря не	1	2
339	он является	1	2
340	о которых	1	2
341	к которым	1	2
342	для чего	1	2
343	оказывается совершенно	1	2
344	должно быть	2	2
345	на первый	2	2
346	лучшим доказательством	1	2
347	и при	2	2
348	в котором	4	2
349	с точки	18	2
350	мы называем	3	2
351	в отличие	1	2
352	в которых	3	2
353	и той	2	2
354	влечет за	2	2
355	в словах	2	2
356	двух элементов	1	2
357	в отношении	10	2
358	и ясно	1	2
359	в то	7	2
360	дело в	2	2
361	того как	2	2
362	к этим	2	2
363	во всякой	1	2
364	что самое	2	2
365	во всем	3	2
366	со своим	1	2
367	эти три	2	2
368	в образах	1	2
369	является то	2	2
370	все то	1	2
371	ли не	1	2
372	отличается от	1	2
373	должен быть	4	2
374	и понять	1	2
375	такое что	1	2
376	знаем что	1	2
377	приводит к	4	2
378	показало что	1	2
379	мы только	2	2
380	не с	2	2
381	еще в	1	2
382	и даже	2	2
383	ничего не	3	2
384	или иной	1	2
385	находится в	1	2
386	строго говоря	2	2
387	и та	1	2
388	самое основное	1	2
389	но мы	1	2
390	можно сказать	5	2
391	можно легко	1	2
392	связь между	6	2
393	говорит он	15	2
394	в форме	1	2
395	слов и	1	2
396	мы хотим	2	2
397	как например	1	2
398	этом смысле	1	2
399	в большей	1	2
400	обе эти	3	2
401	говорили выше	2	2
402	что даже	1	2
403	вплотную к	1	2
404	в качестве	9	2
405	связи с	3	2
