N	2gram	Vinokur_Ku_2	EvropaiE
1	и в	23	37
2	в отношении	2	32
3	в пределах	4	25
4	точки зрения	14	23
5	что в	10	21
6	не только	20	18
7	с точки	8	17
8	в то	4	16
9	то же	6	15
10	хотя бы	9	15
11	в своем	2	14
12	но в	11	14
13	же время	3	14
14	в качестве	8	14
15	но и	7	14
16	и не	16	14
17	в этом	18	12
18	в их	2	11
19	в области	11	11
20	в том	19	11
21	с и	1	10
22	так и	4	10
23	отнюдь не	4	9
24	в себе	1	9
25	только в	5	9
26	прежде всего	8	9
27	все более	1	9
28	не может	9	9
29	так же	4	9
30	т е	22	9
31	в ее	1	8
32	было бы	15	8
33	в своей	2	8
34	к тому	4	8
35	между тем	6	8
36	с одной	2	8
37	одной стороны	1	8
38	также и	5	7
39	а также	3	7
40	того что	3	7
41	так как	15	7
42	с другой	8	7
43	как и	2	7
44	по своему	1	7
45	между прочим	2	7
46	может быть	15	6
47	и на	6	6
48	на то	4	6
49	том что	11	6
50	того чтобы	11	6
51	вслед за	1	6
52	вовсе не	9	6
53	для того	9	6
54	в последние	1	6
55	и даже	2	6
56	как бы	4	6
57	с этой	2	6
58	то что	9	6
59	же как	2	5
60	столь же	1	5
61	но не	6	5
62	не в	8	5
63	и по	3	5
64	тем самым	2	5
65	как мы	3	5
66	одной из	1	5
67	в виде	1	5
68	со стороны	4	5
69	от этого	2	5
70	в частности	2	5
71	и потому	2	5
72	в той	2	5
73	этой точки	2	5
74	то в	1	4
75	мы не	1	4
76	вопрос о	9	4
77	но даже	2	4
78	в ней	3	4
79	независимо от	1	4
80	в самом	12	4
81	во многих	1	4
82	культурной жизни	1	4
83	то ни	1	4
84	того или	2	4
85	несмотря на	5	4
86	чем в	3	4
87	лежат в	1	4
88	даже в	1	4
89	не имеет	4	4
90	в процессе	3	4
91	иными словами	8	4
92	бы то	1	4
93	по себе	10	4
94	можно сказать	4	4
95	тем более	1	4
96	именно в	3	4
97	ни было	1	4
98	само по	5	4
99	или иной	1	4
100	не на	2	4
101	как это	5	4
102	для нас	4	4
103	сказать что	4	4
104	или иного	2	4
105	в каком	4	4
106	экономической жизни	1	4
107	в сфере	3	3
108	идет о	1	3
109	из всех	1	3
110	бы и	4	3
111	того же	3	3
112	время в	1	3
113	россии и	1	3
114	в общем	1	3
115	как в	3	3
116	когда он	1	3
117	и к	1	3
118	себе не	2	3
119	всего лишь	3	3
120	в известном	1	3
121	вообще не	1	3
122	мы можем	1	3
123	не будет	1	3
124	большинстве случаев	2	3
125	этом смысле	5	3
126	и тем	5	3
127	в них	4	3
128	с тем	2	3
129	мы видели	2	3
130	можно считать	1	3
131	и некоторые	1	3
132	в которых	2	3
133	можно ли	4	3
134	дело в	1	3
135	никогда не	2	3
136	потому что	25	3
137	в пределы	1	3
138	ли это	2	3
139	можно было	9	3
140	о том	1	3
141	от них	1	3
142	место в	1	3
143	что и	3	3
144	отметить что	1	3
145	и только	1	3
146	известном смысле	1	3
147	европе и	1	3
148	всяком случае	5	3
149	очевидно что	2	3
150	к ним	1	3
151	тем что	3	3
152	этом отношении	3	3
153	и прежде	1	3
154	в свою	2	3
155	там где	5	3
156	ни на	2	3
157	в данном	4	3
158	к настоящему	1	3
159	является ли	2	3
160	и для	2	3
161	новое слово	1	3
162	и от	2	3
163	в результате	4	3
164	не более	2	3
165	это так	3	3
166	как на	1	3
167	во всяком	5	3
168	данной области	1	2
169	и то	5	2
170	по преимуществу	2	2
171	ведь и	1	2
172	должна быть	5	2
173	есть не	1	2
174	что если	2	2
175	меньшей степени	3	2
176	на них	1	2
177	населения и	1	2
178	но как	1	2
