N	4gram	Vinokur_St_1	Problemy
1	в то же время	4	12
2	и в то же	1	5
3	но в то же	2	3
4	в той или иной	1	2
5	а может быть даже	1	2
6	то же время не	1	2
7	может быть даже и	1	1
8	самом деле вовсе не	1	1
9	одних и тех же	1	1
10	может быть и речи	1	1
11	вопрос о том что	1	1
12	как и во всякой	1	1
13	в самом деле не	1	1
14	и т п но	1	1
15	так и в отношении	1	1
16	такой же степени как	1	1
17	на самом деле вовсе	1	1
18	во всяком случае не	1	1
19	на самом деле оно	1	1
20	не может быть и	1	1
21	до сих пор еще	1	1
22	с точки зрения его	1	1
23	в одних и тех	1	1
24	и т д и	2	1
25	во всяком случае в	2	1
26	и в том и	1	1
27	и в самом деле	2	1
28	и по отношению к	1	1
29	бы они ни были	1	1
