N	3gram	Vinokur_Ku_3	Komedia
1	в том что	8	9
2	и т п	41	5
3	в то время	1	5
4	с другой стороны	3	5
5	к тому же	2	5
6	в одном из	1	4
7	то же время	1	4
8	в то же	1	4
9	и т д	8	4
10	по отношению к	2	3
11	после того как	4	3
12	с одной стороны	4	3
13	о том что	3	3
14	по меньшей мере	1	2
15	не говоря уже	2	2
16	то же самое	1	2
17	говоря уже о	2	2
18	при этом что	2	2
19	но и в	1	2
20	в первую очередь	3	2
21	а то и	1	2
22	до сих пор	8	2
23	т е в	1	2
24	бы то ни	1	2
25	во всяком случае	1	2
26	в тех же	1	2
27	именно потому что	1	2
28	у нас в	1	2
29	хотя и не	1	1
30	следует отметить что	1	1
31	что же касается	1	1
32	прибегают не к	1	1
33	и к тому	1	1
34	не связанное с	1	1
35	на себя внимание	2	1
36	чуть ли не	1	1
37	более или менее	2	1
38	в том числе	2	1
39	том что на	1	1
40	с этой точки	1	1
41	в зависимости от	7	1
42	вместе с тем	1	1
43	можно говорить о	3	1
44	а может быть	1	1
45	сам по себе	3	1
46	можно было бы	10	1
47	это вовсе не	1	1
48	т п т	1	1
49	в коем случае	1	1
50	на мой взгляд	3	1
51	так же как	1	1
52	в данном случае	4	1
53	обращает на себя	1	1
54	к числу таких	1	1
55	не только в	3	1
56	смысле этого слова	2	1
57	ответа на вопрос	1	1
58	что они являются	1	1
59	в чем же	1	1
60	в отличие от	2	1
61	идет о совершенно	1	1
62	в одном случае	1	1
63	для этой цели	1	1
64	всего этого можно	1	1
65	этой точки зрения	1	1
66	в тех случаях	1	1
67	что он не	1	1
68	и независимо от	1	1
69	нас только в	1	1
70	ни в коем	1	1
71	т п в	3	1
72	и прежде всего	1	1
73	друг от друга	1	1
74	тех случаях когда	1	1
75	из повседневной жизни	1	1
76	к тому что	1	1
77	то время когда	1	1
78	не заметить что	1	1
79	тем не менее	9	1
80	как мы видели	2	1
81	до нас только	1	1
82	сплошь да рядом	2	1
83	для того чтобы	11	1
84	п т е	1	1
85	так как он	2	1
86	и тот же	2	1
