N	3gram	Medvedev_F_1	Stilisti
1	в то же	8	9
2	в зависимости от	2	7
3	то же время	8	7
4	с точки зрения	13	5
5	того или иного	2	5
6	прежде всего в	3	4
7	в свою очередь	6	4
8	с самого начала	1	4
9	на самом деле	6	3
10	во всех своих	1	3
11	в той же	1	3
12	но и в	1	3
13	бы мы ни	1	3
14	во внутренней речи	1	3
15	и тем самым	1	3
16	но все же	1	3
17	как мы видели	2	3
18	что было в	1	2
19	или хотя бы	1	2
20	и в сознании	1	2
21	и в то	1	2
22	вместе с тем	1	2
23	точном смысле этого	1	2
24	как мы увидим	2	2
25	ничего не останется	1	2
26	в этом отношении	1	2
27	может показаться что	1	2
28	тот или иной	1	2
29	и преломляется в	1	2
30	но в то	2	2
31	возникновения и развития	1	2
32	смысле этого слова	3	2
33	зависимости от того	1	2
34	у нас не	2	2
35	не может быть	5	2
36	что перед нами	1	2
37	и как бы	1	2
38	связи с этим	2	2
39	в точном смысле	1	2
40	в связи с	2	2
41	к тому что	1	2
42	мы видим что	1	2
43	тех или иных	1	2
44	все то что	1	2
45	основные направления его	1	1
46	того что было	1	1
47	вполне понятно что	1	1
48	через нее и	1	1
49	нет и не	2	1
50	по себе не	1	1
51	особое место в	1	1
52	по отношению к	4	1
53	более или менее	6	1
54	не говоря уже	1	1
55	имеет первостепенное значение	1	1
56	же время и	1	1
57	ведь может показаться	1	1
58	должен был бы	1	1
59	гораздо большей степени	1	1
60	в нем и	2	1
61	как раз и	1	1
62	на один из	1	1
63	и всякий идеологический	1	1
64	до сих пор	6	1
65	и во всех	1	1
66	если же он	1	1
67	в ней как	1	1
68	на минуту не	1	1
69	при этом не	1	1
70	которая могла бы	1	1
71	отношение к миру	2	1
72	свою очередь определяет	1	1
73	отнюдь не является	1	1
74	этого еще мало	1	1
75	хотя бы и	1	1
76	форм и типов	2	1
77	в большинстве случаев	2	1
78	мы увидим дальше	1	1
79	ни на кого	2	1
80	в процессе развития	1	1
81	в литературном произведении	2	1
82	здесь нет и	1	1
83	знаки идеологического общения	1	1
84	отражающих и преломляющих	1	1
85	мы наблюдаем в	1	1
86	и в этом	2	1
87	по сравнению с	1	1
88	тем не менее	1	1
89	как материал для	1	1
90	понимать друг друга	1	1
91	но даже и	1	1
92	ни на минуту	1	1
93	но вместе с	1	1
94	чтобы убедиться в	2	1
95	и от всех	1	1
96	не должен забывать	1	1
97	так и от	1	1
98	между этими двумя	1	1
99	влияние и на	2	1
100	минуту не должен	1	1
101	прежде всего мы	1	1
102	противоречия и конфликты	1	1
103	мы не можем	2	1
104	не может не	1	1
105	всего того что	1	1
106	как и всякий	1	1
107	хотя бы в	1	1
108	не только не	2	1
109	и не может	2	1
110	не только на	1	1
111	и переживания по	1	1
112	происходит и в	1	1
113	с другой стороны	1	1
114	в гораздо большей	1	1
115	отражается и преломляется	1	1
116	но все эти	1	1
117	та или иная	1	1
118	в социальной жизни	2	1
119	мы уже знаем	1	1
120	во всех их	1	1
121	в том что	1	1
122	в последнем счете	1	1
123	мы увидим что	1	1
124	в жизни и	1	1
125	ничем не связанных	2	1
126	в пределах одного	1	1
