N	2gram	Propp_Isto_4	EvropaiE
1	и в	26	37
2	в пределах	1	25
3	точки зрения	1	23
4	что в	14	21
5	не только	15	18
6	в то	1	16
7	то же	8	15
8	хотя бы	2	15
9	в своем	2	14
10	но в	5	14
11	в качестве	7	14
12	но и	12	14
13	и не	9	14
14	северной америки	1	13
15	в этом	7	12
16	в области	2	11
17	в том	3	11
18	так и	10	10
19	в себе	2	9
20	только в	3	9
21	прежде всего	1	9
22	не может	6	9
23	так же	18	9
24	т е	18	9
25	думать что	1	8
26	было бы	2	8
27	в своей	4	8
28	к тому	1	8
29	а также	3	7
30	того что	2	7
31	так как	9	7
32	с другой	4	7
33	как и	7	7
34	между прочим	2	7
35	может быть	14	6
36	и на	2	6
37	во всех	1	6
38	на то	3	6
39	том что	3	6
40	вовсе не	4	6
41	и даже	4	6
42	как бы	3	6
43	с этой	2	6
44	то что	16	6
45	же как	13	5
46	но не	5	5
47	не в	5	5
48	и по	5	5
49	к которым	5	5
50	но если	1	5
51	тем самым	1	5
52	как мы	5	5
53	одной из	1	5
54	в виде	2	5
55	со стороны	1	5
56	в частности	2	5
57	мы не	1	4
58	вопрос о	4	4
59	но даже	1	4
60	в некотором	2	4
61	в ней	1	4
62	независимо от	1	4
63	даже в	4	4
64	не имеет	3	4
65	к ней	1	4
66	по себе	2	4
67	можно сказать	1	4
68	тем более	1	4
69	именно в	1	4
70	не на	3	4
71	как это	3	4
72	для нас	3	4
73	сказать что	2	4
74	на себя	4	3
75	как в	7	3
76	когда он	6	3
77	и к	1	3
78	представляет собой	2	3
79	северной америке	1	3
80	но на	1	3
81	вообще не	1	3
82	мы можем	6	3
83	не дает	2	3
84	большинстве случаев	1	3
85	и мы	1	3
86	и тем	2	3
87	в них	1	3
88	с тем	2	3
89	мы видели	6	3
90	можно считать	2	3
91	во второй	1	3
92	в которых	4	3
93	никогда не	2	3
94	данного народа	1	3
95	потому что	6	3
96	во все	2	3
97	о том	4	3
98	от них	2	3
99	что и	9	3
100	и только	5	3
101	этот факт	2	3
102	не из	1	3
103	из них	2	3
104	очевидно что	1	3
105	к ним	2	3
106	тем что	5	3
107	по своим	1	3
108	говорит о	2	3
109	связано с	1	3
110	там где	3	3
111	в данном	3	3
112	в результате	1	3
113	на своем	1	3
114	это так	1	3
115	как на	1	3
116	и то	6	2
117	что эти	1	2
118	должна быть	2	2
119	есть не	1	2
120	что если	1	2
121	именно к	1	2
122	меньшей степени	1	2
123	на них	1	2
124	между собой	1	2
125	он сам	1	2
126	совершенно прав	1	2
127	произошло в	1	2
128	но как	1	2
129	как их	1	2
130	в истории	2	2
131	его на	4	2
132	с этим	2	2
133	хотя и	2	2
134	целый ряд	1	2
135	и как	5	2
136	есть ли	1	2
137	можно в	1	2
138	что это	2	2
139	большей части	1	2
140	в этой	2	2
141	и если	3	2
142	главным образом	2	2
