N	2gram	Propp_Morf_1	Psycholo
1	то что	8	32
2	и в	13	31
3	в том	6	30
4	и т	41	26
5	что в	8	23
6	может быть	52	22
7	таким образом	21	20
8	при помощи	9	20
9	совершенно ясно	1	19
10	при этом	1	19
11	ясно что	5	19
12	так как	16	18
13	не может	14	17
14	как и	3	16
15	том что	4	16
16	и не	12	16
17	точки зрения	2	15
18	только в	2	14
19	не только	4	13
20	что и	7	13
21	а не	11	13
22	мы не	8	12
23	если мы	5	12
24	так же	3	12
25	в этом	14	12
26	не в	3	11
27	в области	1	11
28	могут быть	16	11
29	в сущности	3	10
30	на то	2	10
31	того что	3	10
32	потому что	3	10
33	самом деле	4	9
34	ни в	1	9
35	как в	3	9
36	показать что	4	8
37	т д	39	8
38	и что	2	8
39	что мы	2	8
40	во всяком	2	8
41	на основании	1	7
42	сказать что	2	7
43	того чтобы	3	7
44	и его	1	7
45	о том	2	7
46	тому как	5	7
47	что он	4	7
48	что это	1	6
49	целый ряд	3	6
50	из этих	1	6
51	что она	2	6
52	для того	2	6
53	было бы	3	6
54	если бы	2	6
55	в его	1	6
56	вслед за	5	6
57	всяком случае	2	6
58	вовсе не	4	6
59	и даже	1	6
60	одной стороны	1	6
61	а в	7	6
62	и есть	2	5
63	то же	7	5
64	время как	3	5
65	с одной	1	5
66	в целом	3	5
67	и совершенно	1	5
68	подобно тому	6	5
69	несмотря на	4	5
70	оказывается что	1	5
71	она не	2	5
72	в то	3	5
73	как будто	2	5
74	не является	3	5
75	утверждать что	3	5
76	то время	3	5
77	для нас	2	5
78	с другой	8	5
79	мы видим	13	5
80	в какой	3	5
81	так что	1	5
82	совершенно не	1	5
83	как бы	3	5
84	все же	7	5
85	и для	2	5
86	и все	1	5
87	говорит что	1	5
88	другой стороны	4	5
89	мы имеем	9	4
90	в которой	3	4
91	в виду	1	4
92	у него	1	4
93	со всеми	1	4
94	отличие от	1	4
95	формы в	1	4
96	в себе	1	4
97	по существу	12	4
98	в совершенно	1	4
99	тому что	4	4
100	одна из	4	4
101	у нас	2	4
102	очень часто	6	4
103	к тому	4	4
104	те же	1	4
105	со стороны	3	4
106	прежде всего	9	4
107	между тем	5	4
108	один из	5	4
109	мы увидим	8	4
110	для всех	1	4
111	и у	1	4
112	могло бы	1	4
113	мы можем	2	4
114	там где	5	4
115	как это	3	4
116	с этой	1	4
117	в результате	7	4
118	в этих	13	4
119	и другие	6	4
120	к этому	3	4
121	смысле слова	4	3
122	например в	2	3
123	это и	2	3
124	почти всегда	1	3
125	что эти	2	3
126	должна быть	1	3
127	собственном смысле	3	3
128	вопрос о	7	3
129	из которых	3	3
130	в которых	2	3
131	совсем не	3	3
132	но не	4	3
133	с этим	11	3
134	хотя и	3	3
135	и к	4	3
136	но в	2	3
137	та же	2	3
138	в этой	2	3
139	им в	1	3
140	его и	2	3
141	думается что	1	3
142	состоит в	2	3
143	в силу	1	3
144	и вот	1	3
145	и по	2	3
146	других видов	1	3
147	в каждом	1	3
148	не будет	1	3
149	разница между	1	3
150	с тем	2	3
151	в своей	1	3
152	точку зрения	1	3
153	что эта	2	3
154	точно так	1	3
155	во всем	1	3
156	не могут	4	3
157	когда мы	1	3
158	не есть	1	3
159	что при	2	3
160	в собственном	3	3
161	и когда	1	3
162	так и	6	3
163	но к	1	3
164	но мы	3	3
165	он не	3	3
166	в частности	2	3
167	дело с	1	3
168	который в	2	3
169	рассматриваться как	2	3
170	не можем	1	3
171	только на	1	3
172	а потому	1	3
173	от того	3	3
174	точек зрения	1	3
175	до сих	1	3
176	могут служить	1	3
177	совершенно очевидно	1	3
178	в одной	1	3
179	из его	2	3
180	где начинается	1	3
181	в состоянии	1	3
182	сих пор	1	3
183	но это	6	3
184	должны быть	1	3
185	потому не	1	3
186	т е	21	3
187	как на	1	3
188	в таком	1	3
189	ту же	2	2
190	таком случае	1	2
191	и то	1	2
192	на самом	4	2
193	тех же	4	2
194	которое может	2	2
195	она в	2	2
196	как мы	6	2
197	на эти	1	2
198	есть нечто	3	2
199	которыми она	1	2
200	оно есть	1	2
201	целом не	1	2
202	большей частью	4	2
203	может дать	1	2
204	в чем	1	2
205	но как	2	2
206	отношение к	1	2
207	или иное	1	2
208	что они	2	2
209	этой формы	3	2
210	если она	2	2
211	независимо от	3	2
212	совершенно другой	1	2
213	в полном	1	2
214	более или	2	2
215	увидим что	1	2
216	как таковое	2	2
217	к чему	3	2
218	действия и	1	2
219	мы получаем	2	2
220	представляет собой	17	2
221	и тот	1	2
222	главным образом	4	2
223	новое значение	1	2
224	в немецкой	1	2
225	или иных	1	2
226	русском языке	1	2
227	как они	1	2
228	и с	1	2
229	не дает	1	2
230	его в	2	2
231	и тем	2	2
232	в них	1	2
233	далеко не	5	2
234	не всегда	9	2
235	такой же	1	2
236	и тогда	1	2
237	или менее	2	2
238	что такое	3	2
239	именно и	1	2
240	с точки	2	2
241	теми же	1	2
242	тем не	5	2
243	их в	1	2
244	даже в	1	2
245	можно ли	1	2
246	не менее	5	2
247	с теми	4	2
248	начинает с	1	2
249	в основе	1	2
250	это мы	1	2
251	ничего не	4	2
252	видим что	10	2
253	тех или	1	2
254	этом отношении	1	2
255	в основу	2	2
256	же самое	1	2
257	если же	5	2
258	на вопрос	2	2
259	приходит к	1	2
260	без всякого	2	2
261	приводит к	2	2
262	том случае	1	2
263	в настоящее	3	2
264	означает что	2	2
265	и здесь	5	2
266	настоящее время	3	2
267	там же	1	2
268	но и	4	2
269	случае не	3	2
270	самому себе	1	2
271	что с	1	2
272	или как	1	2
273	в другой	1	2
274	в него	1	2
275	к нему	3	2
276	что здесь	1	2
277	как например	2	2
278	никак нельзя	1	2
279	в качестве	5	2
280	уже не	2	2
281	что следовательно	1	2
282	от других	2	2
283	из них	3	2
284	одно из	1	2
285	и их	2	2
286	в одном	1	2
287	должны будем	2	2
288	как раз	1	2
289	в каком	2	2
290	себя и	2	2
291	не означает	1	2
292	о чем	1	2
293	во внимание	1	2
294	в связи	9	2
295	в особый	1	2
296	что же	2	2
297	и там	1	2
298	может считаться	3	2
299	и таким	2	2
300	точно и	1	2
301	она должна	1	2
302	и может	1	2
303	не существует	3	2
304	это можно	1	2
305	его не	1	2
306	от него	1	2
307	к этой	1	2
308	и как	5	2
309	только что	2	2
310	или не	3	2
311	этой школы	4	2
312	этого материала	1	2
313	всех других	1	2
314	что даже	1	2
315	из этого	1	2
316	только о	1	2
317	имеет в	1	2
318	всем ее	1	1
319	связана с	3	1
320	утверждение что	1	1
321	изучения в	2	1
322	решительно все	1	1
323	в первом	3	1
324	ведь и	1	1
325	к созданию	1	1
326	и этот	1	1
327	что изучение	2	1
328	но она	1	1
329	не сознаем	1	1
330	занимается в	1	1
331	силу художественной	1	1
332	и ее	3	1
333	ему в	1	1
334	то это	3	1
335	которое в	1	1
336	и был	1	1
337	это время	1	1
338	который может	2	1
339	настоящая работа	1	1
340	собой в	2	1
341	еще не	3	1
342	и на	1	1
343	всегда можно	1	1
344	и многие	1	1
345	шкловский совершенно	1	1
346	бы то	3	1
347	с его	2	1
348	во всех	4	1
349	тем как	1	1
350	там и	1	1
351	как таковая	2	1
352	по своему	2	1
353	то мы	4	1
354	друг к	2	1
355	коем случае	1	1
356	явлений и	1	1
357	ответ на	1	1
358	тогда как	2	1
359	же вопрос	1	1
360	чем же	1	1
361	метод и	1	1
362	дело идет	1	1
363	если на	1	1
364	за этим	1	1
365	и нет	1	1
366	что земля	1	1
367	перед нами	10	1
368	тех случаях	2	1
369	от изучения	1	1
370	могли бы	1	1
371	как уже	2	1
372	и наконец	1	1
373	формы не	1	1
374	можно сделать	2	1
375	от самого	1	1
376	и вслед	1	1
377	то в	3	1
378	из самых	1	1
379	это утверждение	1	1
380	привести к	1	1
381	в тех	6	1
382	учение о	3	1
383	отношение между	1	1
384	бы только	1	1
385	только один	1	1
386	во многих	1	1
387	одно и	1	1
388	а вовсе	1	1
389	но прежде	1	1
390	эту мысль	1	1
391	на его	4	1
392	она вызывает	2	1
393	момента в	1	1
394	он должен	2	1
395	ни было	2	1
396	приходим к	2	1
397	в нее	1	1
398	но все	3	1
399	могла бы	4	1
400	а затем	4	1
401	затем уже	2	1
402	конечно в	1	1
403	об этом	4	1
404	на все	1	1
405	это не	6	1
406	мы находимся	1	1
407	за ней	2	1
408	чаще всего	7	1
409	на этот	1	1
410	тех которые	1	1
411	это положение	2	1
412	ни одной	1	1
413	всеми другими	1	1
414	этим и	1	1
415	и вне	3	1
416	чем в	1	1
417	ведет к	1	1
418	в приложении	1	1
419	части но	1	1
420	как таковой	2	1
421	увидим как	1	1
422	понятия и	1	1
423	убедиться что	1	1
424	еще раз	1	1
425	и становится	1	1
426	для него	1	1
427	но если	7	1
428	и при	1	1
429	мы приходим	2	1
430	быть названы	1	1
431	для отдельных	1	1
432	совершенно особой	1	1
433	что говорит	1	1
434	стоит в	1	1
435	представители этой	1	1
436	для изучения	1	1
437	определяют собой	1	1
438	а есть	1	1
439	образом и	1	1
440	некоторые черты	1	1
441	иных форм	1	1
442	и более	1	1
443	оказалось бы	1	1
444	однако в	2	1
445	и наоборот	4	1
446	что этот	1	1
447	есть всегда	1	1
448	этого тупика	1	1
449	приводят к	1	1
450	теми или	1	1
451	вплоть до	1	1
452	быть дано	1	1
453	в таких	2	1
454	самого начала	1	1
455	дело не	2	1
456	то чего	1	1
457	дело в	1	1
458	д все	2	1
459	материала в	1	1
460	особый вид	2	1
461	все вопросы	1	1
462	в самых	2	1
463	на котором	3	1
464	это совершенно	1	1
465	того как	2	1
466	только и	1	1
467	всего и	1	1
468	приведены в	1	1
469	увидим ниже	5	1
470	вместо того	1	1
471	с но	1	1
472	дело обстоит	1	1
473	связи с	10	1
474	здесь же	3	1
475	так то	1	1
476	точном смысле	1	1
477	который позволил	1	1
478	не потому	1	1
479	перед ним	1	1
480	сравнить с	1	1
481	этот закон	1	1
482	к таким	1	1
483	исходить из	1	1
484	позволил бы	1	1
485	уже было	1	1
486	о происхождении	2	1
487	в поле	4	1
488	бы составить	2	1
489	они и	3	1
490	все еще	3	1
491	перейти к	2	1
492	оно не	2	1
493	форм мы	1	1
494	оно может	3	1
495	как не	1	1
496	законы и	1	1
497	ее объеме	1	1
498	веселовский с	1	1
499	можно показать	2	1
500	как по	1	1
501	изучения и	1	1
502	слова она	1	1
503	верно для	1	1
504	мысль о	1	1
505	что подобные	1	1
506	останавливаясь на	1	1
507	с самого	1	1
508	анализ и	1	1
509	в пределах	3	1
510	мнение что	1	1
511	с если	1	1
512	то как	2	1
513	с известными	1	1
514	из двух	2	1
515	здесь как	1	1
516	раз он	1	1
517	здесь нет	1	1
518	том как	1	1
519	по ее	1	1
520	что от	1	1
521	статей и	1	1
522	составные части	7	1
523	с этого	2	1
524	простейший пример	1	1
525	собой с	1	1
526	в коем	1	1
527	свои законы	1	1
528	то они	2	1
529	обращается к	1	1
530	в глаза	2	1
531	можно сказать	2	1
532	в различных	2	1
533	а также	4	1
534	может не	1	1
535	так если	2	1
536	образом мы	5	1
537	в приведенных	1	1
538	на составные	1	1
539	если например	2	1
540	чтобы получить	1	1
