N	4gram	Tiupa_Vved_1	Literetu
1	в то же время	3	5
2	состоит в том что	1	4
3	в том же году	1	3
4	остается неизвестен и который	1	1
5	в войне и мире	2	1
6	том же году в	1	1
7	одного и того же	1	1
8	в том что печорин	1	1
9	неизвестен и который известен	1	1
10	всегда всему свету остается	1	1
11	который всегда всему свету	1	1
12	субъекта объекта и адресата	1	1
13	всему свету остается неизвестен	1	1
14	без другого в этом	1	1
15	то же время у	1	1
16	и который известен только	1	1
17	взаимодействия субъекта объекта и	1	1
18	между двумя или несколькими	2	1
19	как сказано в тексте	1	1
20	сюда же следует отнести	1	1
21	свету остается неизвестен и	1	1
22	литературная классика xix столетия	1	1
23	который известен только им	1	1
24	креативного и рецептивного сознаний	1	1
