N	2gram	Bakhtin_Fr_8	VelikijI
1	и не	9	20
2	и в	56	16
3	так как	4	9
4	то что	3	9
5	еще не	10	8
6	что они	2	7
7	а не	2	7
8	и потому	4	7
9	человека и	2	6
10	но и	9	5
11	того что	1	5
12	хотя и	2	5
13	в мире	2	5
14	все это	8	5
15	как бы	11	5
16	в образе	3	4
17	в его	18	4
18	в этом	14	4
19	что он	2	4
20	потому что	6	4
21	земного и	1	4
22	в нем	8	4
23	так и	13	4
24	что все	4	4
25	как и	5	4
26	в котором	2	4
27	в ней	4	4
28	великих и	1	4
29	и все	6	4
30	и что	1	3
31	то это	1	3
32	лишь в	1	3
33	в чем	1	3
34	с его	5	3
35	во всех	8	3
36	что и	3	3
37	в том	13	3
38	тот же	1	3
39	но в	6	3
40	бы и	2	3
41	по этому	1	3
42	все эти	15	3
43	и они	1	3
44	за ним	1	3
45	они в	1	3
46	их в	4	3
47	в своей	2	3
48	ни в	2	3
49	в них	11	3
50	не было	5	3
51	не верит	1	3
52	в этих	11	3
53	нет ничего	1	3
54	не в	3	3
55	тому что	1	3
56	но это	2	3
57	не имеет	1	3
58	никогда не	5	3
59	их от	1	3
60	превращается в	1	3
61	и для	2	3
62	к тому	1	3
63	жизни и	1	3
64	что в	5	3
65	и это	1	2
66	того чтобы	4	2
67	и то	2	2
68	но мы	1	2
69	и сам	2	2
70	можно было	1	2
71	превратились в	1	2
72	мы не	2	2
73	когда в	2	2
74	и новые	1	2
75	с ним	2	2
76	вместо того	1	2
77	и во	2	2
78	между тем	3	2
79	которые не	1	2
80	его к	3	2
81	только в	9	2
82	те которые	1	2
83	в себя	1	2
84	конечно не	4	2
85	уже не	3	2
86	не только	8	2
87	его и	1	2
88	превращаются в	2	2
89	для него	2	2
90	земли и	1	2
91	не к	1	2
92	в прошлом	1	2
93	не могли	2	2
94	тем что	1	2
95	на том	1	2
96	мы слышим	1	2
97	это не	2	2
98	а с	1	2
99	прежде всего	6	2
100	мир от	1	2
101	с тем	2	2
102	один из	5	2
103	для их	1	2
104	и тогда	1	2
105	мира в	1	2
106	не могут	1	2
107	является в	1	2
108	мир и	2	2
109	никогда еще	2	2
110	одна из	4	2
111	было еще	1	2
112	том что	8	2
113	для нас	1	2
114	полного и	1	2
115	от него	1	2
116	в форме	3	2
117	они и	1	2
118	ее в	1	2
119	есть уже	1	2
120	людей и	2	2
121	а в	2	2
122	но не	5	2
123	в духе	4	2
124	могут быть	1	2
125	всего в	1	2
126	речь идет	1	1
127	как мы	7	1
128	в виду	1	1
129	в ее	6	1
130	и до	10	1
131	роль в	5	1
132	он всегда	1	1
133	на новый	1	1
134	то же	11	1
135	и могут	1	1
136	их и	2	1
137	и которые	4	1
138	живет в	1	1
139	из всего	1	1
140	в результате	5	1
141	да будет	1	1
142	это только	1	1
143	по сравнению	1	1
144	вопрос о	1	1
145	и вообще	1	1
146	находится в	1	1
147	и ее	4	1
148	по смыслу	1	1
149	не был	4	1
150	права не	1	1
151	в их	3	1
152	и на	7	1
153	он был	12	1
154	после того	1	1
155	пока они	1	1
156	бы то	2	1
157	людей это	1	1
158	оно ни	1	1
159	все в	1	1
160	что оно	1	1
161	к нему	2	1
162	ее от	1	1
163	от них	1	1
164	присутствует в	1	1
165	в новом	1	1
166	себе и	2	1
167	бы в	3	1
168	не просто	3	1
169	это лишь	1	1
170	они тихо	1	1
171	суровый и	1	1
172	как в	1	1
173	и мир	1	1
174	в своем	3	1
175	известном смысле	1	1
176	что нет	1	1
177	все же	2	1
178	но с	2	1
179	своей сущности	1	1
180	мы видим	6	1
181	был таким	1	1
182	и хотя	2	1
183	и так	1	1
184	это очень	2	1
185	в самом	9	1
186	в которой	4	1
187	что это	4	1
188	бы ни	1	1
189	на людей	1	1
190	сущности и	1	1
191	этот третий	1	1
192	в этой	6	1
193	в известном	2	1
194	это тот	1	1
195	им в	1	1
196	и современная	1	1
197	уже в	2	1
198	в которую	1	1
199	то уж	1	1
200	слово это	1	1
201	тем чтобы	1	1
202	в виде	2	1
203	это право	1	1
204	по словам	1	1
205	или даже	1	1
206	они только	1	1
207	в теоретическом	1	1
208	и глубина	1	1
209	папы и	1	1
210	любви в	1	1
211	и вот	1	1
212	вовсе не	6	1
213	так часто	2	1
214	природы человека	1	1
215	у него	7	1
216	и частей	1	1
217	и вместе	1	1
218	для того	2	1
219	им по	1	1
220	то ни	2	1
221	в едином	3	1
222	всех формах	1	1
223	конечно в	2	1
224	не были	3	1
225	и с	8	1
226	было не	1	1
227	выражения мы	1	1
228	не дали	1	1
229	с другой	2	1
230	художественный образ	1	1
231	его личности	1	1
232	это одна	1	1
233	к миру	1	1
234	еще и	3	1
235	и тем	1	1
236	были в	1	1
237	нового времени	2	1
238	правда так	1	1
239	говорит о	2	1
240	них и	2	1
241	был в	2	1
242	власти и	2	1
243	не всегда	1	1
244	жизнь в	1	1
245	между собою	2	1
