N	2gram	Tiupa_Lite_2	Myshleni
1	и в	19	25
2	в развитии	1	24
3	мышления и	1	23
4	в том	10	23
5	на основе	1	22
6	том что	7	20
7	таким образом	1	17
8	так же	1	17
9	что в	4	17
10	с тем	2	16
11	в основе	2	16
12	как и	10	15
13	в его	4	15
14	то что	7	15
15	в этом	9	14
16	вместе с	5	14
17	может быть	17	13
18	в целом	2	13
19	так как	3	12
20	в качестве	5	12
21	и что	2	10
22	что и	2	10
23	было бы	2	10
24	того что	5	10
25	как бы	2	10
26	и не	11	10
27	мы не	4	9
28	связи с	1	9
29	как в	1	9
30	как мы	1	8
31	того чтобы	1	8
32	тем что	4	8
33	не является	2	8
34	понятия в	1	7
35	столь же	5	7
36	по своей	1	7
37	все эти	1	7
38	в области	4	7
39	уже в	2	7
40	для того	2	7
41	что мы	1	7
42	как это	2	7
43	же как	2	6
44	того же	4	6
45	и на	6	6
46	но не	5	6
47	потому что	2	6
48	как уже	2	6
49	от этого	1	6
50	представляет собой	2	6
51	не только	8	6
52	не может	9	6
53	мы видели	1	6
54	точки зрения	4	6
55	в отличие	1	6
56	не в	4	6
57	в отношении	1	6
58	не менее	6	6
59	приходит к	1	6
60	в собственном	1	6
61	можно было	1	6
62	один из	4	6
63	что он	3	6
64	отличие от	1	6
65	со всеми	1	6
66	понятий в	1	6
67	с другой	8	6
68	слова и	7	6
69	в основном	1	6
70	все же	2	6
71	процесса в	1	6
72	одним из	3	5
73	с ее	2	5
74	и как	3	5
75	и к	2	5
76	отношения между	1	5
77	что это	1	5
78	при этом	6	5
79	и по	1	5
80	тем не	2	5
81	но это	3	5
82	могут быть	2	5
83	и т.д	7	5
84	о том	2	5
85	так и	7	5
86	в этой	3	5
87	с одной	7	5
88	для него	4	5
89	именно в	1	5
90	из которых	2	5
91	одной стороны	6	5
92	тем же	3	4
93	мы имеем	1	4
94	еще не	2	4
95	которые не	1	4
96	отнюдь не	4	4
97	в своем	1	4
98	что слово	1	4
99	ни один	1	4
100	в известном	1	4
101	на то	1	4
102	он не	5	4
103	не станем	2	4
104	той же	2	4
105	не мог	1	4
106	не столько	3	4
107	в то	9	4
108	и снова	1	4
109	никогда не	3	4
110	то и	3	4
111	не могут	1	4
112	к тому	1	4
113	приводит к	1	4
114	мог бы	1	4
115	в ход	1	4
116	с ним	2	4
117	в какой	2	4
118	из них	2	4
119	могло бы	2	4
120	друг друга	2	4
121	но и	10	4
122	прежде всего	4	4
123	в смысле	1	4
124	и все	1	4
125	а в	3	4
126	в частности	4	4
127	переход от	1	3
128	на деле	1	3
129	то в	2	3
130	но как	2	3
131	если в	2	3
132	по отношению	4	3
133	когда он	1	3
134	в самом	1	3
135	в случае	1	3
136	как он	2	3
137	и сам	2	3
138	на этом	2	3
139	его в	1	3
140	в жизни	2	3
141	состоит в	9	3
142	их в	1	3
143	того как	1	3
144	но только	2	3
145	этот тип	1	3
146	во всем	1	3
147	перед ним	2	3
148	ничего общего	1	3
149	в себя	3	3
150	на том	1	3
151	является в	1	3
152	в него	2	3
153	дело с	1	3
154	путь к	2	3
155	который в	1	3
156	не можем	1	3
157	этом отношении	3	3
158	или иной	1	3
159	к которому	1	3
160	а с	1	3
161	наряду с	1	3
162	с этой	2	3
163	в результате	2	3
164	другой стороны	4	3
165	в свою	1	3
166	к этому	1	3
167	в сфере	4	2
168	и то	3	2
169	но тем	4	2
170	едва ли	4	2
171	то же	12	2
172	мы и	1	2
173	в чем	1	2
174	бы в	1	2
175	что по	1	2
176	в себе	6	2
177	слова не	1	2
178	здесь мы	1	2
179	в нем	3	2
180	в мире	9	2
181	а по	1	2
182	с другими	1	2
183	в них	2	2
184	со всей	1	2
185	в этих	1	2
186	в своей	1	2
187	место в	1	2
188	однако в	6	2
189	тому что	1	2
190	но они	1	2
191	тем самым	3	2
192	одна из	5	2
193	имеем дело	1	2
194	на себя	2	2
195	и его	3	2
196	из того	2	2
197	вообще является	1	2
198	той или	1	2
199	все еще	2	2
200	но по	1	2
201	свою очередь	1	2
202	говорит и	1	2
203	того и	1	2
204	еще в	4	2
205	не стоит	1	2
206	мы в	1	2
207	основана на	1	2
208	с предшествующим	1	2
209	поэтому в	1	2
210	для этого	2	2
211	находится в	1	2
212	в построении	1	2
213	одного из	1	2
214	а также	2	2
215	и только	2	2
216	другого в	3	2
217	все время	1	2
218	этой точки	1	2
219	всех этих	1	2
220	так что	4	2
221	уже не	2	2
222	ни было	2	2
223	в начале	3	2
224	речь в	2	2
225	и других	4	2
226	слова в	1	2
227	в одном	2	2
228	каждый из	4	2
229	образом не	1	2
230	к той	1	2
231	побуждает и	1	2
232	целым рядом	1	2
233	и эта	1	2
234	могут служить	2	2
235	от всех	1	2
236	все более	1	2
237	и потому	1	2
238	к жизни	2	2
239	такого рода	9	2
240	тому как	2	2
241	иначе говоря	1	2
242	задолго до	1	2
243	и для	3	2
244	которых он	1	2
245	и от	1	2
246	и одновременно	2	2
247	для нас	2	2
248	же в	2	2
249	тот же	2	2
250	направленной на	1	2
251	отношению к	3	2
252	есть и	1	2
253	мышления не	1	2
254	в своих	2	2
255	как на	3	2
256	в таком	1	2
257	все что	2	2
258	в роли	2	2
259	даже более	1	1
260	ту же	2	1
261	надобности в	1	1
262	отношения к	1	1
263	совершенно справедливо	1	1
264	деятельности от	1	1
265	такую же	2	1
266	которое мы	1	1
267	и закон	1	1
268	по которым	1	1
269	легко переходит	1	1
270	и до	2	1
271	мышления но	1	1
272	есть не	1	1
273	себе как	1	1
274	деятельность на	1	1
275	что уже	1	1
276	на место	1	1
277	именно к	1	1
278	в становлении	1	1
279	исследования в	1	1
280	ему в	1	1
281	начала в	1	1
282	и он	3	1
283	нам представляется	2	1
284	бы то	1	1
285	во всех	3	1
286	слово не	2	1
287	очевидно что	2	1
288	как справедливо	1	1
289	постановка проблемы	1	1
290	не просто	1	1
291	относится к	1	1
292	общего с	1	1
293	по которому	1	1
294	однако не	1	1
295	этом же	1	1
296	в действительности	1	1
297	этой цели	1	1
298	и хотя	1	1
299	в этот	1	1
300	за собой	1	1
301	для которого	1	1
302	к достижению	1	1
303	после чего	1	1
304	с чем	1	1
305	от его	1	1
306	это путь	1	1
307	порядка в	1	1
308	отказа от	2	1
309	потребности в	1	1
310	идут по	1	1
311	этом с	1	1
312	близким к	1	1
313	по существу	3	1
314	до конца	2	1
315	том чтобы	3	1
316	быть с	1	1
317	меняется вместе	1	1
318	возникающая благодаря	1	1
319	подобно тому	2	1
320	что ни	1	1
321	речи становится	1	1
322	там ни	1	1
323	то ни	1	1
324	а затем	2	1
325	свое имя	1	1
326	и с	3	1
327	он есть	1	1
328	бы там	1	1
329	поведения и	1	1
330	отрицать того	1	1
331	они оба	1	1
332	все равно	2	1
333	в слове	1	1
334	которой он	1	1
335	и прямо	1	1
336	такой же	3	1
337	которую он	1	1
338	мы стремились	1	1
339	в такой	2	1
340	которого является	1	1
341	себе а	1	1
342	от себя	1	1
343	до последнего	1	1
344	как другие	1	1
345	что было	2	1
346	но было	1	1
347	даже в	4	1
348	не для	1	1
349	было но	1	1
350	т.д если	1	1
351	с точки	3	1
352	на три	1	1
353	на рубеже	1	1
354	не имеет	1	1
355	в сущности	3	1
356	не по	2	1
357	не могло	1	1
358	только и	1	1
359	до их	1	1
360	начала но	1	1
361	явление в	1	1
362	развивается в	1	1
363	мире и	1	1
364	и направляет	1	1
365	так называемый	1	1
366	и оказывается	1	1
367	требуют их	1	1
368	от общего	1	1
369	у нас	5	1
370	становится для	1	1
371	говоря в	1	1
372	места для	1	1
373	же самое	1	1
374	числе и	1	1
375	является одним	1	1
376	и другим	1	1
377	него как	1	1
378	для себя	2	1
379	которая делает	1	1
380	как утверждает	1	1
381	нам о	1	1
382	в виду	2	1
383	в ней	4	1
384	в ее	2	1
385	данном случае	3	1
386	только не	1	1
387	идет не	1	1
388	в пределах	1	1
389	различие между	1	1
390	в живых	1	1
391	в другом	3	1
392	за то	2	1
393	единственное что	1	1
394	во многих	1	1
395	быть может	3	1
396	с этого	1	1
397	в последнем	1	1
398	сводится к	1	1
399	с полным	1	1
400	за пределами	1	1
401	но мы	1	1
402	в конечном	5	1
403	от него	1	1
404	на отдельные	1	1
405	переходит в	1	1
406	во всей	1	1
407	отдельные слова	1	1
408	цели но	2	1
409	также не	1	1
410	в это	1	1
411	не так	2	1
412	роль по	1	1
413	что только	1	1
414	идет по	1	1
415	существенную для	1	1
416	что нам	2	1
417	человека с	1	1
418	путь которым	1	1
419	для всех	5	1
420	есть в	1	1
421	а напротив	1	1
422	пути по	1	1
423	по выражению	1	1
424	если судить	1	1
425	нам все	1	1
426	был бы	2	1
427	одно из	2	1
428	предшествующим и	1	1
429	мы находим	1	1
430	в конце	2	1
431	вовсе не	2	1
432	о которой	2	1
433	дело и	1	1
434	у него	2	1
435	не случайно	4	1
436	в новый	1	1
437	ведь мы	2	1
438	этого пути	1	1
439	один в	1	1
440	в исторической	1	1
441	и даже	8	1
442	за пределы	1	1
443	а именно	3	1
444	человека а	1	1
445	что не	2	1
446	говорит о	1	1
447	и последующим	1	1
448	только по	1	1
449	впоследствии в	1	1
450	и своего	1	1
451	а не	20	1
452	подобного рода	1	1
453	он становится	1	1
454	здесь этот	1	1
455	не об	1	1
456	не видит	2	1
457	развитии и	1	1
458	полным основанием	1	1
459	с первого	1	1
460	из трех	1	1
461	расчленения и	1	1
462	со словом	1	1
463	какого бы	1	1
464	не играет	1	1
465	в данном	3	1
466	ведет к	1	1
467	одновременно с	1	1
468	что же	1	1
469	в тот	1	1
470	мы с	3	1
471	и менее	1	1
472	быть не	2	1
473	этом случае	2	1
474	в ряду	1	1
475	возникает в	1	1
476	силу и	1	1
477	как раз	2	1
478	этот образ	1	1
479	бессмысленное слово	1	1
480	это как	2	1
481	ними все	1	1
482	нам остается	1	1
483	конце концов	1	1
484	повествование о	1	1
485	хотя бы	2	1
486	ключом к	1	1
487	отношению ко	1	1
488	в ходе	1	1
489	не предполагает	1	1
490	к ее	1	1
491	в психологии	1	1
492	и живет	1	1
493	сказали бы	1	1
494	и наряду	1	1
495	него в	1	1
496	самом начале	1	1
497	даже когда	1	1
498	снова и	1	1
499	но в	2	1
500	каждое слово	1	1
501	который не	1	1
502	том числе	2	1
