N	2gram	Bakhtin_fo_1	Myslijsy
1	потому что	4	52
2	то есть	33	42
3	и в	50	39
4	может быть	11	27
5	в том	9	26
6	только в	4	25
7	не может	6	22
8	что в	5	22
9	не только	9	21
10	так как	6	21
11	а не	3	21
12	в нем	24	20
13	но и	8	20
14	и не	14	18
15	том что	4	16
16	так что	1	16
17	в этом	25	15
18	не в	5	15
19	если бы	5	14
20	по отношению	3	13
21	в себе	3	13
22	таким образом	11	13
23	так и	12	13
24	отношению к	5	13
25	было бы	2	12
26	есть только	2	11
27	мы не	3	10
28	как в	6	10
29	по себе	2	10
30	то что	6	10
31	что не	3	10
32	но в	10	9
33	как и	8	9
34	тогда когда	2	9
35	могут быть	5	9
36	для нас	2	9
37	тем что	2	9
38	но не	5	8
39	точки зрения	5	8
40	в одном	3	8
41	того что	2	8
42	вместе с	3	8
43	по его	1	7
44	в ней	4	7
45	в истории	2	7
46	с этим	6	7
47	это не	6	7
48	в этих	3	7
49	должны быть	1	7
50	то и	1	7
51	с другой	2	7
52	должно быть	1	7
53	и т	8	6
54	то же	11	6
55	независимо от	1	6
56	все же	6	6
57	и как	10	6
58	бы не	1	6
59	при этом	3	6
60	и по	2	6
61	между собою	1	6
62	в каком	2	6
63	что и	3	6
64	еще не	5	6
65	как бы	2	6
66	во всех	6	5
67	не имеют	3	5
68	не следует	1	5
69	с тем	3	5
70	не имеет	4	5
71	и его	16	5
72	во втором	2	5
73	в его	13	5
74	для всех	2	5
75	вовсе не	13	5
76	друг друга	3	5
77	что человек	1	5
78	так же	6	5
79	и потому	3	5
80	быть только	3	5
81	и для	4	5
82	из себя	1	5
83	а в	3	5
84	в таком	3	5
85	на деле	1	4
86	вопрос о	2	4
87	а только	2	4
88	увидим что	1	4
89	из этих	1	4
90	в каждом	1	4
91	т п	8	4
92	в то	9	4
93	никогда не	2	4
94	можно бы	1	4
95	же время	9	4
96	во всем	2	4
97	не могут	3	4
98	к тому	3	4
99	свою очередь	1	4
100	бы в	1	4
101	в стороне	2	4
102	с нею	1	4
103	и других	3	4
104	для него	2	4
105	в более	2	4
106	не было	7	4
107	и даже	2	4
108	прежде всего	15	4
109	притом не	1	4
110	там где	2	4
111	что мы	2	4
112	самого себя	1	4
113	слова и	2	4
114	от него	1	4
115	не более	1	4
116	мы видим	3	4
117	в свою	2	4
118	в своих	1	4
119	того же	8	3
120	что можно	1	3
121	и то	4	3
122	вопрос об	1	3
123	явлений и	1	3
124	сама по	1	3
125	в своем	4	3
126	хотя и	3	3
127	в самом	8	3
128	что это	1	3
129	он не	5	3
130	что все	2	3
131	действует на	1	3
132	в мире	1	3
133	той же	2	3
134	и с	4	3
135	в жизни	6	3
136	в них	4	3
137	в этой	1	3
138	и при	1	3
139	в своей	2	3
140	с точки	2	3
141	бытия и	1	3
142	друг другу	2	3
143	она не	1	3
144	для того	5	3
145	самого начала	2	3
146	не могло	5	3
147	находятся в	1	3
148	как она	2	3
149	оно не	2	3
150	для себя	7	3
151	и это	4	3
152	с самого	2	3
153	в словах	1	3
154	и вообще	2	3
155	с ним	2	3
156	и во	7	3
157	души к	1	3
158	мы увидим	1	3
159	но как	1	3
160	с одной	3	3
161	если мы	2	3
162	только на	3	3
163	или даже	1	3
164	и понимание	1	3
165	одно из	3	3
166	и их	8	3
167	никто не	2	3
168	могло бы	1	3
169	были бы	1	3
170	с другим	1	3
171	связи с	6	3
172	все более	1	3
173	но оно	2	3
174	в самой	2	3
175	одной стороны	2	3
176	и от	1	3
177	она может	1	3
178	и все	6	3
179	к этой	1	3
180	мы должны	2	3
181	сказать что	3	3
182	во всяком	3	3
183	одним из	1	2
184	и есть	1	2
185	тем же	1	2
186	их и	2	2
187	а как	3	2
188	его только	1	2
189	есть не	3	2
190	в сущности	3	2
191	есть для	1	2
192	себя а	1	2
193	служит для	1	2
194	то он	1	2
195	мы будем	2	2
196	одном и	1	2
197	значение и	3	2
198	эти предметы	1	2
199	что во	1	2
200	в течение	2	2
201	более и	1	2
202	в полном	1	2
203	могли бы	1	2
204	вопросом о	1	2
205	его к	1	2
206	необходимости и	1	2
207	в которой	2	2
208	в целом	2	2
209	образом и	1	2
210	но без	1	2
211	на то	1	2
212	но на	4	2
213	времен и	1	2
214	не могла	1	2
215	все ее	3	2
216	так сказать	7	2
217	мы можем	1	2
218	он должен	2	2
219	что единство	1	2
220	оно должно	1	2
221	и более	1	2
222	но дело	2	2
223	но все	5	2
224	значительной степени	1	2
225	могла бы	1	2
226	для них	3	2
227	но уже	1	2
228	о которых	1	2
229	бы было	1	2
230	слагаются в	2	2
231	чем в	2	2
232	в один	1	2
233	и того	6	2
234	одного и	5	2
235	таким же	1	2
236	быть названы	1	2
237	в их	6	2
238	что имеет	2	2
239	но он	2	2
240	том же	2	2
241	это будет	1	2
242	дело в	2	2
243	на себе	1	2
244	которых и	1	2
245	того чтобы	5	2
246	следовательно и	1	2
247	как во	1	2
248	в разных	5	2
249	к ней	2	2
250	из того	1	2
251	все то	2	2
252	когда мы	1	2
253	его с	1	2
254	себя только	1	2
255	имеет место	3	2
256	и самое	1	2
257	как мы	14	2
258	с ее	6	2
259	уже с	1	2
260	и может	2	2
261	времени и	10	2
262	и которые	1	2
263	но такая	1	2
264	в виду	3	2
265	них не	1	2
266	о том	1	2
267	и миром	1	2
268	все в	1	2
269	связь между	2	2
270	и только	1	2
271	еще более	3	2
272	в теории	1	2
273	и следовательно	4	2
274	в другую	2	2
275	не зная	2	2
276	этот вопрос	1	2
277	которое мы	1	2
278	под одну	1	2
279	для нее	1	2
280	по этому	1	2
281	есть в	2	2
282	в таких	1	2
283	уже не	2	2
284	же в	3	2
285	в начале	3	2
286	при помощи	1	2
287	на свои	1	2
288	но всегда	1	2
289	человека не	1	2
290	к ним	2	2
291	явлений в	1	2
292	в других	9	2
293	эти противоречия	1	2
294	не были	2	2
295	влияние на	4	2
296	всего человеческого	1	2
297	в пути	1	2
298	у нас	1	2
299	и том	1	2
300	в одно	3	2
301	если не	1	2
302	нет ничего	4	2
303	его на	2	2
304	их к	2	2
305	исходная точка	1	2
306	в человеческом	1	2
307	не создает	1	2
308	при начале	1	2
309	стороны и	2	2
310	между прочим	1	2
311	к другим	1	2
312	слова но	1	2
313	не существует	1	2
314	или в	3	2
315	тем более	1	2
316	хотя бы	2	2
317	все они	1	2
318	что оно	1	2
319	но вместе	1	2
320	была бы	2	2
321	что даже	1	2
322	жизни и	8	2
323	но эти	1	2
324	к цели	1	1
325	отношения к	3	1
326	например в	6	1
327	же как	2	1
328	до него	1	1
329	человека и	11	1
330	начинается с	1	1
331	должен быть	1	1
332	самом деле	1	1
333	развития это	1	1
334	он может	1	1
335	по которым	1	1
336	об исторической	1	1
337	объясняется и	1	1
338	в зависимости	1	1
339	или ее	1	1
340	мы имеем	1	1
341	именно к	1	1
342	не столько	1	1
343	из сказанного	1	1
344	само слово	1	1
345	не вполне	1	1
346	на себя	2	1
347	в последующих	1	1
348	слагаются из	1	1
349	жизни как	1	1
350	природы то	1	1
351	они были	2	1
352	зависимости от	1	1
353	форм в	1	1
354	искать для	1	1
355	и на	8	1
356	на них	2	1
357	мы спросим	1	1
358	материала это	1	1
359	влияния на	2	1
360	в различных	2	1
361	в чем	2	1
362	с его	9	1
363	природы и	2	1
364	как если	2	1
365	на другой	2	1
366	что этого	1	1
367	жить и	1	1
368	друг на	2	1
369	для других	4	1
370	есть по	1	1
371	себе и	3	1
372	же мало	1	1
373	только ее	1	1
374	и нет	2	1
375	перед нами	1	1
376	и получает	1	1
377	может получить	1	1
378	самом начале	1	1
379	вносит в	1	1
380	от этого	2	1
381	психологии и	1	1
382	нами явлениях	1	1
383	та же	1	1
384	все эти	9	1
385	в нашем	2	1
386	и пространства	4	1
387	так в	1	1
388	тоже не	1	1
389	приводит к	1	1
390	с их	2	1
391	нами в	1	1
392	человеке и	1	1
393	но его	1	1
394	мира но	1	1
395	как он	2	1
396	его но	3	1
397	человек не	1	1
398	вследствие этого	3	1
399	этот процесс	5	1
400	как оно	2	1
401	связанные с	1	1
402	высшей степени	1	1
403	не как	2	1
404	его от	2	1
405	без исключения	1	1
406	одно и	3	1
407	своих произведений	1	1
408	касается до	1	1
409	времени а	1	1
410	и характер	2	1
411	имеют в	1	1
412	зрения на	1	1
413	лишь в	6	1
414	его в	3	1
415	входит в	3	1
416	было в	1	1
417	как вдруг	1	1
418	совершенно ясно	1	1
419	и основные	1	1
420	в греческом	24	1
421	нам по	1	1
422	от оков	1	1
423	с необходимостью	2	1
424	как высшая	1	1
425	бы совершенно	2	1
426	он на	1	1
427	как физические	1	1
428	из нее	2	1
429	этого слова	1	1
430	рядом с	2	1
431	далеко не	2	1
432	и совершается	1	1
433	были в	2	1
434	жизни то	2	1
435	на друга	2	1
436	его все	1	1
437	место и	3	1
438	и уже	3	1
439	жизни но	5	1
440	себе все	1	1
441	нет никакого	1	1
442	во время	1	1
443	и другие	5	1
444	в отношении	3	1
445	все духовное	1	1
446	в котором	4	1
447	эта жизнь	1	1
448	растет и	1	1
449	и действует	1	1
450	они уже	1	1
451	в которых	2	1
452	должны были	1	1
453	своей жизни	4	1
454	сами по	1	1
455	есть еще	1	1
456	их в	3	1
457	что этот	1	1
458	себя к	1	1
459	вместе со	1	1
460	возвращается к	1	1
461	целом а	1	1
462	ничего нового	1	1
463	а на	1	1
464	человека но	1	1
465	виду что	1	1
466	в людях	1	1
467	этими двумя	3	1
468	особых форм	2	1
469	например что	1	1
470	на самый	1	1
471	какой мы	1	1
472	и проч	4	1
473	все без	1	1
474	самой жизни	1	1
475	ничего не	9	1
476	только проявлением	1	1
477	человек как	1	1
478	на те	1	1
479	ровно ничего	1	1
480	по своей	1	1
481	на природу	1	1
482	это слово	1	1
483	не нужен	1	1
484	должно не	1	1
485	на некоторые	1	1
486	этом отношении	3	1
487	был бы	3	1
488	известно например	1	1
489	от их	1	1
490	поэтому не	1	1
491	время жизни	1	1
492	про себя	1	1
493	как только	1	1
494	еще яснее	1	1
495	не предполагает	1	1
496	он видит	1	1
497	невозможно само	1	1
498	свое значение	1	1
499	где он	1	1
500	впервые появилось	1	1
501	такова в	1	1
502	это развитие	1	1
503	из всего	1	1
504	внешнее и	2	1
505	не подлежащих	1	1
506	служит только	1	1
507	здесь не	4	1
508	всего этого	2	1
509	в ее	6	1
510	звеном между	1	1
511	которые как	1	1
512	некоторая примесь	1	1
513	то время	4	1
514	роль в	9	1
515	существовать и	1	1
516	на том	1	1
517	и совершенно	1	1
518	если они	2	1
519	в образе	5	1
520	те же	2	1
521	ее проявление	1	1
522	здесь нет	3	1
523	оно как	1	1
524	в результате	6	1
525	что дело	1	1
526	понятно что	4	1
527	он служит	1	1
528	оно оставляет	1	1
529	последующее развитие	1	1
530	и особенности	1	1
531	смысле и	1	1
532	образом в	1	1
533	в построении	1	1
534	и историческое	1	1
535	то должны	1	1
536	в другом	1	1
537	внимание на	1	1
538	все прочие	1	1
539	притом в	1	1
540	иное значение	1	1
541	в данное	1	1
542	все его	3	1
543	нас в	3	1
544	затем в	1	1
545	или как	4	1
546	с другими	3	1
547	переходит в	1	1
548	какие мы	1	1
549	во всей	3	1
550	появились и	1	1
551	и степень	1	1
552	наконец в	1	1
553	эти последние	1	1
554	дает место	2	1
555	один из	3	1
556	время когда	1	1
557	жизни она	1	1
558	с ними	1	1
559	и представляет	1	1
560	что он	1	1
561	явления в	2	1
562	проникнуть в	1	1
563	иначе если	1	1
564	поэтому и	3	1
565	когда нам	1	1
566	особенности его	1	1
567	всяком случае	1	1
568	между этими	4	1
569	и ее	3	1
570	на мир	1	1
571	от них	1	1
572	все действия	1	1
573	уже в	2	1
574	себя в	1	1
575	друг за	2	1
576	не произошло	1	1
577	они могли	1	1
578	когда оно	1	1
579	человека когда	1	1
580	из них	1	1
581	мир в	2	1
582	него нет	1	1
583	ни в	8	1
584	мы находим	2	1
585	не для	2	1
586	произведения и	1	1
587	с этими	2	1
588	как его	1	1
589	у него	6	1
590	него это	1	1
591	которые могут	1	1
592	явления природы	1	1
593	значение чем	1	1
594	лежит вне	2	1
595	чувствует себя	2	1
596	именно как	4	1
597	человека то	1	1
598	до сих	3	1
599	все высшие	1	1
600	именно в	3	1
601	стороны он	1	1
602	никакого определенного	1	1
603	в каких	1	1
604	еще и	2	1
605	человек может	1	1
606	себя и	3	1
607	на ней	1	1
608	но есть	1	1
609	только к	3	1
610	говорили все	1	1
611	противоречие между	1	1
612	их не	1	1
613	не без	2	1
614	бы назвать	1	1
615	более того	3	1
616	не на	1	1
617	человеческой жизни	6	1
618	и легкость	1	1
619	человек в	3	1
620	и оно	1	1
621	ее на	1	1
622	а следовательно	1	1
623	разных местах	1	1
624	особенностей и	1	1
625	в связи	5	1
626	начиная с	1	1
627	время с	1	1
628	к более	1	1
629	за другом	2	1
630	другу и	1	1
631	в данном	2	1
632	она есть	1	1
633	всех других	1	1
634	смысле этого	1	1
635	научного характера	1	1
636	времени с	2	1
637	в тех	1	1
638	да и	3	1
639	человек всегда	1	1
640	и слушающего	1	1
641	ведет не	1	1
642	все наше	1	1
643	и формы	1	1
644	что из	1	1
645	сих пор	3	1
646	все это	4	1
647	природу и	1	1
648	что касается	1	1
649	же люди	1	1
650	но для	2	1
651	все упомянутые	1	1
652	при всем	1	1
653	вне его	2	1
654	на одной	1	1
655	началом и	2	1
656	тем и	1	1
657	не подлежит	1	1
658	человека для	1	1
659	в эту	1	1
660	время не	2	1
661	необходимых для	1	1
662	виду у	1	1
663	и первое	1	1
664	которой мы	1	1
665	чувств могут	1	1
666	процессы в	1	1
667	слово в	1	1
668	между ними	3	1
669	совершенно не	2	1
670	равно как	2	1
671	того на	1	1
672	нет но	2	1
673	в последнем	1	1
674	природу человека	1	1
675	остается неизменным	1	1
676	себе не	1	1
677	это было	1	1
678	нас не	1	1
679	к этому	3	1
680	они не	3	1
