N	2gram	Vygotskiy__1	Vladivir
1	и в	31	40
2	то что	32	28
3	не только	13	25
4	и не	16	25
5	учение о	1	24
6	у него	4	24
7	то есть	26	24
8	том что	16	18
9	в том	30	18
10	но и	2	18
11	еще и	1	18
12	что в	23	17
13	в этом	12	16
14	в его	6	14
15	так что	5	14
16	не может	17	14
17	точки зрения	15	13
18	вовсе не	6	13
19	только в	14	13
20	в конце	3	12
21	сказать что	7	12
22	едва ли	1	11
23	никогда не	8	11
24	потому что	10	11
25	таким образом	20	11
26	о том	7	11
27	ни в	9	10
28	тем не	2	10
29	и его	7	10
30	то это	1	10
31	не есть	3	10
32	прежде всего	4	10
33	как раз	2	10
34	и потому	2	10
35	это есть	5	10
36	и то	2	9
37	уже не	2	9
38	что это	6	9
39	в себе	4	9
40	и с	2	9
41	в своей	3	9
42	не менее	2	9
43	есть только	2	9
44	что же	2	9
45	как мы	2	8
46	в своем	3	8
47	в этой	3	8
48	он не	3	8
49	и что	8	8
50	а также	1	8
51	для него	1	8
52	может быть	22	8
53	а не	13	8
54	так же	12	8
55	а только	2	7
56	хотя и	3	7
57	и как	2	7
58	и если	4	7
59	что все	3	7
60	с тем	3	7
61	как и	16	7
62	несмотря на	5	7
63	в то	5	7
64	там же	2	7
65	что и	13	7
66	того что	10	7
67	так как	18	7
68	в те	1	7
69	вместе с	8	7
70	к тому	4	7
71	а в	6	7
72	в своих	4	7
73	смысле слова	3	6
74	оно есть	2	6
75	и на	1	6
76	то в	1	6
77	не будет	3	6
78	с точки	2	6
79	по себе	9	6
80	иной раз	1	6
81	во всем	3	6
82	и это	3	6
83	и от	2	6
84	так и	3	6
85	об этом	1	6
86	и здесь	2	6
87	почему же	1	6
88	и даже	6	6
89	но это	3	6
90	хотя бы	1	6
91	те времена	1	5
92	в ней	1	5
93	совсем не	3	5
94	отнюдь не	6	5
95	более или	2	5
96	тому же	3	5
97	должно быть	1	5
98	или менее	2	5
99	но если	1	5
100	дело в	1	5
101	для нас	5	5
102	ничего не	2	5
103	только и	1	5
104	у нас	4	5
105	для себя	1	5
106	с другой	5	5
107	конце концов	3	5
108	что он	7	5
109	только на	3	5
110	в одном	2	5
111	не было	3	5
112	в самом	11	4
113	то же	5	4
114	что если	1	4
115	и о	4	4
116	вопрос о	3	4
117	но даже	2	4
118	учение об	1	4
119	еще не	1	4
120	но не	3	4
121	то он	1	4
122	все же	5	4
123	но в	3	4
124	бы и	2	4
125	на то	10	4
126	есть все	1	4
127	было бы	6	4
128	чем в	1	4
129	такой же	2	4
130	в котором	4	4
131	даже в	2	4
132	тому что	4	4
133	или как	2	4
134	в каком	2	4
135	только при	3	4
136	то время	5	4
137	в глаза	1	4
138	она была	1	4
139	никак не	4	4
