N	3gram	Potebnia_M_4	Narrotol
1	в данном случае	2	8
2	в том что	7	5
3	то же время	3	4
4	в то же	3	4
5	не может быть	5	4
6	по отношению к	8	3
7	подобно тому как	2	3
8	в этом отношении	1	3
9	для того чтобы	4	3
10	тем не менее	4	3
11	речь идет о	1	3
12	о том что	5	2
13	мы имеем дело	2	2
14	внимание на то	3	2
15	то же самое	4	2
16	не было и	2	2
17	до сих пор	4	2
18	сами по себе	2	2
19	но и в	1	2
20	заключает в себе	8	2
21	может быть не	1	2
22	имеем дело с	1	2
23	в связи с	1	2
24	дело в том	1	2
25	во всяком случае	3	2
26	в свою очередь	1	2
27	можно сказать что	4	2
28	на то что	4	2
29	том что одно	1	2
30	то в его	1	1
31	и того же	1	1
32	что иное как	2	1
33	как и у	1	1
34	только потому что	2	1
35	мере того как	4	1
36	как один из	1	1
37	в том числе	1	1
38	по мере того	4	1
39	один и тот	2	1
40	с другой стороны	1	1
41	с точки зрения	3	1
42	и не только	1	1
43	и еще более	1	1
44	но еще не	1	1
45	в разные времена	1	1
46	и не может	1	1
47	том случае если	1	1
48	до известной степени	2	1
49	сам по себе	4	1
50	мы и сами	1	1
51	в той же	1	1
52	случае мы имеем	1	1
53	слова и мысли	1	1
54	и то что	4	1
55	следующее место из	1	1
56	точно так же	1	1
57	по крайней мере	5	1
58	не то что	3	1
59	в том случае	3	1
60	может быть и	1	1
61	в последних словах	1	1
62	стало быть в	1	1
63	если только в	1	1
64	как и в	1	1
65	дело не с	1	1
66	в первый раз	1	1
67	мы не знаем	1	1
68	с одной стороны	1	1
69	стало быть и	1	1
70	и тот же	2	1
71	но при этом	1	1
72	то хотя бы	1	1
73	в приведенном выше	1	1
74	оно и не	1	1
75	и как бы	2	1
76	потому что в	3	1
77	не умеет выразить	1	1
78	столь же мало	1	1
79	и та же	1	1
80	лишь в том	1	1
81	одна и та	1	1
82	а не в	1	1
83	то есть от	2	1
84	бы не было	2	1
85	при всей своей	1	1
86	значительной степени это	1	1
87	той или другой	1	1
88	мы не можем	3	1
89	сказать и о	1	1
90	само по себе	5	1
91	и в самом	1	1
92	своей точки зрения	1	1
93	отношению к ним	1	1
94	том числе и	1	1
95	но и не	1	1
96	одного и того	1	1
97	друг от друга	1	1
98	не представляется возможным	1	1
99	если бы не	2	1
100	в этих случаях	2	1
101	к тому что	1	1
102	они могут быть	1	1
103	не подлежит сомнению	1	1
104	на самом деле	3	1
105	и т д	3	1
