N	3gram	Voloshinov_1	Myshleni
1	в том что	4	17
2	так же как	1	6
3	в высшей степени	1	6
4	с самого начала	1	6
5	в зависимости от	2	5
6	можно было бы	1	5
7	с одной стороны	2	5
8	как уже сказано	1	5
9	тем не менее	3	5
10	является то что	1	4
11	ни в какой	1	4
12	то время как	1	4
13	же как и	1	4
14	во всяком случае	1	4
15	в то время	1	4
16	о том что	1	3
17	сами по себе	1	3
18	в этом отношении	1	3
19	с другой стороны	2	3
20	имеет дело с	1	2
21	этой точки зрения	3	2
22	мы никогда не	2	2
23	по отношению к	11	2
24	в этом смысле	1	2
25	и в этом	1	2
26	включает в себя	1	2
27	то что мы	1	2
28	не может быть	7	2
29	с помощью которой	1	2
30	в свою очередь	1	2
31	как мы уже	1	2
32	как и в	1	2
33	в так называемой	1	1
34	том что в	1	1
35	в виду не	1	1
36	отношение его к	1	1
37	прежде всего тем	1	1
38	одному и тому	1	1
39	более или менее	1	1
40	подобно тому как	1	1
41	то же самое	2	1
42	как это делает	1	1
43	с точки зрения	2	1
44	до сих пор	3	1
45	что мы имеем	1	1
46	сам по себе	1	1
47	бы то ни	3	1
48	с ним в	1	1
49	между тем как	1	1
50	так как если	4	1
51	и менее всего	1	1
52	тогда когда он	1	1
53	по аналогии с	1	1
54	имеет в виду	3	1
55	речи так как	1	1
56	как если бы	4	1
57	отнюдь не является	1	1
58	этих моментов в	1	1
59	вопросу о том	1	1
60	в данном случае	2	1
61	все эти три	1	1
62	и тем же	1	1
63	то ни было	3	1
64	внутренней речью со	1	1
65	слова и его	1	1
66	все же не	1	1
67	в значительной степени	1	1
68	в какой степени	2	1
69	имеем дело с	1	1
70	все более и	1	1
71	все эти моменты	1	1
72	друг к другу	1	1
73	того что это	1	1
74	одним и тем	1	1
75	не остается места	1	1
76	мы таким образом	1	1
77	остается при этом	1	1
78	и тому же	1	1
79	но тем не	2	1
80	так как в	1	1
81	речью со всей	1	1
82	ничего общего с	1	1
83	более и более	1	1
84	таким образом не	1	1
85	он имеет в	1	1
86	только в процессе	2	1
87	сама по себе	1	1
88	к вопросу о	1	1
89	если бы оно	1	1
90	вместе с его	1	1
91	мы увидим что	1	1
92	отнюдь не совпадает	1	1
93	с первого же	1	1
