N	3gram	Trubetskoy_1	Psycholo
1	в том что	7	17
2	для того чтобы	6	13
3	в самом деле	1	11
4	с точки зрения	9	10
5	заключается в том	1	10
6	не может быть	4	8
7	совершенно ясно что	1	6
8	на то что	4	6
9	то же самое	1	6
10	на самом деле	6	5
11	до сих пор	5	5
12	в этом отношении	1	5
13	том случае если	3	4
14	можно было бы	3	4
15	в том случае	4	4
16	так же как	1	4
17	в данном случае	3	4
18	тем не менее	1	4
19	о том что	2	4
20	только в том	2	4
21	в том виде	1	3
22	точно так же	2	3
23	в том чтобы	1	3
24	в конце концов	3	3
25	несмотря на все	1	3
26	том виде как	1	2
27	состоит в том	1	2
28	на том же	1	2
29	в том и	2	2
30	он не может	1	2
31	и не может	3	2
32	что он не	2	2
33	того и другого	1	2
34	на этот вопрос	1	2
35	что все это	1	2
36	и то что	3	2
37	и что в	1	2
38	указывает на то	1	2
39	бы то ни	4	2
40	во всяком случае	6	2
41	и таким образом	1	2
42	и в том	2	2
43	то же время	10	2
44	в свою очередь	1	2
45	того или иного	2	2
46	в то же	10	2
47	заключает в себе	1	2
48	к тому что	2	2
49	в согласии с	1	2
50	и того же	1	1
51	а между тем	5	1
52	о том к	1	1
53	на целый ряд	1	1
54	само собой разумеется	1	1
55	то ни стало	3	1
56	если мы в	1	1
57	то есть не	1	1
58	психологии при этом	1	1
59	в этом случае	3	1
60	во что бы	3	1
61	лишь тогда когда	1	1
62	только то что	1	1
63	для всех народов	2	1
64	то естественно что	1	1
65	что не только	1	1
66	с тем чтобы	3	1
67	и не будет	2	1
68	и в других	1	1
69	основе его лежит	1	1
70	за то что	1	1
71	в борьбе за	1	1
72	точки зрения этой	2	1
73	в противном случае	1	1
74	по самому своему	2	1
75	по крайней мере	1	1
76	вместе с тем	3	1
77	жизни и в	1	1
78	отказаться от того	1	1
79	речь идет не	1	1
80	и в частности	1	1
81	что бы то	3	1
82	от того что	1	1
83	то ни было	1	1
84	и если в	3	1
85	в противоречие с	2	1
86	то что для	1	1
87	в основе его	1	1
88	легко убедимся что	1	1
89	ни к какому	1	1
90	но при этом	1	1
91	они принадлежат к	2	1
92	идет не об	1	1
93	самому своему существу	1	1
94	в связи с	1	1
95	который исходит из	1	1
96	можно согласиться с	1	1
97	друг с другом	14	1
98	более или менее	4	1
99	самих себя и	2	1
100	отказаться от него	1	1
101	собой разумеется что	1	1
102	нечего и говорить	1	1
103	и говорить что	1	1
104	знаем что и	1	1
105	в этом и	1	1
106	и тем самым	2	1
107	с самого начала	1	1
108	ли может быть	1	1
109	одного и того	1	1
110	друг от друга	2	1
111	с другом и	2	1
112	совершенно очевидно что	1	1
113	в другом случае	2	1
114	между тем при	1	1
115	было бы доказать	1	1
116	тот факт что	2	1
