N	2gram	Kanaev_Sov_1	FransuaR
1	и в	7	41
2	таким образом	11	19
3	в этом	7	15
4	как и	6	14
5	и все	3	14
6	то же	3	13
7	все эти	5	13
8	в этой	3	13
9	мы уже	1	12
10	в его	2	12
11	в себе	3	11
12	как мы	2	11
13	в том	4	11
14	прежде всего	5	11
15	в то	1	10
16	все это	3	10
17	в своем	1	9
18	не в	3	9
19	же время	1	9
20	и его	1	9
21	и т.п	1	9
22	что в	2	9
23	но в	3	8
24	в конце	3	8
25	и от	1	8
26	по существу	1	8
27	в нем	3	7
28	вовсе не	1	7
29	как бы	4	7
30	и не	6	7
31	и до	1	6
32	ни в	1	6
33	о том	1	6
34	мы видим	2	6
35	только в	1	6
36	это не	4	6
37	у него	2	6
38	с помощью	4	6
39	все они	1	6
40	и к	3	5
41	не только	4	5
42	на этом	2	5
43	мы видели	4	5
44	точки зрения	12	5
45	и это	1	5
46	в ней	1	5
47	к нему	1	5
48	и у	1	5
49	уже в	3	5
50	вместе с	4	5
51	так же	1	5
52	и для	1	5
53	а в	4	5
54	к этому	1	5
55	хотя и	1	4
56	и наконец	5	4
57	та же	1	4
58	что это	2	4
59	он не	1	4
60	но все	2	4
61	на этой	3	4
62	должно быть	1	4
63	том что	1	4
64	одна из	3	4
65	ничего не	6	4
66	рядом с	1	4
67	из одного	2	4
68	может быть	12	4
69	было бы	3	4
70	все что	1	4
71	он может	3	3
72	и есть	2	3
73	с точки	5	3
74	той же	2	3
75	с ее	1	3
76	на них	1	3
77	во всех	1	3
78	совсем не	1	3
79	кроме того	1	3
80	и те	1	3
81	так сказать	2	3
82	при этом	3	3
83	и по	2	3
84	в мире	1	3
85	его в	1	3
86	несмотря на	1	3
87	таким же	1	3
88	и благодаря	1	3
89	не имеет	1	3
90	очень часто	1	3
91	свою очередь	2	3
92	можно было	1	3
93	и вся	1	3
94	все его	1	3
95	из них	4	3
96	и их	1	3
97	в одном	3	3
98	так как	4	3
99	не было	1	3
100	не может	17	3
101	и потому	3	3
102	в область	1	3
103	такой же	2	3
104	но это	1	3
105	не подлежит	3	3
106	в свою	2	3
107	не знает	1	3
108	того же	1	3
109	жизни и	4	3
110	и эта	1	3
111	на самом	1	2
112	здесь и	1	2
113	все те	2	2
114	от старого	1	2
115	из всех	1	2
116	есть не	1	2
117	мы не	9	2
118	и наш	1	2
119	в которой	2	2
120	на другом	2	2
121	еще не	3	2
122	с его	1	2
123	точка зрения	1	2
124	явлений и	1	2
125	по отношению	1	2
126	в течение	1	2
127	роль играет	1	2
128	как он	3	2
129	и еще	1	2
130	свое время	1	2
131	человека в	1	2
132	что все	2	2
133	и может	1	2
134	с этим	2	2
135	мы имеем	1	2
136	которой он	2	2
137	все элементы	1	2
138	том как	1	2
139	мы в	1	2
140	их в	4	2
141	дело в	1	2
142	в процессе	1	2
143	все свои	1	2
144	и всегда	1	2
145	через все	1	2
146	так называемый	1	2
147	в области	3	2
148	не знаем	2	2
149	должен быть	1	2
150	правда не	1	2
151	на другой	1	2
152	с самого	3	2
153	роль в	2	2
154	никогда не	1	2
155	здесь нет	1	2
156	и т.д	3	2
157	одного из	1	2
158	и во	2	2
159	вся эта	1	2
160	во всей	1	2
161	еще более	2	2
162	все время	1	2
163	в самый	1	2
164	на которой	1	2
165	тот же	2	2
166	одной из	1	2
167	правда и	1	2
168	со всеми	2	2
169	уже не	2	2
170	в большинстве	1	2
171	только на	1	2
172	же в	1	2
173	отношению к	1	2
174	нужно сказать	1	2
175	именно в	1	2
176	а на	2	2
177	а не	3	2
178	в связи	1	2
179	может иметь	2	2
180	из которых	2	2
181	направление в	1	2
