N	3gram	Bakhtin_Pr_1	Myslijsy
1	в том что	7	16
2	смысле этого слова	1	7
3	по отношению к	11	5
4	по крайней мере	2	5
5	не в том	1	5
6	а в том	1	5
7	то же время	7	5
8	в то же	7	5
9	с другой стороны	2	4
10	по себе а	1	4
11	в то время	2	4
12	не только в	1	4
13	то же что	1	4
14	то есть не	2	4
15	потому что он	2	3
16	потому что не	1	3
17	до сих пор	2	3
18	может быть только	1	3
19	само по себе	2	3
20	для того чтобы	2	3
21	не может быть	3	3
22	что и в	1	3
23	то что я	1	2
24	подобно тому как	3	2
25	том что он	4	2
26	в этом отношении	5	2
27	в том чтобы	1	2
28	в первом случае	1	2
29	не могут быть	1	2
30	именно в том	2	2
31	мы не можем	1	2
32	так и в	1	2
33	не только не	1	2
34	имеет значение только	1	2
35	можно сказать что	2	2
36	к тому что	1	2
37	мы видим не	1	1
38	есть не сливается	1	1
39	если бы эти	1	1
40	могли бы быть	1	1
41	того что в	1	1
42	а потому и	1	1
43	самой по себе	1	1
44	равно как и	1	1
45	на котором мы	1	1
46	на самом деле	3	1
47	в самом деле	2	1
48	то же самое	1	1
49	нам кажется что	2	1
50	может быть назван	1	1
51	том что это	1	1
52	ни одно не	1	1
53	для нас с	1	1
54	сами по себе	3	1
55	между собою в	1	1
56	что все эти	1	1
57	но как в	1	1
58	самим по себе	1	1
59	несмотря на свою	1	1
60	точно так и	1	1
61	сравнить его с	1	1
62	в противном случае	1	1
63	то и другое	1	1
64	есть то что	1	1
65	и то что	1	1
66	все это в	1	1
67	то время как	1	1
68	в данном случае	2	1
69	в одно время	1	1
70	в нас самих	1	1
71	не все в	1	1
72	в человеке и	1	1
73	отношения к миру	1	1
74	притом не только	1	1
75	а не как	3	1
76	по себе еще	2	1
77	что оно есть	1	1
78	для него самого	3	1
79	бы оно ни	1	1
80	и что в	1	1
81	один из этих	1	1
82	но и с	1	1
83	в себе все	1	1
84	что мы видим	1	1
85	в этом рассказе	1	1
86	в каждом отдельном	1	1
87	здесь так же	1	1
88	только то что	2	1
89	у него в	1	1
90	и в новом	1	1
91	а вместе с	1	1
92	заключается в том	2	1
93	тем что оно	1	1
94	его жизни и	1	1
95	образа то есть	1	1
96	в своей совокупности	1	1
97	о том что	2	1
98	же что мы	1	1
99	скажем только что	1	1
100	свое художественное значение	2	1
101	в художественном произведении	1	1
102	ряд суждений о	1	1
103	только под этим	1	1
104	тем более что	1	1
105	как мы уже	2	1
106	глубокое и верное	1	1
107	таким образом и	1	1
108	друг с другом	3	1
109	в его сознании	1	1
110	только в форме	1	1
111	но не только	1	1
112	именно потому что	2	1
113	все то что	3	1
114	на первый взгляд	1	1
115	точек зрения и	1	1
116	себе еще не	2	1
