N	2gram	Tiupa_Anal_3	Myslijsy
1	потому что	1	46
2	то есть	10	34
3	в слове	5	32
4	в том	9	32
5	и в	18	30
6	может быть	9	28
7	то же	3	23
8	не только	22	21
9	только в	2	21
10	но и	13	19
11	того что	1	18
12	том что	12	18
13	то что	2	18
14	не есть	4	17
15	что в	9	17
16	в себе	2	16
17	по себе	4	16
18	и не	12	15
19	не в	6	15
20	а не	9	15
21	таким образом	4	14
22	что и	5	13
23	если бы	1	12
24	вместе с	2	12
25	а в	10	12
26	так и	14	11
27	этого слова	2	11
28	как в	3	10
29	в этом	14	10
30	как и	14	10
31	в то	3	10
32	мы не	3	9
33	из этих	3	9
34	в нем	2	9
35	было бы	3	9
36	между тем	5	9
37	для него	6	9
38	в ней	2	8
39	в самом	5	8
40	что не	3	8
41	что мы	2	8
42	есть не	2	7
43	с одной	2	7
44	но не	7	7
45	с тем	2	7
46	и без	3	7
47	тем самым	4	7
48	тем что	2	7
49	как мы	1	7
50	так что	1	7
51	слова в	1	7
52	вовсе не	1	7
53	с другой	7	7
54	к тому	6	7
55	например в	2	6
56	с этим	3	6
57	художественное произведение	1	6
58	с ним	1	6
59	и теперь	1	6
60	указывает на	3	6
61	те же	2	6
62	что он	4	6
63	уже не	5	6
64	а потому	1	6
65	зависит от	1	6
66	не может	2	6
67	но это	1	6
68	человека и	1	5
69	сам по	1	5
70	еще не	6	5
71	по отношению	7	5
72	независимо от	1	5
73	в своем	4	5
74	и как	4	5
75	не следует	1	5
76	двух слов	1	5
77	с другими	1	5
78	в них	2	5
79	по крайней	4	5
80	же время	3	5
81	как на	1	5
82	не могут	1	5
83	не менее	4	5
84	мысль о	3	5
85	крайней мере	4	5
86	уже в	3	5
87	одно из	1	5
88	только по	1	5
89	очевидно что	2	5
90	тому как	2	5
91	отношению к	7	5
92	должно быть	1	5
93	сказать что	2	5
94	только как	1	5
95	говоря о	1	4
96	тем же	1	4
97	столь же	4	4
98	есть ни	1	4
99	не все	1	4
100	не было	3	4
101	бы не	1	4
102	он не	6	4
103	одной и	2	4
104	и по	2	4
105	в один	1	4
106	себе не	1	4
107	себе а	1	4
108	при слове	1	4
109	на мысль	1	4
110	и его	13	4
111	по поводу	3	4
112	для того	1	4
113	оно не	1	4
114	в его	7	4
115	один из	2	4
116	а и	4	4
117	далеко не	4	4
118	и между	1	4
119	себя и	1	4
120	и потому	2	4
121	со словом	1	4
122	все это	3	4
123	и от	2	4
124	тем более	1	4
125	мы должны	1	4
126	произведении искусства	2	4
127	другой стороны	5	4
128	все что	1	4
129	я и	3	3
130	и есть	1	3
131	в первом	2	3
132	говорить о	3	3
133	оно есть	1	3
134	бы ни	1	3
135	и на	4	3
136	ответ на	3	3
137	не можем	1	3
138	в целом	3	3
139	что она	2	3
140	при этом	11	3
141	в силу	1	3
142	или вовсе	1	3
143	так слово	1	3
144	в каждом	3	3
145	не будет	3	3
146	и может	1	3
147	его в	3	3
148	и тогда	1	3
149	как бы	10	3
150	место в	1	3
151	что при	1	3
152	тем не	2	3
153	на него	1	3
154	образом в	1	3
155	того чтобы	1	3
156	могут быть	2	3
157	слова с	1	3
158	для себя	1	3
159	свою очередь	4	3
160	него самого	1	3
161	в произведении	3	3
162	из двух	1	3
163	именно вследствие	1	3
164	здесь как	1	3
165	со стороны	9	3
166	искусства и	1	3
167	время в	1	3
168	никак не	1	3
169	можно сказать	4	3
170	это было	1	3
171	вслед за	1	3
172	коего мы	1	3
173	состоит не	2	3
174	есть в	1	3
175	всеми остальными	1	3
176	в начале	6	3
177	к содержанию	3	3
178	прежде всего	5	3
179	мы можем	2	3
180	само по	1	3
181	до сих	1	3
182	именно в	3	3
183	одной стороны	2	3
184	там где	2	3
185	в одно	1	3
186	связь с	2	3
187	сих пор	1	3
188	от нас	1	3
189	каждой из	1	3
190	и все	2	3
191	от всего	1	3
192	здесь только	1	3
193	в свою	5	3
194	не говоря	1	3
195	не знает	1	3
196	этот звук	1	3
197	в искусстве	2	3
198	к этому	3	3
199	в таком	1	3
200	а между	1	2
201	таком случае	1	2
202	себе этот	1	2
203	которого в	1	2
204	самом деле	2	2
205	это и	2	2
206	нам кажется	2	2
207	и до	1	2
208	в их	6	2
209	мы уже	1	2
210	той же	5	2
211	что уже	1	2
212	он как	1	2
213	не столько	3	2
214	на свою	1	2
215	ему в	1	2
216	бы мало	1	2
217	в новом	2	2
218	тогда как	20	2
219	отношение к	1	2
220	за пределы	1	2
221	что они	3	2
222	но без	1	2
223	сама по	2	2
224	этой стороны	1	2
225	все же	4	2
226	и той	2	2
227	что по	4	2
228	и каждое	2	2
229	со своей	8	2
230	сливается с	1	2
231	та же	1	2
232	так или	1	2
233	в этой	6	2
234	а напротив	2	2
235	и тот	1	2
236	на то	1	2
237	не могла	2	2
238	так сказать	2	2
239	на его	2	2
240	не как	2	2
241	слове или	1	2
242	с таким	1	2
243	из виду	1	2
244	подобно тому	3	2
245	могла бы	2	2
246	бы быть	1	2
247	художественный образ	1	2
248	входит в	2	2
249	время и	1	2
250	не всегда	3	2
251	несмотря на	2	2
252	точки зрения	3	2
253	в своей	1	2
254	мысли и	1	2
255	произведение есть	1	2
256	бы мы	1	2
257	единство и	1	2
258	со многими	1	2
259	даже в	2	2
260	как о	1	2
261	только не	3	2
262	этом отношении	3	2
