N	2gram	Bakhtin_Pr_3	RusskieA
1	и в	34	29
2	т е	12	24
3	том что	3	22
4	в том	3	22
5	что в	7	22
6	как бы	27	18
7	в других	1	15
8	так как	4	13
9	может быть	19	13
10	во время	2	12
11	в этом	16	11
12	как и	18	11
13	одна из	1	11
14	в этот	2	10
15	не только	10	10
16	и с	15	10
17	все это	16	10
18	во многих	1	9
19	о том	2	9
20	в некоторых	1	9
21	а в	5	9
22	его в	4	8
23	или на	1	8
24	но и	12	8
25	как в	4	7
26	данном случае	1	7
27	мы видели	3	7
28	или в	1	7
29	еще не	4	6
30	и на	6	6
31	при этом	4	6
32	таким образом	5	6
33	того чтобы	1	6
34	в деревне	1	6
35	на нее	2	6
36	для того	1	6
37	с тем	5	6
38	вместе с	4	6
39	на ивана	1	6
40	в данном	1	6
41	этом случае	2	6
42	и т	8	5
43	должна была	2	5
44	но не	4	5
45	но в	16	5
46	это не	5	5
47	т д	2	5
48	не может	19	5
49	к вам	1	5
50	потому что	12	5
51	для этого	3	5
52	и что	5	5
53	будто бы	2	5
54	то что	11	5
55	с ней	1	5
56	то же	14	4
57	вопрос о	2	4
58	на них	5	4
59	видели что	1	4
60	не все	1	4
61	что по	1	4
62	уже не	2	4
63	их в	3	4
64	том же	1	4
65	а затем	1	4
66	в них	2	4
67	далеко не	3	4
68	в которых	2	4
69	не в	9	4
70	тогда когда	1	4
71	к нему	14	4
72	так что	5	4
73	в виде	4	4
74	из них	5	4
75	а не	9	4
76	о чем	2	4
77	так же	8	4
78	и все	19	4
79	и о	1	3
80	в ее	3	3
81	что это	5	3
82	все эти	4	3
83	в этой	1	3
84	главным образом	1	3
85	подобно тому	2	3
86	и по	1	3
87	на этом	4	3
88	и других	1	3
89	с другими	4	3
90	в эту	1	3
91	в этих	1	3
92	в котором	3	3
93	в отличие	2	3
94	но он	3	3
95	она не	1	3
96	как мы	7	3
97	нас к	1	3
98	должно было	1	3
99	во всех	2	3
100	того что	5	3
101	что здесь	1	3
102	как например	1	3
103	между тем	3	3
104	за ним	2	3
105	руки и	1	3
106	друг друга	2	3
107	отличие от	2	3
108	тем что	4	3
109	а наоборот	1	3
110	до конца	3	3
111	или с	1	3
112	тому как	2	3
113	и там	1	3
114	и от	5	3
115	было бы	2	3
116	одним из	1	2
117	мы здесь	1	2
118	и то	3	2
119	на самом	11	2
120	это и	2	2
121	так чтобы	3	2
122	но она	1	2
123	на себя	1	2
124	не совсем	1	2
125	между собой	1	2
126	это означало	1	2
127	с одной	1	2
128	ее к	1	2
129	с этим	2	2
130	ней в	1	2
131	все же	7	2
132	а и	1	2
133	и как	3	2
134	не было	2	2
135	них как	1	2
136	та же	2	2
137	в которой	2	2
138	после этого	1	2
139	чтобы они	1	2
140	характер в	1	2
141	из мертвых	2	2
142	здесь мы	1	2
143	об этом	1	2
144	не ясно	1	2
145	должно быть	3	2
146	так в	2	2
147	в своей	3	2
148	в их	1	2
149	не столько	1	2
150	должны были	1	2
151	тем не	2	2
152	была не	1	2
153	не менее	3	2
154	как можно	3	2
155	что с	3	2
156	в то	12	2
157	о них	2	2
158	никогда не	8	2
159	того в	1	2
160	к ней	2	2
161	во всем	3	2
162	связи с	1	2
163	что на	1	2
164	когда мы	1	2
165	говорит о	2	2
166	должен быть	1	2
167	в виду	3	2
168	можно было	1	2
169	не с	2	2
170	еще в	3	2
171	жизнь и	2	2
172	образом в	1	2
173	а к	2	2
174	с другим	11	2
175	в глаза	3	2
176	после того	1	2
177	с другой	4	2
178	все в	1	2
179	в приведенных	1	2
180	связь между	1	2
181	вся эта	1	2
182	что и	5	2
183	в форме	2	2
184	в г	1	2
185	в него	3	2
186	он есть	2	2
187	один из	2	2
188	сразу же	1	2
189	совсем не	3	2
190	и дело	1	2
191	и ее	2	2
192	иной характер	2	2
193	где они	1	2
194	живого человека	1	2
195	или просто	1	2
196	каждый из	2	2
197	ее на	1	2
198	же деле	1	2
199	а с	3	2
200	прежде всего	15	2
201	и пр	1	2
202	самом же	1	2
203	там где	7	2
204	из которых	1	2
205	как средство	1	2
206	с этой	2	2
207	человека который	1	2
208	пока еще	2	2
209	под названием	1	2
210	и для	8	2
211	следующий за	1	2
212	и при	1	2
213	из этого	1	2
214	в своих	1	2
215	это в	2	2
216	а между	3	1
217	ту же	1	1
218	отношение к	6	1
219	человека и	1	1
220	показать что	2	1
221	здесь и	2	1
222	женщины и	1	1
223	можно говорить	1	1
224	и до	1	1
225	в нашу	1	1
226	что эти	1	1
227	с таким	4	1
228	сливается с	3	1
229	мы уже	6	1
230	например в	2	1
231	она в	2	1
232	что если	1	1
233	уверен что	3	1
234	совпадает с	2	1
235	говорить о	3	1
236	мы и	2	1
237	то это	1	1
238	сторону этой	1	1
239	в ней	3	1
240	что каждый	1	1
241	и иначе	1	1
242	на нем	1	1
243	проявляет себя	1	1
244	что его	3	1
245	себе несколько	1	1
