N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	41
2	то есть	20	20
3	таким образом	3	19
4	в этом	15	15
5	как и	16	14
6	и все	2	14
7	то же	7	13
8	в этой	2	13
9	в его	7	12
10	в себе	7	11
11	как мы	2	11
12	в том	23	11
13	прежде всего	11	11
14	так и	8	10
15	в то	3	10
16	в своем	6	9
17	не в	7	9
18	же время	4	9
19	и его	2	9
20	в качестве	34	9
21	и т.п	12	9
22	но и	14	9
23	что в	4	9
24	но в	8	8
25	в конце	1	8
26	то что	5	8
27	и от	1	8
28	в нем	9	7
29	в эпоху	5	7
30	в них	4	7
31	как бы	5	7
32	и не	11	7
33	и до	1	6
34	о том	8	6
35	только в	7	6
36	это не	3	6
37	есть в	2	6
38	для него	4	6
39	с помощью	1	6
40	в году	2	5
41	как в	10	5
42	и к	4	5
43	не только	28	5
44	на этом	2	5
45	мы видели	1	5
46	точки зрения	3	5
47	потому что	4	5
48	всего в	1	5
49	и это	1	5
50	к нему	1	5
51	и брань	1	5
52	до нас	1	5
53	уже в	2	5
54	что и	3	5
55	вместе с	1	5
56	а в	5	5
57	к этому	2	5
58	в сущности	2	4
59	момент в	1	4
60	и на	5	4
61	хотя и	2	4
62	целый ряд	2	4
63	что это	1	4
64	он не	1	4
65	на земле	1	4
66	картины мира	1	4
67	но все	1	4
68	том что	19	4
69	в виду	2	4
70	из одного	1	4
71	может быть	17	4
72	было бы	1	4
73	мира в	3	4
74	том числе	2	4
75	например в	2	3
76	и есть	2	3
77	с точки	1	3
78	той же	1	3
79	я не	1	3
80	с ее	2	3
81	на них	1	3
82	во всех	5	3
83	его к	1	3
84	от этого	1	3
85	и те	1	3
86	так сказать	2	3
87	при этом	13	3
88	и по	2	3
89	в мире	1	3
90	несмотря на	1	3
91	во время	1	3
92	в своей	5	3
93	таким же	1	3
94	в их	5	3
95	тем самым	1	3
96	не должно	1	3
97	не имеет	1	3
98	тем что	3	3
99	свою очередь	3	3
100	и вся	1	3
101	о нем	2	3
102	нас в	1	3
103	в форме	2	3
104	в формах	1	3
105	что он	4	3
106	из них	3	3
107	и их	1	3
108	в одном	2	3
109	нового времени	1	3
110	не на	1	3
111	не было	7	3
112	ничем не	1	3
113	не может	9	3
114	и потому	3	3
115	в область	1	3
116	в той	1	3
117	но это	1	3
118	с ними	1	3
119	в свою	3	3
120	не знает	1	3
121	того же	3	3
122	и другие	1	3
123	это в	2	3
124	как нечто	1	2
125	также и	3	2
126	и то	1	2
127	на самом	1	2
128	мы не	1	2
129	в которой	1	2
130	но по	1	2
131	и страха	1	2
132	еще не	14	2
133	в которых	4	2
134	в чем	1	2
135	с его	4	2
136	а только	1	2
137	точка зрения	2	2
138	по отношению	9	2
139	отношение к	4	2
140	в одной	3	2
141	перед нами	3	2
142	более или	2	2
143	то ли	2	2
144	учение о	1	2
145	рассказ о	1	2
146	они в	1	2
147	свое время	1	2
148	одно и	1	2
149	человека в	2	2
150	значительной степени	2	2
151	и может	1	2
152	это было	2	2
153	с этим	3	2
154	далеко не	10	2
155	мы имеем	2	2
156	которой он	1	2
157	числе и	2	2
158	не мог	1	2
159	в этих	1	2
160	во второй	1	2
161	том как	1	2
162	или менее	2	2
163	своего рода	8	2
164	образом и	1	2
165	том и	1	2
166	в историческом	2	2
167	дело не	2	2
168	дело в	1	2
169	в процессе	5	2
170	этом отношении	1	2
171	в области	1	2
172	и времени	1	2
173	к тому	5	2
174	они и	3	2
175	не есть	2	2
176	оно не	2	2
177	в каждой	3	2
178	в себя	5	2
179	с самого	1	2
180	роль в	7	2
181	картина мира	3	2
182	на том	2	2
183	никогда не	2	2
184	здесь как	1	2
185	особенно в	1	2
186	во все	1	2
187	в словах	1	2
188	в построении	2	2
189	а также	8	2
190	и т.д	4	2
191	одного из	2	2
192	в значительной	2	2
193	и во	2	2
194	в литературе	2	2
195	того что	3	2
196	одной из	4	2
197	представлений о	1	2
198	и ее	2	2
199	со всеми	1	2
200	для всех	1	2
201	уже не	4	2
202	в большинстве	1	2
203	только на	1	2
204	свидетельствует о	2	2
205	большинстве случаев	1	2
206	и других	1	2
207	входят в	1	2
208	связано с	1	2
209	отношению к	9	2
210	здесь только	1	2
211	в особенности	4	2
212	связаны с	1	2
213	именно в	3	2
214	и др	2	2
215	это прежде	3	2
216	до конца	1	2
217	а не	22	2
218	его как	2	2
219	в связи	1	2
220	может стать	1	2
221	по своему	3	2
222	в данном	5	2
223	в отдельности	1	2
224	своего времени	2	2
225	или в	2	2
226	в результате	1	2
227	о котором	2	2
228	у них	1	2
229	и как	6	2
230	в новых	1	2
231	одновременно и	2	2
232	в свое	1	2
233	однако по	1	2
234	во всяком	2	2
235	широкое распространение	1	1
236	говорили о	2	1
237	отношения к	2	1
238	одним из	2	1
239	для построения	1	1
240	рассказывает что	2	1
241	как его	2	1
242	такова была	1	1
243	сам по	1	1
244	сын и	1	1
245	самом деле	1	1
246	это и	1	1
247	между двумя	1	1
248	в первом	3	1
249	всем что	1	1
250	едва ли	2	1
251	жизни для	1	1
252	а как	1	1
253	как наиболее	1	1
254	совершаются в	1	1
255	в первый	1	1
256	принадлежит к	1	1
257	они были	1	1
258	ему в	2	1
259	не остается	1	1
260	отошел от	1	1
261	вещь в	1	1
262	он сам	1	1
263	значении и	1	1
264	быть в	1	1
265	не был	1	1
266	сказать и	2	1
