N	3gram	Tiupa_Narr_1	Istorich
1	и т д	1	22
2	не может быть	4	7
3	тем не менее	3	6
4	более или менее	1	5
5	с другой стороны	1	5
6	до сих пор	2	5
7	с одной стороны	1	4
8	на то что	2	4
9	в том что	5	4
10	дело в том	2	3
11	по отношению к	3	3
12	то же самое	2	3
13	точно так же	1	3
14	что это за	1	3
15	в связи с	2	3
16	друг с другом	1	3
17	о том что	2	3
18	но все же	1	3
19	мере того как	1	2
20	по мере того	1	2
21	в зависимости от	2	2
22	в этих случаях	1	2
23	бы то ни	1	2
24	но и в	2	2
25	в конечном итоге	1	2
26	то ни было	1	2
27	в отличие от	2	2
28	как мы увидим	1	2
29	один и тот	1	2
30	мы не можем	1	2
31	большей или меньшей	1	2
32	само по себе	1	2
33	и тот же	1	2
34	то что обычно	1	1
35	никогда не было	1	1
36	порой в качестве	1	1
37	мы имеем дело	2	1
38	какой бы то	1	1
39	не сами по	1	1
40	не только с	1	1
41	подобно тому как	3	1
42	в соответствии с	4	1
43	же как и	1	1
44	не было и	2	1
45	как один из	1	1
46	сами по себе	2	1
47	друг на друга	2	1
48	только то что	1	1
49	она может быть	1	1
50	в том случае	1	1
51	в этой связи	1	1
52	в значительной степени	1	1
53	едва ли не	1	1
54	еще в году	1	1
55	дело не с	1	1
56	не только в	6	1
57	в меньшей степени	1	1
58	связаны между собой	1	1
59	в большей или	1	1
60	ни один человек	1	1
61	именно это и	1	1
62	тем или иным	2	1
63	но и с	1	1
64	с большей или	1	1
65	в стороне от	1	1
66	не само по	1	1
67	чем иным как	2	1
68	в первом случае	3	1
69	не только на	2	1
70	не сливаются в	1	1
71	что иное как	1	1
72	но и здесь	1	1
73	содержит в себе	1	1
74	если бы не	1	1
75	по себе но	1	1
76	уже не только	1	1
77	к тому что	1	1
78	будет сказано ниже	1	1
79	внимание на то	2	1
80	для того чтобы	3	1
81	к тому же	5	1
82	по себе а	1	1
83	в этом отношении	3	1
84	до известной степени	1	1
