N	4gram	Voloshinov_1	Analitik
1	в то же время	1	2
2	говорящий со слушателями интонация	1	1
3	одно и то же	2	1
4	именно в интонации соприкасается	1	1
5	соприкасается говорящий со слушателями	1	1
6	бы выводит слово за	1	1
7	слово за его словесные	1	1
8	интонация как бы выводит	1	1
9	выводит слово за его	1	1
10	за его словесные пределы	1	1
11	мы имеем дело с	1	1
12	в интонации соприкасается говорящий	1	1
13	как бы выводит слово	1	1
14	и в этом смысле	1	1
15	одним и тем же	1	1
16	по отношению к предмету	2	1
17	в противном случае она	1	1
18	интонации соприкасается говорящий со	1	1
