N	3gram	Bakhtin_Fr_7	slovoVRo
1	то же время	9	12
2	в то же	9	12
3	с точки зрения	3	8
4	в большинстве случаев	2	6
5	во всяком случае	1	5
6	как мы сказали	1	4
7	но в то	3	4
8	в данном случае	1	3
9	более или менее	2	3
10	таким образом в	1	3
11	так и в	3	3
12	выходит за пределы	1	3
13	и в сущности	1	2
14	то есть для	1	2
15	мы уже сказали	1	2
16	в том и	1	2
17	но по существу	2	2
18	имеет дело не	1	2
19	в другом случае	1	2
20	в первом случае	1	2
21	дело не с	1	2
22	не только в	1	2
23	и в этом	1	2
24	том и в	1	2
25	в свою очередь	3	2
26	они как бы	1	2
27	как мы уже	1	2
28	можно было бы	2	2
29	и в том	1	2
30	и в другом	1	2
31	во всем своем	1	1
32	а следовательно и	2	1
33	с таким же	1	1
34	все дело в	1	1
35	со всеми его	1	1
36	прежде всего в	4	1
37	дело в том	2	1
38	как мы видим	3	1
39	имеем в виду	2	1
40	же время и	1	1
41	и в более	1	1
42	это отношение к	1	1
43	и не в	1	1
44	глубокое различие между	1	1
45	же время в	1	1
46	но и в	1	1
47	на самом же	1	1
48	в этом отношении	2	1
49	по аналогии с	1	1
50	находит свое выражение	1	1
51	кроме того и	1	1
52	со всех сторон	1	1
53	в новом свете	1	1
54	тем чем они	1	1
55	в значительной степени	2	1
56	мы не знаем	1	1
57	как у рабле	1	1
58	и все его	1	1
59	мы имеем в	2	1
60	а также и	1	1
61	и в отношении	1	1
62	в одной плоскости	1	1
63	лишь абстрактный момент	1	1
64	все они в	2	1
65	бы оно ни	2	1
66	не должно быть	2	1
67	и ничем не	1	1
68	все эти формы	1	1
69	и у него	1	1
70	в свое время	2	1
71	до наших дней	1	1
72	и до наших	1	1
73	и во всяком	1	1
74	о том что	1	1
75	из самых основных	1	1
76	оно ни было	2	1
77	таким образом на	1	1
78	оно лишь абстрактный	1	1
79	же время этот	1	1
80	в одном из	1	1
81	то есть в	4	1
82	и все это	1	1
83	с самого начала	1	1
84	с полной очевидностью	1	1
85	и прежде всего	1	1
86	объединять в себе	1	1
87	может объединять в	1	1
88	мы видим что	1	1
89	с жизнью и	1	1
90	чем они были	1	1
91	самом же деле	1	1
92	в том что	3	1
93	в последнем счете	1	1
94	как и в	2	1
95	именно потому что	1	1
96	как мы видели	4	1
