N	4gram	Vygotskiy__5	Problema
1	дело в том что	1	3
2	указывает на то что	2	3
3	одного и того же	2	2
4	не что иное как	2	2
5	и что в нем	1	2
6	именно то что он	1	1
7	что в конце концов	1	1
8	одного автора который бы	1	1
9	мы и хотели бы	1	1
10	одно и то же	3	1
11	то же самое мы	1	1
12	сводится к тому что	2	1
13	в то время как	1	1
14	не только то что	1	1
15	заключается в том что	4	1
16	иметь в виду то	1	1
17	которых мы говорили выше	1	1
18	на то что в	1	1
19	так же как и	1	1
20	о которых мы говорили	1	1
21	и в самом деле	1	1
22	ни одного автора который	1	1
23	именно на то что	1	1
24	по одному тому что	1	1
25	одним и тем же	3	1
