N	4gram	Vygotskiy__1	Dialekti
1	не что иное как	1	8
2	не в том что	1	4
3	и т д и	1	3
4	одной и той же	3	3
5	ни в коем случае	1	2
6	д и т д	1	2
7	в коем случае не	1	2
8	и т д все	1	2
9	с этой точки зрения	4	2
10	т д и т	1	2
11	и тем не менее	1	1
12	т д все это	1	1
13	от тех или иных	1	1
14	поскольку речь идет о	1	1
15	может быть иной раз	1	1
16	в том случае если	1	1
17	что с точки зрения	1	1
18	уже не может быть	1	1
19	дело в том что	1	1
20	ясно что с точки	1	1
21	заключается не в том	2	1
22	об одной и той	1	1
