N	2gram	Bakhtin_KF_1	Problemy
1	и не	26	31
2	и в	24	29
3	в его	40	24
4	может быть	45	24
5	в этом	14	22
6	а не	17	22
7	в нем	28	19
8	точки зрения	12	19
9	как бы	9	19
10	для него	8	18
11	не только	5	15
12	то что	7	15
13	то же	5	14
14	не как	4	14
15	и его	17	14
16	рядом с	3	14
17	но и	9	14
18	с точки	9	13
19	уже не	7	13
20	как и	5	12
21	не может	27	12
22	в самом	1	10
23	этом смысле	3	10
24	в то	3	10
25	только в	16	10
26	в одном	4	10
27	там где	5	10
28	видения и	2	10
29	все эти	10	9
30	с его	1	9
31	все же	5	9
32	это не	10	9
33	если бы	8	9
34	в единство	2	9
35	же время	2	9
36	о нем	4	9
37	но не	12	9
38	по отношению	26	8
39	что в	4	8
40	по себе	2	8
41	в каждом	3	8
42	как не	1	8
43	в том	6	8
44	что он	2	8
45	потому что	2	8
46	до конца	3	8
47	в своем	16	8
48	в своей	10	8
49	отношению к	22	8
50	а как	2	7
51	и на	3	7
52	и как	2	7
53	но в	5	7
54	в себе	21	7
55	входит в	3	7
56	том что	4	7
57	не в	12	7
58	вовсе не	7	7
59	она не	1	7
60	так и	2	7
61	лишь как	2	7
62	прежде всего	2	7
63	мира и	4	7
64	а в	4	7
65	самом деле	3	6
66	менее всего	6	6
67	как в	2	6
68	в целом	10	6
69	что она	1	6
70	в мире	6	6
71	его в	5	6
72	несмотря на	1	6
73	его целом	10	6
74	могут быть	3	6
75	к нему	12	6
76	в единстве	7	6
77	этого мира	3	6
78	был бы	3	6
79	так как	1	6
80	как раз	1	6
81	и потому	2	6
82	все это	10	6
83	на самом	3	5
84	это и	2	5
85	должна быть	4	5
86	в зависимости	1	5
87	той же	1	5
88	зависимости от	1	5
89	он не	6	5
90	но все	5	5
91	было бы	8	5
92	он и	2	5
93	не становится	1	5
94	мысли и	1	5
95	мир и	1	5
96	или как	2	5
97	и это	12	5
98	и о	1	5
99	еще не	4	5
100	с ним	5	5
101	ничего не	3	5
102	между тем	4	5
103	именно в	5	5
104	и др	1	5
105	мира в	6	5
106	сознания и	3	5
107	во всяком	1	5
108	поэтому и	1	4
109	так чтобы	1	4
110	тем как	3	4
111	сознания не	2	4
112	в едином	9	4
113	и наконец	1	4
114	бы и	3	4
115	в этой	2	4
116	перестает быть	1	4
117	не значит	6	4
118	должно быть	6	4
119	но эта	5	4
120	их в	1	4
121	раз и	2	4
122	в процессе	2	4
123	в основе	5	4
124	от того	3	4
125	и с	1	4
126	в литературе	1	4
127	он есть	1	4
128	тем что	3	4
129	были бы	2	4
130	что и	7	4
131	превращается в	1	4
132	не было	8	4
133	его как	5	4
134	как предмет	2	4
135	но это	6	4
136	и для	9	4
137	в результате	1	4
138	они не	1	4
139	отношения к	1	3
140	отношении к	2	3
141	он может	2	3
142	я не	6	3
143	ни один	1	3
144	себе и	3	3
145	и пр	3	3
146	и до	1	3
147	ее как	2	3
148	дано в	1	3
149	единство мира	1	3
150	на почве	1	3
151	эту особенность	1	3
152	эти миры	1	3
153	художественного творчества	1	3
154	в их	8	3
155	этот мир	2	3
156	тому что	2	3
157	одна из	1	3
158	никогда не	5	3
159	точке зрения	1	3
160	в духе	1	3
161	отличается от	1	3
162	оно не	2	3
163	и этим	3	3
164	в себя	7	3
165	приводит к	1	3
166	и здесь	7	3
167	мысль не	2	3
168	все в	1	3
169	литературе о	1	3
170	ним и	3	3
171	мы должны	1	3
172	но с	1	3
173	сознание в	1	3
174	бытия в	5	3
175	но как	5	3
176	не из	2	3
177	он стремится	1	3
178	мир в	11	3
179	всяком случае	1	3
180	ни в	12	3
181	друг друга	1	3
182	само по	1	3
183	автора как	2	3
184	точек зрения	1	3
185	нового времени	1	3
186	в человеке	1	3
187	в мир	1	3
188	как к	2	3
189	не дает	3	3
190	не знает	5	3
191	была бы	1	3
192	себе самому	1	3
193	в своих	3	3
194	все что	1	3
195	себя как	2	2
196	только он	1	2
197	мыслится и	1	2
198	все остальное	2	2
199	и есть	9	2
200	в чисто	1	2
201	из его	3	2
202	оно может	1	2
203	мы уже	1	2
204	в которой	1	2
205	вопрос о	2	2
206	совпадает с	1	2
207	конечно и	1	2
208	из которых	2	2
209	как свой	1	2
210	в ней	3	2
211	мир мир	1	2
212	бы то	2	2
213	оно ни	1	2
214	отношение к	5	2
215	в истории	1	2
216	его на	2	2
217	с этим	1	2
218	его к	2	2
219	и к	1	2
220	момент его	8	2
